aX,aY,aZ,gX,gY,gZ
0.853,0.507,-0.079,-40.527,66.772,8.240
0.846,0.493,-0.125,-39.612,59.631,2.319
0.822,0.491,-0.168,-37.109,55.603,-3.723
0.807,0.488,-0.200,-33.997,52.246,-8.972
0.785,0.482,-0.215,-34.241,48.218,-12.146
0.750,0.485,-0.203,-39.551,45.715,-12.207
0.721,0.495,-0.173,-48.767,44.678,-10.559
0.708,0.499,-0.139,-56.641,45.044,-7.141
0.701,0.471,-0.140,-58.777,46.448,-5.005
0.737,0.433,-0.175,-55.603,48.218,-4.211
0.779,0.404,-0.229,-49.316,49.377,-3.845
0.826,0.386,-0.289,-43.091,48.523,-4.944
0.858,0.385,-0.342,-38.208,45.471,-8.057
0.883,0.389,-0.384,-35.461,42.297,-13.672
0.889,0.389,-0.405,-37.598,38.513,-20.386
0.872,0.377,-0.407,-43.945,35.278,-26.245
0.845,0.355,-0.393,-52.612,34.485,-29.724
0.827,0.331,-0.367,-61.401,34.790,-31.677
0.810,0.289,-0.349,-66.345,35.828,-31.067
0.807,0.241,-0.361,-63.538,37.415,-28.687
0.838,0.198,-0.394,-56.274,38.818,-27.893
0.407,0.103,-2.223,90.393,-5.188,94.849
0.355,0.087,-2.384,84.900,-8.057,118.042
0.354,0.060,-2.633,94.971,-5.981,136.963
0.279,-0.046,-3.085,129.700,-7.141,142.456
0.104,-0.240,-3.633,166.504,-26.672,133.606
-0.061,-0.455,-4.000,182.068,-64.514,122.253
-0.245,-0.727,-4.000,168.091,-109.924,114.502
-0.361,-0.925,-4.000,132.080,-149.597,113.342
-0.421,-0.927,-3.758,79.590,-178.650,133.301
-0.432,-0.847,-3.144,38.696,-183.960,178.650
-0.472,-0.775,-2.700,28.625,-167.053,226.257
-0.631,-0.723,-2.470,31.982,-134.705,259.460
-0.939,-0.627,-2.193,27.405,-103.516,270.874
-1.289,-0.509,-1.699,21.545,-95.154,261.414
-1.563,-0.313,-0.822,14.404,-110.107,238.647
-2.176,-0.174,0.599,22.705,-121.826,199.097
-2.783,-0.067,2.242,75.439,-134.033,118.958
-3.783,0.668,3.199,199.219,-191.711,27.466
-4.000,1.665,3.268,331.421,-302.673,-18.005
-3.795,2.550,3.948,300.537,-416.321,64.697
-2.599,3.105,4.000,122.070,-437.134,278.870
-1.620,3.302,4.000,36.560,-322.388,450.623
-0.189,4.000,4.000,31.250,-235.596,496.521
1.208,4.000,4.000,74.707,-257.690,478.333
2.491,3.850,3.393,170.105,-262.329,381.958
3.330,2.933,2.043,153.809,-247.620,253.357
3.755,1.895,1.483,83.679,-216.431,162.231
3.549,0.990,1.184,24.292,-133.728,104.126
2.790,0.384,0.882,-20.386,-18.555,46.204
1.523,0.125,0.573,-45.410,81.543,-4.578
0.089,0.298,0.376,-59.265,137.268,-42.419
-0.913,0.489,0.155,-53.528,140.076,-63.538
-1.409,0.476,-0.165,-32.593,115.112,-73.364
-1.537,0.457,-0.398,-18.188,82.092,-77.454
-1.431,0.423,-0.423,-11.108,44.556,-73.914
-1.161,0.394,-0.287,-6.592,10.315,-59.875
-0.835,0.427,-0.112,-0.183,-10.254,-34.241
-0.627,0.497,0.003,4.761,-12.268,-6.470
-0.477,0.632,0.022,12.512,-6.409,9.766
-0.352,0.832,-0.014,21.057,-7.629,16.907
-0.233,0.980,-0.083,27.771,-13.916,15.320
-0.110,1.031,-0.114,28.015,-22.522,8.667
0.015,1.026,-0.079,21.790,-27.893,3.174
0.121,1.038,-0.009,12.268,-27.954,-0.488
0.207,1.008,0.029,2.625,-21.851,-1.160
0.244,0.928,0.034,-5.005,-13.245,-3.906
0.239,0.871,0.030,-10.986,-6.775,-11.780
0.185,0.865,0.061,-11.902,-5.249,-20.447
0.144,0.840,0.070,-6.165,-8.362,-27.832
0.101,0.832,0.039,-1.404,-4.761,-36.133
0.064,0.868,0.027,1.099,-0.061,-36.194
0.052,0.919,0.014,3.845,0.488,-30.945
0.053,0.966,-0.013,8.362,1.465,-24.475
0.070,1.023,-0.033,11.047,4.272,-18.372
0.072,1.068,-0.059,12.939,5.066,-13.977
0.060,1.089,-0.110,15.320,3.174,-15.930
0.046,1.090,-0.148,16.235,-0.671,-25.818
0.038,1.061,-0.146,15.259,-7.751,-37.415
0.019,1.029,-0.136,12.756,-13.733,-44.617
0.005,0.990,-0.115,8.118,-14.587,-45.898
-0.005,0.939,-0.100,3.235,-12.329,-41.077
0.008,0.912,-0.078,-1.892,-9.033,-31.311
0.049,0.906,-0.034,-6.775,-6.531,-18.188
0.109,0.915,0.015,-9.644,-4.272,-5.188
0.177,0.943,0.027,-8.423,-1.099,5.005
0.250,0.994,0.025,-5.066,1.831,10.010
0.247,1.042,-0.020,-0.183,4.395,6.531
0.214,1.079,-0.114,5.066,6.470,-5.981
0.190,1.123,-0.175,7.080,2.808,-21.423
0.147,1.145,-0.180,3.418,-4.333,-32.959
0.132,1.118,-0.155,-1.404,-9.766,-38.025
0.155,1.065,-0.128,-6.348,-11.108,-36.377
0.193,1.014,-0.080,-12.329,-9.766,-29.053
0.244,0.976,-0.018,-16.785,-6.348,-19.714
0.295,0.960,0.030,-18.433,-1.465,-11.963
0.356,0.964,0.054,-17.883,3.113,-6.653
0.400,0.974,0.062,-15.991,7.629,-5.310
0.427,0.990,0.058,-15.076,12.329,-7.446
0.446,1.009,0.046,-14.893,17.090,-13.245
0.446,1.029,0.028,-15.198,19.592,-21.667
0.432,1.034,-0.001,-15.808,21.667,-29.663
0.407,1.034,-0.032,-17.761,24.963,-36.133
0.377,1.044,-0.044,-22.705,29.236,-40.771
0.357,1.075,-0.032,-29.907,32.959,-43.335
0.334,1.096,-0.015,-36.560,35.461,-45.166
0.323,1.079,-0.003,-41.382,37.598,-48.279
0.322,1.047,0.010,-44.739,40.222,-52.856
0.326,1.006,0.042,-47.607,43.213,-56.885
0.315,0.966,0.049,-48.401,47.241,-60.730
0.301,0.942,0.044,-46.753,50.232,-64.026
0.286,0.945,0.034,-45.654,51.514,-64.697
0.272,0.954,0.023,-46.387,52.734,-62.744
0.265,0.951,0.007,-47.363,54.626,-59.814
0.275,0.946,-0.004,-48.828,55.603,-56.641
0.288,0.933,-0.016,-51.147,55.176,-54.871
0.308,0.901,-0.023,-52.368,53.467,-55.481
0.320,0.861,-0.027,-52.673,50.781,-60.120
0.324,0.817,-0.038,-51.025,47.668,-67.566
0.333,0.771,-0.059,-47.058,44.495,-74.951
0.318,0.733,-0.072,-42.847,43.152,-79.834
0.300,0.713,-0.068,-38.818,43.274,-82.581
0.293,0.709,-0.064,-35.400,46.021,-80.872
0.281,0.712,-0.074,-32.043,50.293,-75.012
0.273,0.715,-0.099,-29.114,54.138,-66.833
0.274,0.705,-0.132,-26.794,57.190,-57.983
0.289,0.694,-0.166,-24.048,57.739,-50.232
0.333,0.706,-0.194,-21.973,55.664,-44.983
0.382,0.714,-0.227,-20.142,53.345,-42.175
0.409,0.706,-0.262,-17.700,52.063,-42.786
0.414,0.714,-0.290,-14.954,51.514,-45.532
0.402,0.733,-0.315,-12.634,50.781,-48.401
0.378,0.749,-0.339,-11.292,49.377,-50.354
0.354,0.770,-0.355,-11.536,46.936,-52.185
0.340,0.791,-0.364,-12.878,45.105,-51.880
0.335,0.795,-0.378,-14.221,43.640,-50.354
0.350,0.786,-0.393,-15.259,42.114,-49.561
0.370,0.772,-0.412,-15.625,39.124,-49.866
0.415,0.763,-0.422,-16.357,33.569,-51.208
0.432,0.762,-0.437,-18.860,28.442,-52.551
0.230,0.143,-2.366,107.117,-48.950,122.925
0.137,0.071,-2.782,124.023,-64.880,145.325
-0.010,-0.026,-3.304,169.006,-74.219,154.968
-0.350,-0.027,-3.912,210.083,-84.412,151.733
-0.441,-0.079,-4.000,246.338,-110.352,140.625
-0.230,-0.020,-4.000,271.790,-174.561,130.310
0.034,0.217,-4.000,230.469,-254.211,174.622
0.147,0.208,-4.000,166.687,-265.930,277.710
0.173,0.250,-4.000,38.147,-188.843,363.770
0.053,0.309,-4.000,-123.535,-78.735,398.010
-0.274,0.484,-4.000,-260.254,-48.340,390.808
-0.625,0.396,-2.704,-335.937,-110.352,331.238
-1.269,-0.003,-0.826,-377.563,-196.411,203.064
-3.558,-0.854,3.188,-377.502,-335.999,36.377
-4.000,-0.376,4.000,-157.471,-490.784,-73.486
-3.825,1.657,4.000,244.019,-456.848,13.916
-2.682,3.565,4.000,501.099,-304.810,161.255
-2.130,4.000,3.998,476.990,-155.457,263.245
-2.570,4.000,4.000,313.049,-77.271,349.487
-1.269,4.000,3.813,161.499,-110.779,397.156
0.725,4.000,2.958,132.019,-153.259,377.869
1.926,4.000,2.265,133.118,-171.265,244.080
2.488,3.506,1.698,157.593,-200.745,48.035
2.083,1.822,1.554,158.020,-191.895,-133.667
0.957,0.632,1.201,137.329,-131.348,-251.404
-0.057,0.058,0.553,112.976,-66.833,-270.142
-0.666,-0.314,-0.143,79.773,-22.766,-211.792
-0.957,-0.434,-0.407,21.912,4.150,-135.803
-0.896,-0.336,-0.362,-34.851,8.545,-68.176
-0.760,-0.177,-0.125,-68.115,4.883,-24.536
-0.567,0.110,0.273,-67.993,-6.775,-15.503
-0.188,0.261,0.426,-31.494,-14.587,-18.066
0.159,0.305,0.304,8.301,-1.892,-29.053
0.237,0.384,0.193,29.724,13.184,-47.729
0.174,0.407,0.093,33.081,20.203,-61.340
0.059,0.401,-0.009,23.132,28.748,-58.777
-0.151,0.335,-0.158,11.169,41.931,-52.917
-0.330,0.364,-0.365,3.906,49.438,-50.354
-0.283,0.402,-0.529,-6.653,47.607,-34.546
-0.171,0.398,-0.479,-30.945,38.940,-11.902
-0.043,0.329,-0.245,-55.542,22.278,5.310
0.130,0.238,0.104,-64.575,-0.122,18.677
0.257,0.258,0.470,-50.781,-14.343,27.466
0.367,0.250,0.553,-15.625,-10.498,31.860
0.405,0.319,0.303,22.766,2.747,33.020
0.443,0.507,0.066,46.570,14.343,33.508
0.425,0.703,-0.095,51.697,20.142,29.663
0.361,0.821,-0.234,47.607,25.391,20.935
0.299,0.844,-0.369,39.795,26.428,9.460
0.246,0.847,-0.466,27.954,22.095,1.404
0.216,0.841,-0.472,9.521,15.747,-1.282
0.251,0.802,-0.367,-12.695,8.301,-0.427
0.270,0.802,-0.141,-29.846,-3.418,3.540
0.252,0.801,0.096,-32.654,-9.399,5.737
0.250,0.802,0.235,-18.616,-4.395,4.517
0.305,0.816,0.174,3.784,5.371,3.540
0.330,0.871,-0.002,21.667,12.817,6.165
0.309,0.935,-0.128,27.527,17.761,8.240
0.286,0.995,-0.196,25.391,17.456,9.399
0.282,1.038,-0.219,20.386,15.686,10.986
0.294,1.078,-0.211,13.611,14.587,12.024
0.291,1.102,-0.214,7.385,13.794,11.658
0.266,1.096,-0.222,2.441,13.184,6.348
0.260,1.091,-0.200,-1.099,8.423,-1.648
0.256,1.079,-0.167,-3.601,1.770,-7.812
0.210,1.043,-0.113,-4.150,-2.808,-13.794
0.195,1.006,-0.053,-2.686,-3.906,-18.616
0.219,0.984,-0.022,1.099,-2.075,-18.433
0.255,0.985,-0.000,3.601,1.160,-15.076
0.312,0.992,-0.006,5.005,6.104,-11.169
0.375,0.997,-0.019,5.859,11.353,-8.118
0.436,1.016,-0.021,4.639,16.724,-7.812
0.454,1.034,-0.018,1.648,22.217,-9.766
0.463,1.052,-0.014,-2.380,25.879,-12.756
0.439,1.028,-0.018,-0.854,33.386,-16.846
0.420,1.035,-0.038,-4.211,38.574,-21.973
0.411,1.029,-0.046,-9.460,39.429,-25.696
0.397,1.011,-0.041,-12.817,40.955,-28.748
0.399,1.003,-0.017,-19.043,42.786,-31.555
0.398,1.007,0.010,-23.010,45.532,-34.668
0.377,1.010,0.036,-26.611,49.316,-38.818
0.361,0.985,0.045,-29.175,52.917,-42.603
0.349,0.943,0.041,-31.372,56.519,-45.044
0.328,0.899,0.037,-31.372,59.387,-46.082
0.305,0.865,0.036,-28.809,59.814,-45.410
0.278,0.866,0.053,-26.184,59.448,-44.861
0.264,0.885,0.081,-22.522,57.922,-45.044
0.263,0.901,0.082,-16.846,54.932,-46.021
0.284,0.900,0.053,-11.597,52.307,-48.462
0.320,0.895,0.005,-7.141,50.781,-52.856
0.340,0.864,-0.063,-4.395,51.208,-58.167
0.329,0.841,-0.130,-3.662,53.101,-63.965
0.305,0.836,-0.163,-5.188,52.246,-68.359
0.292,0.854,-0.163,-8.789,47.058,-68.787
0.292,0.852,-0.160,-10.437,40.344,-65.979
0.291,0.853,-0.148,-13.672,35.583,-61.279
0.299,0.851,-0.136,-16.357,34.729,-55.298
0.325,0.857,-0.138,-18.066,36.804,-49.255
0.362,0.847,-0.161,-18.555,39.856,-44.678
0.403,0.832,-0.182,-18.311,41.138,-42.847
0.452,0.836,-0.188,-17.639,39.368,-43.640
0.488,0.861,-0.193,-17.212,37.048,-45.776
0.507,0.900,-0.196,-16.541,36.865,-47.607
0.510,0.913,-0.213,-15.381,38.452,-49.683
0.493,0.907,-0.236,-15.625,40.161,-52.246
0.479,0.893,-0.244,-17.761,39.368,-53.833
0.479,0.875,-0.243,-20.325,37.231,-54.016
0.488,0.863,-0.241,-23.193,33.997,-53.406
0.503,0.848,-0.244,-24.780,31.189,-50.842
0.512,0.835,-0.241,-26.062,30.640,-47.791
0.528,0.826,-0.245,-27.100,32.959,-44.861
0.538,0.815,-0.264,-27.893,36.255,-41.870
0.533,0.803,-0.279,-30.273,40.588,-39.246
0.531,0.803,-0.268,-34.607,43.762,-38.086
0.541,0.803,-0.254,-38.086,43.701,-37.598
0.562,0.776,-0.259,-39.001,41.870,-36.743
0.571,0.754,-0.268,-37.354,40.649,-37.231
0.571,0.759,-0.282,-35.095,39.490,-38.940
0.583,0.751,-0.311,-32.532,38.757,-40.710
0.510,-0.058,-2.667,151.611,108.337,273.193
0.449,-0.041,-3.071,167.603,109.741,269.165
0.351,-0.042,-3.355,170.105,89.722,255.615
0.166,-0.083,-3.506,171.021,81.116,236.938
0.020,-0.220,-3.752,176.086,90.576,234.436
-0.108,-0.395,-4.000,187.439,106.567,255.920
-0.328,-0.469,-4.000,182.800,123.779,274.658
-0.556,-0.499,-4.000,163.635,120.422,279.907
-0.777,-0.461,-4.000,145.142,83.618,277.039
-1.034,-0.414,-4.000,119.385,25.513,268.250
-1.235,-0.418,-3.898,81.238,-37.170,253.235
-1.475,-0.371,-3.239,31.555,-107.605,236.816
-2.114,-0.318,-2.055,-28.748,-164.001,220.154
-2.896,-0.402,0.120,-72.327,-170.654,193.726
-3.723,-0.258,2.974,-52.979,-129.517,157.654
-3.999,0.142,4.000,59.631,-82.458,105.835
-4.000,1.484,4.000,239.136,-93.872,50.842
-4.000,3.089,4.000,390.442,-223.877,-13.245
-4.000,4.000,4.000,430.542,-323.364,-7.263
-3.205,4.000,4.000,350.647,-350.769,101.013
-0.905,4.000,4.000,125.000,-390.686,264.038
2.687,4.000,4.000,28.137,-333.252,342.163
4.000,2.807,4.000,44.800,-250.183,238.037
4.000,0.896,4.000,39.551,-211.182,43.640
4.000,-0.128,3.914,31.189,-62.744,-149.597
2.148,-0.324,2.915,38.086,136.658,-268.921
-0.887,-0.179,1.711,65.063,249.573,-295.959
-2.875,0.266,0.185,96.802,273.743,-270.264
-3.422,0.628,-1.505,104.858,258.240,-199.768
-2.914,0.830,-2.339,53.650,224.304,-118.286
-2.140,0.769,-2.221,-6.470,154.907,-70.251
-1.443,0.641,-1.532,-42.236,62.500,-57.617
-0.968,0.427,-0.631,-58.228,-0.183,-52.124
-0.646,0.146,0.286,-51.758,-16.357,-44.434
-0.465,0.002,0.634,-25.269,-7.935,-38.147
-0.321,0.052,0.301,20.142,1.343,-39.001
-0.162,0.283,-0.047,45.837,-6.653,-35.645
-0.102,0.520,-0.097,34.485,-17.883,-17.944
0.027,0.667,-0.098,12.390,-15.259,1.892
0.155,0.798,-0.096,-4.944,-8.789,14.648
0.265,0.930,-0.083,-18.066,-9.277,17.212
0.291,0.978,-0.064,-27.649,-11.353,10.864
0.326,0.973,0.015,-30.518,-11.536,-5.127
0.212,0.923,0.061,-26.733,-7.812,-17.273
0.112,0.817,0.157,-13.855,-1.831,-35.034
-0.037,0.771,0.140,0.061,4.517,-45.105
-0.133,0.752,0.051,13.000,11.292,-46.570
-0.218,0.767,-0.096,22.949,17.212,-40.710
-0.267,0.819,-0.182,25.391,16.235,-29.968
-0.264,0.883,-0.215,21.973,10.315,-17.578
-0.170,0.934,-0.240,17.517,4.272,-6.836
-0.102,0.962,-0.232,12.329,-3.662,-0.122
-0.030,1.011,-0.189,6.104,-12.085,4.822
0.057,1.091,-0.119,-0.488,-11.963,9.155
0.126,1.160,-0.041,-5.615,-8.362,11.047
0.169,1.171,0.005,-6.165,-3.784,5.554
0.175,1.143,-0.007,0.000,0.122,-9.155
0.098,1.138,-0.041,7.874,0.000,-28.748
0.006,1.117,-0.079,15.869,-4.822,-46.204
-0.067,1.088,-0.135,21.912,-8.423,-55.054
-0.092,1.086,-0.167,20.630,-8.545,-52.551
-0.061,1.087,-0.166,13.855,-6.226,-42.908
-0.004,1.096,-0.133,5.676,-4.211,-30.457
0.073,1.115,-0.100,-2.686,-1.770,-21.118
0.175,1.143,-0.067,-11.169,1.831,-15.625
0.240,1.160,-0.027,-17.517,3.540,-15.137
0.280,1.186,0.021,-21.484,5.005,-19.409
0.298,1.193,0.035,-22.278,8.606,-26.367
0.290,1.171,0.019,-19.775,11.353,-36.133
0.252,1.151,-0.011,-16.541,14.099,-47.058
0.207,1.150,0.024,-14.526,16.052,-56.091
0.158,1.133,0.044,-9.033,17.517,-61.279
0.124,1.079,0.015,-3.723,19.836,-63.660
0.112,1.053,-0.003,-2.563,22.583,-62.012
0.099,1.043,-0.012,-6.042,25.024,-57.617
0.096,1.017,-0.047,-9.277,26.611,-52.185
0.112,1.001,-0.085,-13.000,28.870,-46.143
0.119,1.015,-0.097,-19.287,31.555,-39.734
0.118,1.033,-0.085,-25.330,33.691,-34.424
0.137,1.030,-0.087,-28.809,34.363,-31.982
0.166,1.024,-0.093,-31.433,33.569,-31.921
0.188,1.035,-0.091,-34.424,33.020,-35.156
0.180,1.038,-0.084,-35.889,33.325,-40.466
0.184,1.009,-0.070,-35.706,31.799,-47.363
0.180,0.963,-0.074,-34.180,31.311,-53.162
0.175,0.934,-0.056,-33.386,32.104,-57.190
0.169,0.919,-0.039,-33.203,33.142,-58.228
0.165,0.903,-0.049,-32.043,34.302,-56.519
0.183,0.898,-0.070,-32.166,36.377,-52.002
0.191,0.887,-0.090,-33.691,37.964,-46.997
0.216,0.878,-0.110,-34.851,38.086,-43.640
0.228,0.869,-0.130,-35.278,37.476,-42.358
0.224,0.860,-0.140,-36.865,36.682,-43.823
0.210,0.849,-0.138,-38.330,35.889,-46.753
0.204,0.834,-0.131,-38.635,33.508,-50.415
0.199,0.828,-0.119,-37.048,30.579,-53.650
0.212,0.827,-0.111,-34.485,28.259,-54.321
0.241,0.802,-0.125,-31.738,26.672,-53.345
0.277,0.792,-0.135,-29.724,26.367,-51.086
0.286,0.803,-0.135,-29.236,29.541,-47.241
0.283,0.813,-0.145,-29.785,35.034,-41.626
0.271,0.818,-0.157,-31.555,39.856,-34.912
0.256,0.838,-0.166,-34.851,42.664,-28.198
0.244,0.856,-0.176,-37.842,44.067,-22.583
0.244,0.872,-0.180,-40.405,43.396,-19.287
0.276,0.866,-0.197,-40.222,41.687,-18.799
0.314,0.850,-0.231,-36.377,39.001,-21.179
0.340,0.852,-0.275,-31.311,34.729,-26.611
0.349,0.869,-0.311,-27.710,30.945,-31.860
0.341,0.886,-0.340,-27.405,28.198,-36.438
0.319,0.889,-0.363,-30.762,27.344,-40.405
0.295,0.890,-0.362,-37.964,27.527,-41.992
0.265,0.894,-0.326,-45.593,28.442,-40.283
0.268,0.876,-0.298,-51.636,29.175,-37.231
0.285,0.848,-0.293,-53.589,30.334,-35.400
0.313,0.835,-0.298,-52.612,30.518,-34.607
0.338,0.833,-0.316,-49.927,29.114,-35.522
0.367,0.829,-0.345,-45.227,26.001,-38.513
0.400,0.840,-0.371,-41.016,21.790,-43.640
1.268,-0.310,-2.067,119.934,25.085,104.065
1.558,-0.380,-2.458,173.340,35.034,135.376
1.462,-0.291,-2.633,182.190,34.851,166.443
1.216,-0.154,-2.591,161.743,37.415,167.664
1.069,-0.256,-2.700,186.096,65.308,133.972
0.919,-0.489,-3.096,275.513,107.666,84.595
0.951,-0.580,-3.589,378.052,127.808,34.546
0.860,-0.514,-4.000,433.655,123.779,-5.066
0.602,-0.429,-4.000,433.228,108.215,-24.902
0.322,-0.362,-4.000,400.635,93.994,-26.550
0.050,-0.327,-4.000,337.646,81.055,-19.531
-0.251,-0.434,-4.000,260.864,62.988,-26.306
-0.825,-0.721,-4.000,198.486,41.809,-68.787
-1.431,-1.122,-3.442,132.874,14.648,-137.512
-2.320,-1.804,-1.814,64.758,-16.785,-206.543
-3.436,-2.867,1.059,13.611,-70.313,-256.348
-4.000,-2.922,3.994,46.082,-173.401,-236.328
-4.000,-1.647,4.000,221.741,-296.265,-123.535
-4.000,0.235,4.000,376.953,-447.510,-17.151
-3.755,1.686,4.000,378.723,-595.459,104.736
-2.316,2.315,4.000,277.466,-607.239,293.884
-1.106,3.978,4.000,174.194,-436.707,529.480
1.215,4.000,4.000,105.347,-236.267,752.747
3.979,4.000,3.950,203.796,-99.243,740.784
4.000,3.935,1.594,207.825,-103.821,453.918
4.000,2.661,0.834,99.731,-147.278,129.333
3.542,1.490,1.163,-12.268,-80.933,-142.334
1.349,0.608,1.600,-67.749,30.212,-304.993
-0.543,0.073,1.307,-44.189,111.755,-330.994
-1.649,-0.198,0.572,-2.197,152.466,-261.414
-1.865,-0.042,-0.062,15.991,159.363,-154.175
-1.708,0.395,-0.106,1.221,144.043,-52.551
-1.414,0.686,-0.001,-4.456,117.676,0.427
-0.970,0.817,-0.032,13.062,81.421,-1.160
-0.638,0.932,-0.026,30.579,43.640,-23.376
-0.452,1.025,0.033,36.865,22.034,-47.424
-0.353,1.023,0.047,39.124,15.381,-71.289
-0.261,0.987,0.008,34.058,9.094,-87.097
-0.205,0.921,-0.025,19.531,2.930,-89.233
-0.220,0.771,0.018,-0.916,-1.221,-82.458
-0.216,0.593,0.133,-18.738,-4.395,-68.298
-0.177,0.470,0.286,-27.954,-8.057,-46.936
-0.167,0.422,0.354,-23.560,-7.568,-29.846
-0.136,0.508,0.259,-5.005,-3.235,-24.597
-0.083,0.671,0.119,14.648,-1.709,-22.644
-0.015,0.829,0.013,24.292,-4.150,-17.090
0.090,0.928,-0.021,24.658,-6.775,-11.108
0.201,1.016,0.021,17.273,-8.911,-6.958
0.311,1.085,0.089,10.498,-7.812,-4.639
0.408,1.069,0.161,3.906,-6.042,-4.456
0.467,1.045,0.217,-2.502,-3.845,-7.812
0.453,1.038,0.281,-7.507,0.305,-16.968
0.419,0.997,0.320,-5.615,4.578,-33.569
0.370,0.963,0.311,2.380,5.554,-53.467
0.318,0.934,0.256,12.634,2.686,-70.557
0.282,0.906,0.190,18.372,-1.526,-79.529
0.263,0.878,0.150,16.724,-4.639,-79.163
0.266,0.846,0.134,9.155,-6.531,-71.228
0.293,0.818,0.153,-2.197,-6.531,-57.922
0.327,0.824,0.213,-15.076,-4.028,-41.138
0.374,0.840,0.270,-26.184,-0.732,-25.940
0.434,0.835,0.290,-28.625,2.075,-16.296
0.482,0.861,0.318,-25.269,3.113,-13.000
0.521,0.924,0.365,-20.325,5.432,-13.672
0.566,0.983,0.375,-15.137,12.146,-16.724
0.589,1.013,0.351,-10.864,18.677,-23.254
0.585,1.036,0.322,-8.240,22.034,-33.386
0.558,1.050,0.297,-8.789,23.804,-43.762
0.511,1.031,0.282,-14.465,25.696,-51.880
0.481,0.960,0.258,-23.682,26.489,-57.190
0.473,0.868,0.215,-30.090,26.978,-58.960
0.482,0.815,0.192,-34.424,27.222,-57.495
0.481,0.798,0.197,-38.208,28.076,-55.115
0.488,0.783,0.229,-38.086,28.931,-54.321
0.501,0.775,0.254,-34.119,31.433,-55.359
0.500,0.774,0.264,-29.236,34.790,-54.871
0.513,0.787,0.260,-26.733,37.842,-51.941
0.481,0.832,0.287,-31.921,40.161,-46.570
0.435,0.836,0.269,-41.687,46.570,-40.588
0.505,0.778,0.250,-48.889,49.072,-46.326
0.503,0.717,0.165,-54.871,51.270,-46.936
0.510,0.684,0.088,-59.937,52.429,-44.739
0.500,0.685,0.034,-67.322,51.819,-40.833
0.477,0.683,0.024,-70.496,48.889,-39.368
0.482,0.679,0.044,-70.740,44.250,-39.185
0.481,0.698,0.079,-74.158,41.382,-36.621
0.450,0.709,0.111,-74.951,41.016,-33.813
0.407,0.727,0.104,-72.632,40.283,-32.837
0.393,0.757,0.082,-72.998,37.598,-31.006
0.439,0.745,0.030,-74.646,34.424,-27.588
0.520,0.685,-0.054,-74.280,33.081,-24.536
0.574,0.681,-0.105,-75.989,32.410,-21.912
0.595,0.714,-0.130,-80.688,31.189,-19.897
0.589,0.736,-0.148,-81.665,30.518,-20.813
0.557,0.759,-0.166,-81.787,28.931,-22.400
0.530,0.783,-0.160,-85.510,24.658,-22.888
0.513,0.792,-0.140,-90.576,19.470,-23.682
0.487,0.789,-0.121,-92.896,15.442,-25.879
0.453,0.792,-0.096,-94.055,16.052,-28.259
0.484,0.771,-0.096,-93.018,23.010,-30.151
0.536,0.724,-0.137,-88.135,30.823,-30.457
0.569,0.685,-0.178,-83.374,35.156,-31.372
0.602,0.662,-0.211,-80.688,36.987,-34.546
0.639,0.656,-0.240,-77.148,34.363,-39.734
0.661,0.643,-0.285,-71.594,29.419,-46.509
0.651,0.645,-0.338,-67.017,26.978,-51.880
0.608,0.655,-0.376,-67.688,25.879,-54.504
0.566,0.644,-0.415,-72.083,26.550,-53.650
0.559,0.617,-0.438,-77.698,26.917,-48.706
0.586,0.586,-0.444,-80.994,25.024,-42.175
0.640,0.566,-0.438,-82.764,21.790,-37.170
0.695,0.549,-0.422,-80.811,19.043,-34.668
0.757,0.526,-0.415,-73.120,19.165,-36.926
0.798,0.502,-0.427,-62.317,21.301,-42.908
0.809,0.492,-0.463,-51.392,24.048,-50.598
0.787,0.481,-0.532,-42.725,27.832,-56.091
0.727,0.483,-0.578,-40.405,33.447,-56.641
0.675,0.497,-0.597,-42.236,38.025,-53.650
0.661,0.504,-0.613,-44.006,38.574,-46.753
0.515,0.343,-1.823,85.938,27.588,18.921
0.570,0.355,-1.973,89.233,39.001,21.912
0.672,0.335,-2.132,98.511,54.138,29.358
0.823,0.266,-2.332,102.722,69.946,41.809
0.960,0.148,-2.509,104.553,82.031,55.420
0.865,0.107,-2.543,102.112,93.933,67.017
0.613,0.187,-2.479,91.187,105.225,74.463
0.448,0.054,-2.634,91.553,112.854,58.472
0.501,-0.241,-2.945,122.192,113.098,12.268
0.425,-0.479,-3.291,154.114,96.680,-36.987
0.245,-0.550,-3.511,173.279,64.270,-81.238
-0.089,-0.554,-3.726,184.814,29.541,-130.981
-0.590,-0.527,-3.994,199.341,-0.122,-190.552
-1.087,-0.509,-4.000,216.064,-36.499,-249.634
-1.579,-0.450,-4.000,202.881,-84.351,-295.837
-2.200,-0.244,-3.636,136.230,-142.212,-320.129
-2.843,-0.144,-2.711,51.025,-194.580,-331.177
-3.644,-0.225,-1.136,-49.805,-219.788,-331.238
-4.000,-0.760,1.168,-149.719,-245.300,-311.340
-4.000,-0.904,3.906,-171.387,-347.839,-232.361
-3.917,0.093,4.000,-87.891,-522.705,-78.979
-0.975,0.490,4.000,-5.920,-642.883,64.758
1.461,-0.034,4.000,91.187,-571.289,123.291
2.246,0.912,4.000,234.985,-430.298,78.674
1.997,1.474,4.000,305.908,-336.731,67.322
1.653,2.838,4.000,368.591,-219.177,121.216
