aX,aY,aZ,gX,gY,gZ
-0.151,0.747,-0.042,-8.545,-27.771,-58.350
-0.155,0.747,-0.094,-2.625,-26.306,-49.316
-0.120,0.763,-0.136,0.305,-22.705,-34.729
-0.046,0.811,-0.145,-3.967,-19.104,-16.663
-0.008,0.854,-0.133,-9.888,-14.526,0.061
-0.034,0.929,-0.119,-11.719,-9.766,10.071
0.016,0.992,-0.073,-8.911,-7.690,11.902
-0.047,1.003,-0.129,-7.812,2.197,7.019
-0.003,0.996,-0.208,1.221,6.836,-8.850
-0.028,1.007,-0.234,11.353,-0.061,-16.052
-0.036,1.020,-0.219,19.104,-12.390,-19.287
-0.026,1.035,-0.232,18.616,-14.832,-18.494
0.017,1.058,-0.213,15.015,-10.742,-12.512
0.059,1.079,-0.168,9.949,-8.667,-3.479
0.124,1.100,-0.137,4.089,-6.958,4.333
0.208,1.127,-0.108,-1.526,-5.066,9.033
0.261,1.164,-0.080,-7.019,-2.319,9.338
0.251,1.180,-0.065,-11.169,2.319,2.625
0.206,1.184,-0.062,-10.681,8.423,-9.705
0.162,1.178,-0.094,-7.446,14.343,-26.062
0.121,1.149,-0.135,-3.479,17.090,-41.565
0.083,1.128,-0.157,0.183,18.188,-53.284
0.077,1.157,-0.147,-0.671,20.569,-59.814
0.055,1.195,-0.140,-4.211,25.085,-62.561
0.042,1.175,-0.156,-4.883,30.273,-66.101
0.054,1.147,-0.179,-4.517,34.424,-70.984
0.054,1.128,-0.195,-6.958,36.133,-75.317
0.028,1.082,-0.207,-10.742,36.316,-80.994
-0.001,1.018,-0.209,-13.550,34.302,-88.135
-0.033,0.990,-0.194,-15.259,31.372,-91.797
-0.036,0.965,-0.167,-16.235,26.917,-91.858
-0.014,0.924,-0.153,-13.794,21.118,-88.928
0.006,0.898,-0.138,-10.254,17.578,-84.473
0.020,0.891,-0.140,-7.629,17.578,-79.468
0.026,0.875,-0.150,-6.287,20.203,-74.829
0.042,0.855,-0.154,-5.615,21.484,-71.167
0.065,0.844,-0.159,-5.493,20.447,-68.970
0.091,0.854,-0.156,-4.456,17.944,-67.261
0.103,0.878,-0.153,-3.296,16.785,-65.063
0.112,0.891,-0.152,-1.953,17.517,-63.354
0.144,0.892,-0.175,0.610,19.104,-61.646
0.165,0.872,-0.221,3.418,20.874,-59.326
0.177,0.848,-0.260,4.333,22.156,-57.556
0.184,0.834,-0.275,2.502,22.034,-55.908
0.182,0.822,-0.271,-0.061,21.912,-52.429
0.181,0.826,-0.249,-4.150,21.484,-48.279
0.171,0.843,-0.224,-8.362,22.095,-43.335
0.173,0.849,-0.211,-10.315,23.682,-37.720
0.197,0.846,-0.208,-10.925,25.940,-31.616
0.223,0.853,-0.205,-11.169,27.649,-25.452
0.249,0.860,-0.208,-9.460,27.893,-20.874
0.279,0.868,-0.224,-5.188,27.344,-18.250
0.302,0.869,-0.252,-1.587,25.208,-17.090
0.317,0.858,-0.279,2.075,22.888,-18.433
0.318,0.865,-0.293,3.418,21.423,-21.179
0.309,0.883,-0.286,2.197,20.020,-23.193
0.297,0.907,-0.276,-0.061,18.372,-24.231
0.304,0.924,-0.260,-2.380,16.785,-23.682
0.315,0.926,-0.247,-4.517,17.090,-21.423
0.331,0.925,-0.245,-7.080,18.982,-18.738
0.343,0.928,-0.240,-10.071,21.606,-15.442
0.355,0.931,-0.229,-14.404,25.085,-11.719
0.373,0.923,-0.219,-17.822,29.480,-9.033
0.380,0.909,-0.215,-18.555,32.898,-9.277
0.380,0.901,-0.213,-17.456,33.264,-12.512
0.372,0.897,-0.217,-15.137,32.288,-17.456
0.356,0.902,-0.215,-13.184,30.090,-23.682
0.334,0.923,-0.193,-14.282,26.917,-29.297
0.323,0.946,-0.157,-18.616,24.597,-33.081
0.316,0.945,-0.130,-21.484,24.902,-35.156
0.319,0.938,-0.134,-21.545,28.137,-36.743
0.309,0.911,-0.171,-19.287,32.776,-37.842
0.303,0.873,-0.224,-15.381,36.743,-37.964
0.298,0.846,-0.266,-13.062,38.574,-37.842
0.292,0.850,-0.281,-12.756,37.659,-37.476
0.298,0.864,-0.285,-14.465,35.950,-37.048
0.306,0.860,-0.290,-15.381,35.645,-35.767
-0.199,-0.754,-2.051,78.674,60.303,45.837
-0.397,-0.828,-2.179,91.492,63.721,36.987
-0.591,-0.909,-2.283,107.666,56.763,32.288
-0.752,-0.959,-2.377,128.967,40.771,36.255
-0.943,-0.953,-2.427,146.790,19.348,49.255
-1.143,-0.870,-2.402,160.217,-3.235,71.350
-1.341,-0.770,-2.350,172.485,-21.606,91.858
-1.485,-0.655,-2.240,183.533,-44.067,108.337
-1.574,-0.506,-2.056,189.880,-77.271,129.578
-1.637,-0.325,-1.789,188.965,-120.361,159.546
-1.660,-0.166,-1.417,184.509,-164.062,193.176
-1.684,0.009,-0.945,177.917,-205.078,224.609
-1.745,0.237,-0.430,177.979,-240.295,248.596
-1.839,0.503,0.137,195.679,-266.174,263.306
-1.698,0.815,0.716,227.722,-285.034,263.123
-1.464,1.248,1.404,259.216,-297.485,237.610
-1.124,1.802,1.773,302.246,-280.029,194.153
-1.172,2.165,1.747,310.974,-242.249,133.545
-1.340,2.351,1.913,268.677,-240.051,53.711
-1.467,2.426,2.478,193.054,-294.800,-23.743
-1.606,2.508,3.144,85.999,-406.738,-49.561
-1.621,2.472,3.546,6.409,-504.761,3.540
-1.198,2.682,3.827,-36.072,-512.268,132.019
0.182,3.364,4.000,-74.036,-437.683,300.049
1.273,3.244,3.581,-68.359,-323.853,427.124
2.671,2.006,2.630,29.846,-207.092,392.395
3.674,0.852,1.703,111.023,-162.659,263.123
3.866,0.449,1.139,109.375,-195.190,122.253
3.213,0.613,0.972,64.819,-198.364,19.409
2.228,0.798,0.871,5.676,-105.713,-28.687
1.181,0.731,0.621,-21.851,36.926,-45.471
0.278,0.620,0.251,-16.602,137.085,-45.471
-0.333,0.588,-0.115,-2.991,159.912,-36.743
-0.752,0.592,-0.401,9.338,132.263,-33.142
-1.014,0.624,-0.578,12.512,92.102,-39.673
-1.031,0.694,-0.636,7.141,55.298,-46.021
-0.861,0.746,-0.567,-8.423,23.743,-35.217
-0.581,0.750,-0.424,-31.311,-3.113,-18.127
-0.288,0.741,-0.252,-56.152,-13.550,-3.662
-0.064,0.762,-0.073,-72.327,-14.526,9.460
0.035,0.784,0.050,-74.890,-11.353,13.184
0.115,0.820,0.104,-65.552,-10.620,0.244
0.159,0.880,0.117,-49.988,-13.672,-22.034
0.149,0.910,0.103,-31.982,-19.653,-47.119
0.137,0.908,0.027,-13.977,-26.001,-67.566
0.124,0.875,-0.079,-1.953,-31.311,-76.538
0.096,0.858,-0.138,0.671,-30.151,-73.792
0.058,0.857,-0.150,-4.089,-23.010,-64.087
0.034,0.836,-0.177,-11.963,-12.146,-50.110
0.059,0.821,-0.187,-20.813,-6.592,-33.752
0.118,0.837,-0.177,-29.297,-6.836,-19.104
0.151,0.862,-0.133,-34.485,-11.169,-7.690
0.151,0.865,-0.133,-39.612,-6.104,-4.272
0.231,0.887,-0.125,-35.461,-2.991,-6.165
0.262,0.909,-0.089,-26.245,-8.972,-6.287
0.282,0.931,-0.072,-15.503,-17.944,-8.423
0.289,0.940,-0.080,-6.592,-18.127,-12.390
0.290,0.949,-0.090,1.892,-15.930,-15.564
0.290,0.956,-0.100,9.277,-15.503,-16.785
0.293,0.953,-0.125,14.343,-15.076,-18.860
0.300,0.963,-0.149,16.541,-13.306,-19.226
0.310,0.995,-0.156,14.832,-10.498,-15.625
0.309,1.011,-0.164,11.536,-7.080,-10.803
0.310,1.018,-0.173,8.179,-3.723,-8.179
0.314,1.030,-0.178,5.188,-0.427,-6.531
0.309,1.047,-0.178,1.526,3.418,-4.822
0.297,1.048,-0.186,-0.793,8.484,-4.150
0.295,1.049,-0.179,-3.235,12.024,-5.005
0.302,1.062,-0.151,-7.080,11.475,-6.836
0.317,1.059,-0.119,-8.972,8.972,-9.521
0.349,1.029,-0.109,-8.911,7.080,-12.085
0.391,0.987,-0.110,-7.019,7.080,-14.954
0.431,0.965,-0.106,-6.714,8.972,-18.005
0.448,0.956,-0.092,-7.202,11.902,-21.118
0.439,0.952,-0.078,-7.080,14.404,-24.170
0.426,0.952,-0.077,-6.287,17.334,-27.100
0.408,0.952,-0.076,-6.409,20.203,-29.724
0.386,0.944,-0.078,-7.141,22.583,-32.654
0.365,0.916,-0.100,-6.775,24.780,-36.133
0.354,0.882,-0.129,-4.761,26.855,-40.527
0.340,0.865,-0.145,-2.869,27.954,-45.410
0.319,0.867,-0.153,-1.892,28.503,-50.232
0.321,0.861,-0.161,-0.549,28.259,-53.955
0.320,0.854,-0.159,-0.305,27.588,-56.274
0.315,0.850,-0.156,-1.282,27.466,-56.641
0.310,0.839,-0.153,-1.770,28.320,-55.054
0.302,0.830,-0.145,-3.418,28.992,-52.063
0.304,0.808,-0.146,-5.005,29.297,-48.340
0.311,0.785,-0.154,-3.296,29.968,-44.250
0.315,0.789,-0.167,-0.366,31.677,-40.527
0.329,0.796,-0.187,3.967,32.593,-38.269
0.326,0.811,-0.212,7.507,32.043,-37.903
0.321,0.834,-0.219,9.338,29.663,-39.063
0.318,0.850,-0.219,10.132,26.428,-40.283
0.308,0.869,-0.212,9.949,23.682,-40.833
0.302,0.894,-0.197,7.935,21.973,-39.673
0.333,0.899,-0.188,4.578,22.888,-35.583
0.368,0.877,-0.184,1.709,24.841,-30.518
0.401,0.856,-0.180,-0.061,26.672,-26.367
0.438,0.849,-0.179,-0.916,28.870,-24.170
0.455,0.843,-0.181,0.122,30.518,-23.804
0.463,0.844,-0.183,0.977,30.823,-24.963
0.458,0.853,-0.177,1.526,29.785,-27.283
0.449,0.872,-0.162,0.000,28.992,-28.687
0.442,0.887,-0.138,-2.747,29.297,-28.137
0.442,0.898,-0.116,-5.554,30.884,-26.611
0.443,0.899,-0.112,-8.179,33.997,-25.024
0.457,0.882,-0.134,-7.874,37.476,-23.804
0.465,0.862,-0.171,-5.371,39.856,-23.499
0.460,0.861,-0.190,-4.517,40.222,-24.475
0.457,0.862,-0.194,-4.272,39.490,-26.062
0.457,0.868,-0.188,-4.578,38.147,-27.039
0.452,0.880,-0.179,-6.226,37.781,-26.428
0.446,0.891,-0.176,-8.789,39.856,-24.597
0.459,0.908,-0.167,-13.428,42.969,-22.034
0.469,0.925,-0.158,-19.043,46.448,-20.020
0.483,0.921,-0.163,-21.729,49.072,-20.874
0.499,0.897,-0.195,-21.057,50.964,-24.292
0.507,0.870,-0.231,-18.921,50.598,-30.518
-0.082,-0.462,-2.303,87.341,-60.364,130.554
-0.082,-0.507,-2.541,97.900,-72.754,130.005
-0.146,-0.544,-2.768,111.816,-84.534,119.873
-0.234,-0.583,-2.953,130.432,-97.961,99.426
-0.318,-0.563,-3.088,154.663,-119.080,76.721
-0.404,-0.496,-3.187,176.697,-147.827,59.326
-0.421,-0.410,-3.198,192.810,-182.312,50.537
-0.453,-0.333,-3.078,186.218,-218.567,57.617
-0.547,-0.321,-2.803,155.457,-250.977,78.369
-0.661,-0.233,-2.319,110.474,-275.757,110.352
-0.812,-0.079,-1.760,61.646,-287.720,153.503
-1.175,0.166,-1.120,26.367,-279.846,196.655
-1.335,0.329,-0.485,6.287,-259.583,221.802
-1.543,0.559,0.227,-7.935,-238.953,231.689
-1.537,0.813,1.118,-0.610,-218.994,229.553
-1.448,1.062,2.443,-1.709,-210.571,199.463
-1.607,1.630,3.842,30.945,-231.140,114.197
-1.391,2.206,4.000,146.118,-273.743,-15.991
-1.309,2.279,4.000,298.035,-304.504,-143.799
-0.874,2.243,4.000,401.978,-327.393,-212.708
-0.820,2.181,3.633,426.819,-334.656,-178.589
-0.654,2.622,3.033,337.402,-328.552,-60.669
0.325,2.564,2.598,195.618,-311.035,95.337
1.342,2.149,2.236,95.398,-277.039,222.595
2.138,1.942,2.060,29.358,-240.051,275.024
2.767,2.064,1.842,-5.005,-204.163,273.010
3.021,2.026,1.367,-8.179,-153.198,246.399
2.839,1.774,0.871,-4.028,-88.806,189.270
2.136,1.529,0.504,-6.470,-31.189,103.394
1.310,1.327,0.253,-6.836,12.451,9.827
0.531,1.101,0.031,-2.441,27.405,-56.763
-0.027,0.845,-0.203,-2.441,18.738,-88.501
-0.311,0.594,-0.318,-16.113,6.470,-84.290
-0.367,0.373,-0.200,-45.837,0.549,-55.786
-0.255,0.237,0.083,-77.637,-2.502,-20.447
-0.062,0.160,0.363,-92.407,-6.958,11.230
0.084,0.166,0.518,-86.975,-9.460,30.762
0.199,0.268,0.538,-65.186,-5.798,36.804
0.304,0.448,0.451,-37.109,-2.502,33.447
0.379,0.646,0.322,-14.282,-1.404,24.902
0.364,0.801,0.200,-2.441,2.991,15.686
0.353,0.920,0.103,0.610,9.644,3.723
0.309,0.946,0.026,-2.014,14.832,-6.226
0.241,0.905,-0.007,-8.423,15.991,-14.404
0.205,0.839,0.019,-18.005,11.536,-20.630
0.167,0.733,0.053,-24.719,6.531,-23.499
0.168,0.618,0.104,-26.917,3.723,-24.841
0.189,0.539,0.201,-28.442,-0.793,-22.766
0.213,0.500,0.286,-25.635,-3.845,-16.907
0.184,0.497,0.318,-17.334,-2.441,-9.399
0.191,0.530,0.271,-6.226,0.854,-3.906
0.229,0.586,0.213,-1.343,2.136,3.235
0.255,0.644,0.188,-1.953,2.747,11.902
0.273,0.690,0.185,-5.432,4.517,18.616
0.282,0.726,0.192,-8.057,7.019,20.813
0.244,0.775,0.190,-6.775,8.240,19.104
0.215,0.818,0.158,-3.723,7.751,13.977
0.224,0.865,0.137,-1.831,5.005,11.414
0.268,0.887,0.177,-3.662,1.953,12.817
0.294,0.889,0.230,-4.456,1.404,14.404
0.314,0.887,0.243,0.244,4.028,11.475
0.328,0.896,0.199,7.935,5.432,6.104
0.312,0.916,0.145,13.428,4.333,0.671
0.284,0.952,0.112,14.038,3.784,-3.784
0.282,0.996,0.096,11.658,3.540,-5.310
0.285,1.014,0.085,8.606,4.150,-4.700
0.281,1.020,0.067,5.432,5.676,-4.578
0.279,1.020,0.050,1.709,5.066,-6.165
0.248,1.007,0.045,-2.686,2.930,-9.338
0.236,0.982,0.071,-7.996,-0.427,-12.512
0.243,0.954,0.109,-13.489,-4.578,-12.085
0.263,0.911,0.143,-15.808,-7.446,-9.216
0.282,0.875,0.178,-15.015,-7.996,-6.104
0.322,0.863,0.225,-12.268,-7.141,-3.784
0.353,0.855,0.231,-6.165,-4.089,-1.831
0.355,0.866,0.199,0.916,0.183,-2.502
0.339,0.888,0.160,5.066,2.502,-4.944
0.300,0.898,0.116,6.287,1.282,-7.812
0.293,0.902,0.087,4.272,-2.502,-8.850
0.304,0.885,0.090,-0.671,-6.287,-5.859
0.341,0.875,0.128,-8.301,-9.155,-0.610
0.400,0.854,0.195,-15.015,-9.705,6.897
0.463,0.832,0.269,-18.433,-9.033,12.817
0.478,0.817,0.311,-16.418,-7.874,14.038
0.475,0.815,0.291,-9.766,-6.226,12.268
0.459,0.818,0.235,-2.563,-4.150,12.024
0.435,0.844,0.183,1.465,-1.099,13.794
0.429,0.881,0.168,1.953,2.441,16.357
0.431,0.923,0.162,1.831,5.371,18.127
0.403,0.947,0.146,3.174,7.935,15.747
0.371,0.953,0.107,5.798,9.766,7.446
0.352,0.970,0.075,7.385,7.751,-1.953
0.337,0.981,0.066,6.409,4.211,-7.751
0.321,0.974,0.078,3.540,2.625,-11.841
0.319,0.964,0.106,1.038,2.563,-13.306
0.331,0.950,0.133,0.061,4.333,-12.085
0.329,0.932,0.152,0.305,6.958,-10.437
0.308,0.917,0.159,2.014,9.766,-10.681
0.284,0.910,0.149,4.761,11.230,-12.512
0.273,0.909,0.129,7.019,10.254,-14.038
0.267,0.916,0.108,7.874,9.094,-13.306
0.265,0.929,0.100,6.714,8.606,-10.376
0.287,0.940,0.095,4.517,9.827,-6.836
0.320,0.949,0.094,2.625,11.414,-3.723
0.345,0.960,0.096,0.916,13.062,-0.610
0.337,0.951,0.088,-1.099,15.625,-0.671
0.342,0.959,0.094,-2.136,17.334,-4.700
0.354,0.962,0.106,-2.991,16.541,-9.888
0.368,0.956,0.113,-3.845,14.587,-14.893
0.376,0.935,0.128,-4.578,12.878,-19.653
0.372,0.901,0.142,-4.456,12.573,-24.048
0.373,0.878,0.153,-2.808,12.451,-26.794
0.351,0.863,0.154,-0.488,13.000,-27.710
0.313,0.850,0.143,1.587,15.076,-29.053
0.287,0.845,0.116,3.967,15.198,-30.823
0.279,0.851,0.093,5.615,12.268,-30.884
0.282,0.859,0.079,5.554,9.521,-30.640
0.293,0.865,0.080,4.272,7.812,-30.701
0.303,0.860,0.087,2.502,7.080,-29.968
0.396,-0.282,-2.156,21.545,-46.692,73.975
0.398,-0.259,-2.261,34.363,-57.556,85.144
0.410,-0.203,-2.314,44.067,-65.918,99.426
0.444,-0.100,-2.362,53.467,-68.909,114.868
0.510,0.036,-2.411,62.439,-68.970,130.615
0.498,0.158,-2.474,65.125,-63.171,143.250
0.434,0.246,-2.526,63.782,-55.786,140.991
0.357,0.303,-2.512,65.430,-63.293,123.657
0.210,0.369,-2.440,68.420,-91.187,97.534
-0.024,0.458,-2.257,65.613,-129.883,63.782
-0.291,0.605,-1.978,54.443,-168.884,29.663
-0.642,0.756,-1.620,35.278,-199.036,4.517
-1.121,0.779,-1.142,5.371,-219.666,-13.611
-1.590,0.680,-0.460,-25.330,-241.394,-36.133
-1.991,0.466,0.451,-41.504,-270.630,-42.480
-2.283,0.385,1.449,-40.588,-298.950,-15.442
-2.227,0.711,2.381,-12.390,-323.486,39.001
-1.860,1.579,3.207,27.954,-350.220,104.614
-1.084,2.375,3.604,56.885,-360.168,152.466
-0.254,2.516,3.589,53.589,-333.984,181.213
0.497,2.265,3.466,36.072,-306.702,186.523
0.941,2.276,3.580,1.770,-288.879,182.312
1.229,2.360,3.630,-42.786,-261.780,179.260
1.676,2.026,3.189,-24.475,-241.577,180.115
2.262,1.397,2.213,-7.019,-210.083,150.513
2.593,0.695,1.618,-21.545,-168.762,94.238
2.609,-0.044,1.320,-36.987,-146.301,35.278
2.367,-0.472,1.094,-39.185,-110.901,-17.212
1.843,-0.479,0.947,-34.058,-60.242,-35.461
1.228,-0.273,0.685,-18.127,-10.498,-20.569
0.714,0.018,0.344,4.517,25.085,10.010
0.403,0.305,0.070,21.118,40.955,39.856
0.270,0.591,-0.078,26.550,39.551,57.434
0.255,0.820,-0.148,25.818,29.175,59.570
0.333,0.962,-0.187,26.428,14.893,48.279
0.391,1.030,-0.221,25.635,1.831,30.212
0.430,1.026,-0.219,20.203,-4.272,6.653
0.484,0.941,-0.139,9.949,-9.033,-16.479
0.466,0.811,-0.015,-2.930,-12.268,-32.532
0.339,0.671,0.088,-11.353,-12.268,-46.753
0.250,0.530,0.116,-10.254,-13.245,-56.885
0.184,0.437,0.105,-7.019,-15.808,-54.932
0.180,0.418,0.118,-7.019,-16.174,-41.016
0.240,0.451,0.138,-8.972,-12.878,-19.958
0.350,0.483,0.115,-8.789,-9.399,-0.732
0.491,0.528,0.091,-10.376,-6.592,14.343
0.576,0.595,0.115,-14.587,-4.395,24.963
0.684,0.654,0.154,-15.076,-2.686,26.306
0.769,0.691,0.193,-12.573,-1.465,20.630
0.806,0.686,0.206,-6.958,-0.366,7.629
0.813,0.644,0.170,2.441,-0.183,-10.193
0.791,0.629,0.154,9.460,-1.526,-25.391
0.731,0.627,0.160,11.353,-1.160,-32.104
0.672,0.620,0.142,12.207,1.526,-33.020
0.631,0.637,0.116,12.390,3.601,-28.259
0.615,0.663,0.121,9.521,4.395,-18.677
0.609,0.685,0.136,5.554,4.944,-9.338
0.633,0.707,0.117,4.761,3.540,-4.028
0.640,0.724,0.075,5.066,2.075,-0.366
0.659,0.741,0.060,3.418,1.953,1.282
0.691,0.740,0.075,1.160,0.305,1.221
0.727,0.739,0.117,0.366,-0.610,1.709
0.736,0.738,0.149,0.305,1.404,2.014
0.733,0.729,0.146,1.953,3.784,0.244
0.716,0.721,0.121,4.822,3.906,-3.479
0.690,0.718,0.096,6.775,2.197,-6.470
0.668,0.712,0.076,7.141,0.793,-8.911
0.667,0.709,0.077,5.981,-0.244,-8.057
0.686,0.710,0.099,3.113,0.305,-5.005
0.716,0.723,0.127,0.732,1.343,-1.282
0.749,0.742,0.157,-0.305,3.235,1.465
0.771,0.756,0.170,-0.977,5.859,1.038
0.751,0.742,0.155,-0.122,8.484,-2.747
0.709,0.711,0.143,1.648,9.338,-9.338
0.654,0.684,0.112,5.371,8.484,-17.944
0.607,0.664,0.077,9.277,5.432,-24.780
0.592,0.649,0.058,12.146,1.343,-26.184
0.601,0.644,0.066,12.146,-0.671,-21.729
0.625,0.634,0.071,9.827,0.061,-13.855
0.671,0.631,0.094,6.287,2.136,-5.249
0.734,0.639,0.138,2.197,4.028,1.892
0.795,0.638,0.176,0.793,5.676,5.798
0.807,0.629,0.189,1.831,7.141,3.235
0.766,0.633,0.167,5.371,7.812,-4.333
0.730,0.642,0.123,10.498,6.226,-13.123
0.696,0.656,0.096,12.878,3.845,-18.982
0.667,0.675,0.094,11.475,4.211,-19.897
0.650,0.690,0.106,8.179,4.944,-17.151
0.645,0.683,0.115,5.066,5.188,-12.024
0.661,0.674,0.132,2.502,5.798,-7.202
0.694,0.666,0.147,0.671,6.470,-3.113
0.727,0.643,0.156,-0.183,8.118,1.282
0.752,0.633,0.167,0.122,9.766,3.662
0.774,0.645,0.184,1.709,12.634,4.639
0.800,0.664,0.191,3.845,15.320,5.066
0.817,0.682,0.193,6.287,17.578,4.333
0.835,0.705,0.192,8.362,19.775,2.136
0.844,0.727,0.193,10.254,22.644,-1.709
0.849,0.742,0.192,11.902,25.574,-5.554
0.855,0.750,0.185,13.855,28.137,-10.437
0.852,0.746,0.174,15.015,31.067,-15.808
0.833,0.715,0.148,16.174,34.180,-20.996
0.806,0.686,0.125,16.785,37.476,-26.062
0.777,0.678,0.127,15.259,39.917,-28.748
0.756,0.689,0.154,13.184,41.931,-28.076
0.746,0.702,0.182,11.963,44.373,-27.039
0.724,0.700,0.186,13.489,46.814,-26.794
0.710,0.707,0.168,15.747,47.668,-26.794
0.685,0.713,0.125,18.311,47.119,-26.611
0.698,0.697,0.084,19.653,44.067,-25.879
0.717,0.682,0.066,18.066,38.940,-25.024
0.727,0.671,0.073,14.099,36.438,-24.841
0.725,0.665,0.087,11.169,36.560,-26.367
0.718,0.650,0.082,9.094,38.086,-28.870
0.706,0.628,0.078,6.958,40.100,-31.006
0.694,0.607,0.085,4.395,41.199,-32.410
0.684,0.589,0.090,2.686,41.565,-31.799
0.691,0.574,0.093,2.380,41.626,-30.090
0.701,0.559,0.092,2.197,41.565,-27.710
-0.150,-0.198,-2.880,231.934,61.523,98.938
-0.261,-0.129,-3.299,275.513,43.457,58.228
-0.431,0.038,-3.569,306.763,7.996,17.700
-0.620,0.282,-3.698,314.636,-38.269,-18.311
-0.836,0.424,-3.674,306.396,-82.214,-50.903
-1.075,0.543,-3.542,276.367,-112.488,-66.040
-1.198,0.685,-3.241,230.652,-144.287,-69.824
-1.346,0.792,-2.901,189.880,-176.208,-76.477
-1.485,0.971,-2.432,123.962,-225.220,-91.614
-1.797,0.958,-1.675,48.462,-258.484,-94.299
-1.628,0.518,-0.606,-55.908,-283.508,-109.070
-1.211,-0.026,1.920,-244.385,-303.955,-119.812
-1.398,-1.083,4.000,-391.663,-329.834,-107.849
-1.704,-0.971,4.000,-289.124,-400.330,-106.445
-0.688,0.660,4.000,71.838,-481.384,-149.719
0.872,1.567,4.000,441.772,-463.989,-180.298
1.560,1.802,4.000,565.308,-417.847,-137.146
1.795,2.121,4.000,382.446,-368.713,26.428
1.589,2.341,3.604,209.106,-260.925,237.427
2.266,2.890,2.812,125.122,-67.993,367.554
3.274,2.798,1.605,140.137,62.439,375.366
3.216,1.901,0.198,207.092,80.261,274.536
2.609,1.253,-0.701,209.473,32.410,54.504
1.633,1.363,-0.589,120.178,-4.333,-168.823
0.360,1.577,-0.197,43.945,-8.057,-290.222
-0.488,1.486,-0.137,16.113,-2.625,-313.110
-0.809,1.107,-0.381,2.136,4.333,-257.935
-0.701,0.743,-0.409,-25.940,13.672,-154.785
-0.489,0.472,-0.218,-62.927,31.189,-56.030
-0.204,0.430,0.096,-102.661,36.682,3.052
-0.018,0.521,0.398,-118.164,19.226,31.067
0.177,0.599,0.562,-106.323,-2.197,36.072
0.447,0.602,0.623,-75.928,-16.785,28.809
0.681,0.599,0.610,-42.908,-25.452,23.132
0.800,0.643,0.548,-17.334,-23.437,20.874
0.802,0.677,0.415,-1.160,-11.658,11.536
0.771,0.748,0.278,3.235,-1.221,-4.700
0.703,0.769,0.151,0.671,3.967,-18.860
0.649,0.779,0.077,-6.653,4.517,-30.884
0.567,0.753,0.032,-18.738,5.920,-39.612
0.536,0.668,0.020,-30.457,9.583,-44.983
0.552,0.532,0.064,-39.307,9.766,-41.504
0.569,0.431,0.167,-46.631,9.888,-30.212
0.627,0.349,0.323,-49.927,12.634,-21.057
0.635,0.271,0.393,-44.739,15.076,-12.634
0.671,0.230,0.429,-32.104,21.423,-7.874
0.660,0.239,0.434,-18.677,25.146,-6.165
0.605,0.294,0.364,-3.479,27.954,-9.705
0.556,0.370,0.243,9.827,29.907,-17.944
0.548,0.464,0.137,19.653,28.198,-21.973
0.534,0.584,0.071,20.752,24.414,-17.578
0.509,0.670,0.052,15.503,20.508,-13.245
0.530,0.699,0.041,9.705,15.625,-11.963
0.577,0.698,0.043,4.333,10.010,-9.705
0.654,0.677,0.072,-2.197,5.432,-7.568
0.729,0.647,0.139,-7.996,5.310,-6.287
0.763,0.639,0.231,-11.841,9.827,-6.592
0.740,0.654,0.284,-12.024,17.578,-11.780
0.707,0.665,0.273,-5.615,23.499,-23.254
0.672,0.676,0.220,5.066,21.912,-34.607
0.594,0.702,0.159,12.451,16.235,-43.335
0.559,0.711,0.101,16.541,10.193,-51.086
0.569,0.706,0.057,17.090,3.845,-54.260
0.599,0.690,0.051,11.719,-0.244,-50.781
0.646,0.663,0.081,3.418,0.610,-43.213
0.709,0.624,0.122,-4.517,4.578,-35.156
0.775,0.582,0.170,-10.986,8.911,-27.527
0.829,0.552,0.236,-15.625,13.245,-21.362
0.864,0.531,0.326,-17.151,17.822,-18.616
0.900,0.519,0.396,-13.245,23.682,-19.775
0.934,0.538,0.408,-5.188,29.846,-22.644
0.941,0.553,0.349,5.737,35.583,-28.137
0.919,0.575,0.244,16.113,39.307,-37.842
0.885,0.607,0.162,19.775,39.673,-47.729
0.848,0.623,0.116,17.090,39.429,-53.711
0.811,0.605,0.109,10.925,39.978,-54.993
0.799,0.596,0.141,2.075,42.969,-49.866
0.833,0.623,0.196,-10.071,48.767,-37.537
0.849,0.630,0.252,-20.874,57.068,-22.156
0.859,0.600,0.274,-25.085,66.650,-11.902
0.866,0.555,0.267,-23.010,73.303,-12.756
0.861,0.536,0.259,-16.724,74.585,-21.912
0.856,0.529,0.229,-9.888,70.801,-33.325
0.841,0.526,0.192,-4.333,66.528,-43.884
0.822,0.543,0.188,-4.272,64.453,-48.889
0.810,0.584,0.217,-10.498,65.979,-46.326
0.821,0.596,0.231,-20.508,72.021,-38.635
0.827,0.536,0.198,-27.771,80.811,-32.593
0.817,0.469,0.131,-27.039,86.914,-34.302
0.803,0.427,0.045,-23.010,87.524,-41.138
0.773,0.425,0.013,-20.508,81.909,-48.462
0.737,0.457,0.009,-21.912,73.608,-52.551
0.741,0.487,0.010,-25.757,65.979,-49.622
0.732,0.555,0.064,-34.851,59.814,-38.025
0.715,0.623,0.114,-46.082,57.678,-19.775
0.711,0.680,0.131,-57.373,59.082,-2.441
0.737,0.677,0.128,-61.890,65.308,10.803
0.798,0.593,0.009,-49.622,71.838,13.367
