Red,Green,Blue
0.435,0.304,0.261
0.435,0.304,0.261
0.458,0.292,0.250
0.458,0.292,0.250
0.423,0.308,0.269
0.444,0.296,0.259
0.448,0.310,0.241
0.452,0.290,0.258
0.441,0.294,0.265
0.444,0.306,0.250
0.450,0.300,0.250
0.442,0.302,0.256
0.447,0.319,0.234
0.442,0.308,0.250
0.448,0.310,0.241
0.446,0.308,0.246
0.444,0.306,0.250
0.443,0.304,0.253
0.438,0.303,0.258
0.437,0.302,0.260
0.431,0.304,0.265
0.434,0.302,0.264
0.434,0.301,0.265
0.438,0.298,0.264
0.437,0.294,0.270
0.436,0.293,0.271
0.432,0.295,0.273
0.430,0.296,0.275
0.430,0.295,0.275
0.427,0.293,0.280
0.429,0.292,0.279
0.423,0.295,0.282
0.428,0.289,0.283
0.415,0.293,0.293
0.406,0.286,0.309
0.393,0.284,0.322
0.383,0.285,0.332
0.376,0.282,0.342
0.362,0.286,0.352
0.354,0.283,0.363
0.346,0.282,0.372
0.344,0.282,0.373
0.340,0.283,0.377
0.339,0.283,0.378
0.332,0.284,0.384
0.329,0.283,0.389
0.324,0.284,0.392
0.320,0.285,0.395
0.318,0.284,0.398
0.317,0.285,0.398
0.318,0.287,0.396
0.319,0.287,0.394
0.321,0.287,0.393
0.320,0.287,0.393
0.318,0.289,0.393
0.319,0.288,0.394
0.317,0.288,0.394
0.317,0.288,0.395
0.319,0.287,0.395
0.321,0.287,0.392
0.325,0.289,0.386
0.333,0.288,0.379
0.341,0.289,0.370
0.346,0.290,0.363
0.349,0.292,0.359
0.353,0.293,0.354
0.357,0.293,0.350
0.359,0.294,0.347
0.359,0.294,0.346
0.361,0.295,0.345
0.361,0.295,0.344
0.363,0.295,0.342
0.363,0.296,0.341
0.364,0.297,0.339
0.365,0.296,0.339
0.366,0.297,0.337
0.366,0.297,0.337
0.366,0.298,0.337
0.367,0.297,0.336
0.367,0.297,0.336
0.365,0.297,0.338
0.361,0.294,0.345
0.357,0.291,0.352
0.354,0.289,0.358
0.349,0.287,0.364
0.339,0.284,0.377
0.336,0.282,0.383
0.335,0.281,0.384
0.334,0.278,0.388
0.338,0.272,0.389
0.340,0.270,0.390
0.347,0.269,0.384
0.366,0.272,0.362
0.378,0.278,0.343
0.389,0.280,0.332
0.391,0.292,0.318
0.396,0.297,0.308
0.399,0.298,0.303
0.400,0.303,0.297
0.401,0.302,0.297
0.401,0.305,0.293
0.400,0.309,0.291
0.402,0.305,0.293
0.401,0.309,0.290
0.398,0.311,0.292
0.394,0.312,0.294
0.400,0.312,0.287
0.401,0.309,0.290
0.398,0.311,0.292
0.398,0.311,0.292
0.396,0.314,0.289
0.399,0.310,0.291
0.397,0.314,0.288
0.403,0.312,0.286
0.406,0.308,0.287
0.409,0.303,0.288
0.413,0.306,0.281
0.405,0.310,0.284
0.398,0.319,0.283
0.402,0.316,0.282
0.402,0.311,0.287
0.400,0.308,0.292
0.400,0.307,0.293
0.400,0.303,0.297
0.403,0.299,0.299
0.400,0.297,0.303
0.410,0.295,0.295
0.414,0.296,0.289
0.422,0.299,0.279
0.430,0.296,0.275
0.434,0.294,0.272
0.439,0.295,0.265
0.444,0.294,0.262
0.451,0.295,0.254
0.449,0.297,0.254
0.452,0.296,0.252
0.459,0.294,0.248
0.457,0.295,0.248
0.464,0.289,0.247
0.467,0.289,0.244
0.475,0.287,0.237
0.479,0.282,0.239
0.483,0.283,0.233
0.480,0.280,0.240
0.487,0.282,0.231
0.485,0.273,0.242
0.500,0.286,0.214
0.522,0.261,0.217
0.526,0.263,0.211
0.500,0.278,0.222
0.533,0.267,0.200
0.500,0.286,0.214
0.500,0.286,0.214
0.462,0.308,0.231
0.462,0.308,0.231
0.429,0.286,0.286
0.375,0.312,0.312
0.368,0.316,0.316
0.350,0.350,0.300
0.381,0.333,0.286
0.409,0.318,0.273
0.391,0.304,0.304
0.391,0.304,0.304
0.400,0.300,0.300
0.381,0.333,0.286
0.375,0.333,0.292
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.385,0.308,0.308
0.385,0.308,0.308
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.375,0.333,0.292
0.360,0.320,0.320
0.360,0.320,0.320
0.375,0.333,0.292
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.370,0.333,0.296
0.370,0.333,0.296
0.370,0.333,0.296
0.370,0.333,0.296
0.370,0.333,0.296
0.370,0.333,0.296
0.393,0.321,0.286
0.393,0.321,0.286
0.357,0.321,0.321
0.357,0.321,0.321
0.379,0.310,0.310
0.357,0.321,0.321
0.379,0.310,0.310
0.379,0.310,0.310
0.357,0.321,0.321
0.357,0.321,0.321
0.357,0.321,0.321
0.357,0.321,0.321
0.345,0.310,0.345
0.367,0.300,0.333
0.367,0.300,0.333
0.355,0.323,0.323
0.375,0.312,0.312
0.364,0.303,0.333
0.353,0.324,0.324
0.353,0.324,0.324
0.361,0.333,0.306
0.353,0.324,0.324
0.360,0.320,0.320
0.364,0.333,0.303
0.361,0.333,0.306
0.359,0.333,0.308
0.359,0.333,0.308
0.375,0.325,0.300
0.375,0.325,0.300
0.359,0.333,0.308
0.333,0.359,0.308
0.308,0.359,0.333
0.308,0.359,0.333
0.316,0.342,0.342
0.297,0.351,0.351
0.306,0.333,0.361
0.306,0.333,0.361
0.289,0.342,0.368
0.308,0.333,0.359
0.300,0.350,0.350
0.302,0.349,0.349
0.295,0.364,0.341
0.298,0.362,0.340
0.320,0.360,0.320
0.340,0.340,0.321
0.368,0.333,0.298
0.350,0.333,0.317
0.351,0.333,0.316
0.345,0.345,0.309
0.352,0.333,0.315
0.358,0.340,0.302
0.354,0.333,0.312
0.350,0.333,0.317
0.349,0.333,0.317
0.349,0.333,0.317
0.345,0.327,0.327
0.342,0.342,0.316
0.359,0.333,0.308
0.353,0.333,0.314
0.339,0.339,0.321
0.322,0.339,0.339
0.317,0.333,0.350
0.300,0.333,0.367
0.298,0.316,0.386
0.283,0.321,0.396
0.280,0.300,0.420
0.286,0.306,0.408
0.267,0.311,0.422
0.258,0.323,0.419
0.242,0.303,0.455
0.259,0.296,0.444
0.286,0.286,0.429
0.294,0.294,0.412
0.333,0.267,0.400
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.286,0.357
0.357,0.286,0.357
0.357,0.286,0.357
0.357,0.286,0.357
0.333,0.333,0.333
0.333,0.333,0.333
0.312,0.312,0.375
0.333,0.278,0.389
0.294,0.294,0.412
0.353,0.294,0.353
0.333,0.278,0.389
0.333,0.278,0.389
0.300,0.250,0.450
0.273,0.273,0.455
0.273,0.273,0.455
0.263,0.263,0.474
0.278,0.278,0.444
0.294,0.294,0.412
0.357,0.286,0.357
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.385,0.308,0.308
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.429,0.286,0.286
0.429,0.286,0.286
0.467,0.267,0.267
0.437,0.312,0.250
0.444,0.278,0.278
0.444,0.278,0.278
0.421,0.316,0.263
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.421,0.263,0.316
0.412,0.294,0.294
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.385,0.308,0.308
0.333,0.333,0.333
0.294,0.353,0.353
0.294,0.353,0.353
0.316,0.316,0.368
0.333,0.333,0.333
0.364,0.318,0.318
0.333,0.333,0.333
0.360,0.320,0.320
0.357,0.321,0.321
0.357,0.321,0.321
0.379,0.310,0.310
0.355,0.323,0.323
0.364,0.303,0.333
0.371,0.314,0.314
0.361,0.306,0.333
0.378,0.297,0.324
0.378,0.297,0.324
0.368,0.316,0.316
0.368,0.316,0.316
0.359,0.308,0.333
0.359,0.308,0.333
0.359,0.308,0.333
0.359,0.308,0.333
0.350,0.325,0.325
0.357,0.310,0.333
0.357,0.310,0.333
0.364,0.318,0.318
0.356,0.311,0.333
0.370,0.304,0.326
0.367,0.306,0.327
0.365,0.308,0.327
0.370,0.296,0.333
0.368,0.298,0.333
0.377,0.295,0.328
0.375,0.297,0.328
0.386,0.300,0.314
0.389,0.292,0.319
0.385,0.295,0.321
0.395,0.284,0.321
0.398,0.289,0.313
0.402,0.280,0.317
0.407,0.284,0.309
0.407,0.284,0.309
0.405,0.286,0.310
0.412,0.282,0.306
0.412,0.282,0.306
0.415,0.280,0.305
0.415,0.280,0.305
0.415,0.280,0.305
0.415,0.280,0.305
0.415,0.280,0.305
0.418,0.278,0.304
0.427,0.280,0.293
0.425,0.274,0.301
0.423,0.282,0.296
0.423,0.282,0.296
0.423,0.282,0.296
0.435,0.275,0.290
0.431,0.277,0.292
0.435,0.274,0.290
0.429,0.270,0.302
0.435,0.274,0.290
0.441,0.271,0.288
0.431,0.276,0.293
0.441,0.271,0.288
0.435,0.274,0.290
0.431,0.277,0.292
0.426,0.279,0.294
0.426,0.279,0.294
0.435,0.275,0.290
0.431,0.278,0.292
0.427,0.280,0.293
0.423,0.282,0.295
0.430,0.278,0.291
0.427,0.280,0.293
0.429,0.274,0.298
0.429,0.274,0.298
0.430,0.279,0.291
0.425,0.276,0.299
0.425,0.276,0.299
0.425,0.276,0.299
0.424,0.282,0.294
0.424,0.282,0.294
0.430,0.279,0.291
0.425,0.276,0.299
0.425,0.276,0.299
0.432,0.273,0.295
0.427,0.281,0.292
0.424,0.283,0.293
0.430,0.280,0.290
0.426,0.277,0.298
0.426,0.277,0.298
0.427,0.281,0.292
0.427,0.281,0.292
0.433,0.278,0.289
0.433,0.278,0.289
0.433,0.278,0.289
0.433,0.278,0.289
0.429,0.286,0.286
0.429,0.286,0.286
0.434,0.283,0.283
0.426,0.287,0.287
0.431,0.284,0.284
0.426,0.287,0.287
0.426,0.287,0.287
0.426,0.287,0.287
0.426,0.287,0.287
0.426,0.287,0.287
0.424,0.283,0.293
0.429,0.286,0.286
0.423,0.289,0.289
0.432,0.284,0.284
0.423,0.289,0.289
0.427,0.281,0.292
0.427,0.281,0.292
0.423,0.289,0.289
0.427,0.281,0.292
0.427,0.281,0.292
0.424,0.283,0.293
0.429,0.286,0.286
0.427,0.282,0.291
0.431,0.284,0.284
0.432,0.288,0.280
0.425,0.291,0.284
0.429,0.286,0.286
0.426,0.290,0.284
0.417,0.294,0.288
0.417,0.292,0.292
0.418,0.294,0.288
0.416,0.295,0.289
0.414,0.293,0.293
0.408,0.299,0.293
0.406,0.297,0.297
0.402,0.299,0.299
0.402,0.302,0.296
0.404,0.301,0.295
0.407,0.302,0.290
0.396,0.308,0.296
0.395,0.306,0.299
0.386,0.307,0.307
0.386,0.303,0.310
0.390,0.301,0.309
0.395,0.302,0.302
0.392,0.304,0.304
0.395,0.303,0.303
0.395,0.307,0.298
0.394,0.303,0.303
0.388,0.311,0.301
0.388,0.306,0.306
0.380,0.315,0.304
0.384,0.314,0.302
0.380,0.316,0.304
0.384,0.315,0.301
0.388,0.313,0.299
0.381,0.317,0.302
0.373,0.322,0.305
0.389,0.315,0.296
0.380,0.320,0.300
0.383,0.319,0.298
0.378,0.333,0.289
0.372,0.326,0.302
0.366,0.341,0.293
0.359,0.333,0.308
0.361,0.333,0.306
0.343,0.343,0.314
0.344,0.344,0.312
0.323,0.355,0.323
0.321,0.357,0.321
0.320,0.360,0.320
0.318,0.364,0.318
0.300,0.350,0.350
0.316,0.368,0.316
0.294,0.353,0.353
0.312,0.375,0.312
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.462,0.308,0.231
0.500,0.286,0.214
0.467,0.333,0.200
0.467,0.333,0.200
0.467,0.333,0.200
0.437,0.312,0.250
0.500,0.286,0.214
0.462,0.308,0.231
0.462,0.308,0.231
0.462,0.308,0.231
0.500,0.250,0.250
0.455,0.273,0.273
0.462,0.308,0.231
0.462,0.308,0.231
0.417,0.333,0.250
0.417,0.333,0.250
0.500,0.250,0.250
0.474,0.263,0.263
0.440,0.280,0.280
0.448,0.276,0.276
0.441,0.294,0.265
0.436,0.282,0.282
0.439,0.293,0.268
0.429,0.286,0.286
0.450,0.275,0.275
0.450,0.275,0.275
0.436,0.282,0.282
0.436,0.282,0.282
0.442,0.279,0.279
0.447,0.277,0.277
0.440,0.280,0.280
0.436,0.273,0.291
0.431,0.276,0.293
0.441,0.271,0.288
0.435,0.274,0.290
0.431,0.277,0.292
0.439,0.273,0.288
0.435,0.275,0.290
0.431,0.278,0.292
0.431,0.278,0.292
0.438,0.274,0.288
0.438,0.274,0.288
0.427,0.280,0.293
0.432,0.270,0.297
0.431,0.278,0.292
0.431,0.278,0.292
0.431,0.278,0.292
0.431,0.278,0.292
0.435,0.275,0.290
0.435,0.275,0.290
0.426,0.279,0.294
0.426,0.279,0.294
0.426,0.279,0.294
0.426,0.279,0.294
0.433,0.269,0.299
0.431,0.277,0.292
0.431,0.277,0.292
0.435,0.274,0.290
0.444,0.270,0.286
0.437,0.266,0.297
0.444,0.270,0.286
0.444,0.270,0.286
0.437,0.281,0.281
0.431,0.277,0.292
0.431,0.277,0.292
0.431,0.277,0.292
0.444,0.270,0.286
0.444,0.270,0.286
0.435,0.274,0.290
0.435,0.274,0.290
0.450,0.267,0.283
0.446,0.268,0.286
0.453,0.264,0.283
0.442,0.269,0.288
0.451,0.275,0.275
0.449,0.265,0.286
0.447,0.277,0.277
0.435,0.283,0.283
0.442,0.279,0.279
0.450,0.275,0.275
0.450,0.275,0.275
0.450,0.275,0.275
0.436,0.282,0.282
0.444,0.278,0.278
0.455,0.273,0.273
0.452,0.290,0.258
0.464,0.286,0.250
0.462,0.269,0.269
0.478,0.261,0.261
0.476,0.286,0.238
0.500,0.278,0.222
0.500,0.250,0.250
0.500,0.286,0.214
0.500,0.250,0.250
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.500,0.250,0.250
0.462,0.308,0.231
0.467,0.267,0.267
0.467,0.267,0.267
0.437,0.312,0.250
0.444,0.278,0.278
0.444,0.278,0.278
0.421,0.316,0.263
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.455,0.273,0.273
0.455,0.273,0.273
0.435,0.304,0.261
0.435,0.304,0.261
0.435,0.304,0.261
0.435,0.304,0.261
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.429,0.286,0.286
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.437,0.312,0.250
0.467,0.267,0.267
0.467,0.267,0.267
0.462,0.308,0.231
0.462,0.308,0.231
0.500,0.250,0.250
0.455,0.273,0.273
0.417,0.333,0.250
0.417,0.333,0.250
0.462,0.308,0.231
0.462,0.308,0.231
0.462,0.308,0.231
0.417,0.333,0.250
0.250,0.333,0.417
0.231,0.308,0.462
0.214,0.357,0.429
0.200,0.333,0.467
0.235,0.353,0.412
0.250,0.350,0.400
0.250,0.350,0.400
0.273,0.318,0.409
0.261,0.348,0.391
0.269,0.346,0.385
0.276,0.345,0.379
0.258,0.355,0.387
0.273,0.333,0.394
0.289,0.342,0.368
0.289,0.342,0.368
0.300,0.325,0.375
0.282,0.333,0.385
0.263,0.342,0.395
0.273,0.333,0.394
0.267,0.333,0.400
0.276,0.345,0.379
0.303,0.333,0.364
0.303,0.333,0.364
0.310,0.345,0.345
0.320,0.320,0.360
0.318,0.318,0.364
0.278,0.333,0.389
0.294,0.353,0.353
0.267,0.333,0.400
0.294,0.353,0.353
0.294,0.353,0.353
0.278,0.333,0.389
0.235,0.353,0.412
0.235,0.353,0.412
0.250,0.312,0.437
0.267,0.333,0.400
0.267,0.333,0.400
0.250,0.333,0.417
0.250,0.333,0.417
0.300,0.300,0.400
0.333,0.333,0.333
0.333,0.333,0.333
0.273,0.364,0.364
0.273,0.364,0.364
0.333,0.333,0.333
0.286,0.357,0.357
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.200,0.400,0.400
0.273,0.364,0.364
0.231,0.385,0.385
0.231,0.385,0.385
0.214,0.357,0.429
0.267,0.333,0.400
0.250,0.312,0.437
0.235,0.353,0.412
0.250,0.312,0.437
0.222,0.333,0.444
0.222,0.333,0.444
0.222,0.333,0.444
0.263,0.316,0.421
0.263,0.316,0.421
0.250,0.300,0.450
0.250,0.300,0.450
0.227,0.318,0.455
0.227,0.318,0.455
0.250,0.333,0.417
0.240,0.320,0.440
0.231,0.346,0.423
0.231,0.346,0.423
0.222,0.370,0.407
0.214,0.357,0.429
0.214,0.357,0.429
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.233,0.367,0.400
0.233,0.367,0.400
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.233,0.367,0.400
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.258,0.355,0.387
0.258,0.355,0.387
0.258,0.355,0.387
0.281,0.344,0.375
0.281,0.344,0.375
0.294,0.353,0.353
0.294,0.353,0.353
0.303,0.364,0.333
0.303,0.364,0.333
0.303,0.364,0.333
0.303,0.364,0.333
0.303,0.364,0.333
0.303,0.364,0.333
0.303,0.364,0.333
0.300,0.367,0.333
0.300,0.367,0.333
0.321,0.357,0.321
0.296,0.370,0.333
0.296,0.370,0.333
0.296,0.370,0.333
0.296,0.370,0.333
0.321,0.357,0.321
0.300,0.367,0.333
0.300,0.367,0.333
0.303,0.364,0.333
0.286,0.371,0.343
0.306,0.361,0.333
0.297,0.378,0.324
0.289,0.368,0.342
0.300,0.375,0.325
0.300,0.375,0.325
0.317,0.366,0.317
0.317,0.366,0.317
0.300,0.375,0.325
0.289,0.368,0.342
0.297,0.351,0.351
0.281,0.344,0.375
0.241,0.345,0.414
0.250,0.333,0.417
0.250,0.300,0.450
0.250,0.312,0.437
0.231,0.385,0.385
0.273,0.364,0.364
0.462,0.308,0.231
0.462,0.308,0.231
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.437,0.312,0.250
0.437,0.312,0.250
0.471,0.294,0.235
0.471,0.294,0.235
0.471,0.294,0.235
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.450,0.300,0.250
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.450,0.300,0.250
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.478,0.261,0.261
0.478,0.261,0.261
0.478,0.261,0.261
0.478,0.261,0.261
0.478,0.261,0.261
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.480,0.280,0.240
0.458,0.292,0.250
0.458,0.292,0.250
0.478,0.261,0.261
0.478,0.261,0.261
0.478,0.261,0.261
0.500,0.273,0.227
0.476,0.286,0.238
0.476,0.286,0.238
0.500,0.250,0.250
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.278,0.222
0.471,0.294,0.235
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.286,0.214
0.500,0.286,0.214
0.500,0.286,0.214
0.500,0.250,0.250
0.545,0.273,0.182
0.545,0.273,0.182
0.500,0.286,0.214
0.533,0.267,0.200
0.500,0.278,0.222
0.500,0.273,0.227
0.522,0.261,0.217
0.500,0.269,0.231
0.500,0.267,0.233
0.485,0.273,0.242
0.472,0.278,0.250
0.474,0.289,0.237
0.476,0.286,0.238
0.467,0.289,0.244
0.467,0.289,0.244
0.458,0.292,0.250
0.458,0.292,0.250
0.451,0.294,0.255
0.460,0.280,0.260
0.451,0.294,0.255
0.451,0.294,0.255
0.451,0.294,0.255
0.451,0.294,0.255
0.451,0.294,0.255
0.451,0.294,0.255
0.451,0.294,0.255
0.440,0.300,0.260
0.440,0.300,0.260
0.440,0.300,0.260
0.440,0.300,0.260
0.440,0.300,0.260
0.440,0.300,0.260
0.440,0.300,0.260
0.431,0.294,0.275
0.440,0.300,0.260
0.429,0.306,0.265
0.429,0.306,0.265
0.429,0.306,0.265
0.417,0.312,0.271
0.417,0.312,0.271
0.417,0.312,0.271
0.417,0.312,0.271
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.396,0.312,0.292
0.396,0.312,0.292
0.396,0.312,0.292
0.396,0.312,0.292
0.400,0.311,0.289
0.400,0.311,0.289
0.390,0.317,0.293
0.395,0.316,0.289
0.400,0.314,0.286
0.387,0.323,0.290
0.393,0.321,0.286
0.370,0.333,0.296
0.375,0.333,0.292
0.381,0.333,0.286
0.400,0.300,0.300
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.389,0.333,0.278
0.389,0.333,0.278
0.375,0.312,0.312
0.400,0.333,0.267
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.357,0.286
0.400,0.333,0.267
0.375,0.312,0.312
0.389,0.333,0.278
0.421,0.316,0.263
0.409,0.318,0.273
0.400,0.320,0.280
0.400,0.300,0.300
0.387,0.323,0.290
0.387,0.323,0.290
0.387,0.323,0.290
0.387,0.323,0.290
0.387,0.323,0.290
0.387,0.323,0.290
0.387,0.323,0.290
0.400,0.300,0.300
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.393,0.321,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.400,0.320,0.280
0.391,0.304,0.304
0.391,0.304,0.304
0.391,0.304,0.304
0.409,0.318,0.273
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.400,0.300,0.300
0.400,0.300,0.300
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.412,0.294,0.294
0.375,0.312,0.312
0.375,0.312,0.312
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.429,0.286,0.286
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.214,0.357,0.429
0.200,0.400,0.400
0.235,0.353,0.412
0.235,0.353,0.412
0.211,0.368,0.421
0.250,0.350,0.400
0.227,0.364,0.409
0.227,0.364,0.409
0.250,0.333,0.417
0.240,0.360,0.400
0.231,0.346,0.423
0.250,0.357,0.393
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.250,0.321,0.429
0.250,0.321,0.429
0.214,0.357,0.429
0.222,0.333,0.444
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.241,0.345,0.414
0.241,0.345,0.414
0.241,0.345,0.414
0.250,0.357,0.393
0.250,0.357,0.393
0.250,0.357,0.393
0.259,0.370,0.370
0.269,0.346,0.385
0.269,0.346,0.385
0.240,0.360,0.400
0.250,0.375,0.375
0.250,0.375,0.375
0.261,0.348,0.391
0.261,0.348,0.391
0.261,0.348,0.391
0.238,0.333,0.429
0.250,0.350,0.400
0.250,0.350,0.400
0.222,0.333,0.444
0.235,0.353,0.412
0.235,0.353,0.412
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.214,0.357,0.429
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.250,0.333,0.417
0.250,0.333,0.417
0.214,0.357,0.429
0.214,0.357,0.429
0.231,0.308,0.462
0.167,0.333,0.500
0.167,0.333,0.500
0.231,0.308,0.462
0.231,0.308,0.462
0.231,0.308,0.462
0.214,0.357,0.429
0.214,0.357,0.429
0.231,0.308,0.462
0.167,0.333,0.500
0.200,0.300,0.500
0.200,0.300,0.500
0.182,0.273,0.545
0.167,0.333,0.500
0.182,0.273,0.545
0.182,0.273,0.545
0.200,0.300,0.500
