Red,Green,Blue
0.222,0.222,0.556
0.214,0.214,0.571
0.167,0.278,0.556
0.227,0.318,0.455
0.280,0.320,0.400
0.259,0.333,0.407
0.265,0.294,0.441
0.276,0.310,0.414
0.289,0.316,0.395
0.293,0.317,0.390
0.304,0.326,0.370
0.321,0.340,0.340
0.333,0.333,0.333
0.343,0.329,0.329
0.347,0.333,0.319
0.359,0.328,0.312
0.355,0.323,0.323
0.347,0.320,0.333
0.347,0.319,0.333
0.351,0.311,0.338
0.355,0.306,0.339
0.346,0.327,0.327
0.357,0.310,0.333
0.353,0.294,0.353
0.364,0.273,0.364
0.367,0.267,0.367
0.357,0.286,0.357
0.348,0.304,0.348
0.381,0.286,0.333
0.389,0.278,0.333
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.368,0.316,0.316
0.353,0.353,0.294
0.353,0.353,0.294
0.375,0.312,0.312
0.375,0.312,0.312
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.375,0.312,0.312
0.375,0.312,0.312
0.353,0.353,0.294
0.353,0.353,0.294
0.368,0.316,0.316
0.350,0.350,0.300
0.364,0.318,0.318
0.375,0.333,0.292
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.360,0.320,0.320
0.370,0.333,0.296
0.370,0.333,0.296
0.370,0.333,0.296
0.379,0.310,0.310
0.387,0.323,0.290
0.375,0.312,0.312
0.382,0.324,0.294
0.400,0.314,0.286
0.378,0.324,0.297
0.395,0.316,0.289
0.410,0.308,0.282
0.405,0.310,0.286
0.419,0.302,0.279
0.400,0.311,0.289
0.413,0.304,0.283
0.413,0.304,0.283
0.408,0.306,0.286
0.420,0.300,0.280
0.420,0.300,0.280
0.420,0.300,0.280
0.420,0.300,0.280
0.429,0.306,0.265
0.426,0.298,0.277
0.426,0.298,0.277
0.435,0.304,0.261
0.435,0.304,0.261
0.435,0.304,0.261
0.437,0.292,0.271
0.437,0.292,0.271
0.440,0.300,0.260
0.440,0.300,0.260
0.431,0.294,0.275
0.442,0.288,0.269
0.434,0.302,0.264
0.434,0.302,0.264
0.426,0.296,0.278
0.436,0.291,0.273
0.429,0.304,0.268
0.421,0.298,0.281
0.421,0.298,0.281
0.421,0.298,0.281
0.421,0.298,0.281
0.429,0.304,0.268
0.429,0.304,0.268
0.429,0.304,0.268
0.418,0.309,0.273
0.426,0.296,0.278
0.426,0.296,0.278
0.426,0.296,0.278
0.426,0.296,0.278
0.429,0.304,0.268
0.429,0.304,0.268
0.429,0.304,0.268
0.431,0.293,0.276
0.424,0.305,0.271
0.426,0.295,0.279
0.429,0.302,0.270
0.431,0.292,0.277
0.433,0.299,0.269
0.426,0.294,0.279
0.429,0.300,0.271
0.437,0.296,0.268
0.425,0.301,0.274
0.432,0.297,0.270
0.427,0.293,0.280
0.429,0.299,0.273
0.429,0.299,0.273
0.425,0.300,0.275
0.425,0.300,0.275
0.425,0.300,0.275
0.420,0.296,0.284
0.422,0.301,0.277
0.422,0.301,0.277
0.417,0.298,0.286
0.412,0.306,0.282
0.419,0.302,0.279
0.419,0.302,0.279
0.414,0.299,0.287
0.409,0.307,0.284
0.409,0.307,0.284
0.409,0.307,0.284
0.409,0.307,0.284
0.409,0.307,0.284
0.409,0.307,0.284
0.414,0.299,0.287
0.414,0.299,0.287
0.412,0.306,0.282
0.412,0.306,0.282
0.407,0.302,0.291
0.414,0.299,0.287
0.414,0.299,0.287
0.409,0.307,0.284
0.411,0.300,0.289
0.411,0.300,0.289
0.409,0.301,0.290
0.406,0.302,0.292
0.406,0.307,0.287
0.406,0.302,0.292
0.405,0.306,0.288
0.403,0.303,0.294
0.400,0.304,0.296
0.403,0.302,0.295
0.397,0.301,0.301
0.392,0.308,0.301
0.393,0.300,0.307
0.391,0.301,0.308
0.389,0.302,0.309
0.391,0.302,0.308
0.383,0.303,0.314
0.383,0.301,0.317
0.383,0.298,0.319
0.377,0.302,0.322
0.380,0.298,0.322
0.373,0.300,0.327
0.375,0.295,0.330
0.373,0.292,0.335
0.368,0.293,0.339
0.363,0.290,0.347
0.361,0.287,0.352
0.359,0.286,0.355
0.360,0.285,0.356
0.358,0.285,0.358
0.358,0.284,0.358
0.358,0.280,0.362
0.360,0.277,0.363
0.355,0.280,0.365
0.356,0.278,0.366
0.354,0.279,0.367
0.353,0.278,0.369
0.350,0.280,0.370
0.348,0.278,0.373
0.347,0.279,0.374
0.347,0.278,0.374
0.348,0.279,0.372
0.345,0.279,0.376
0.345,0.278,0.377
0.343,0.277,0.380
0.340,0.279,0.381
0.338,0.282,0.380
0.342,0.285,0.373
0.345,0.288,0.366
0.354,0.286,0.360
0.362,0.288,0.350
0.370,0.290,0.340
0.380,0.288,0.332
0.386,0.287,0.327
0.391,0.287,0.322
0.396,0.284,0.320
0.398,0.284,0.319
0.399,0.284,0.317
0.401,0.283,0.316
0.405,0.282,0.314
0.405,0.281,0.314
0.406,0.281,0.313
0.407,0.280,0.313
0.408,0.280,0.312
0.408,0.279,0.313
0.408,0.278,0.314
0.408,0.279,0.313
0.407,0.279,0.314
0.408,0.279,0.313
0.408,0.279,0.313
0.409,0.279,0.312
0.407,0.279,0.314
0.406,0.278,0.317
0.407,0.278,0.315
0.408,0.278,0.314
0.410,0.278,0.312
0.412,0.276,0.312
0.416,0.275,0.309
0.420,0.275,0.304
0.424,0.276,0.300
0.427,0.278,0.295
0.430,0.276,0.294
0.435,0.275,0.290
0.440,0.275,0.286
0.444,0.269,0.287
0.441,0.271,0.288
0.446,0.271,0.283
0.447,0.273,0.280
0.448,0.273,0.279
0.453,0.270,0.277
0.449,0.272,0.279
0.451,0.271,0.278
0.454,0.270,0.277
0.457,0.268,0.275
0.455,0.269,0.276
0.453,0.273,0.273
0.456,0.272,0.272
0.458,0.275,0.267
0.457,0.276,0.267
0.460,0.274,0.265
0.459,0.275,0.266
0.466,0.272,0.262
0.464,0.278,0.258
0.468,0.277,0.255
0.473,0.280,0.247
0.469,0.281,0.250
0.465,0.277,0.257
0.466,0.272,0.262
0.462,0.274,0.264
0.467,0.271,0.262
0.464,0.273,0.264
0.460,0.274,0.265
0.458,0.271,0.271
0.455,0.276,0.268
0.453,0.273,0.273
0.457,0.271,0.271
0.453,0.273,0.273
0.457,0.271,0.271
0.456,0.272,0.272
0.456,0.272,0.272
0.456,0.272,0.272
0.449,0.276,0.276
0.455,0.273,0.273
0.455,0.269,0.276
0.457,0.268,0.275
0.454,0.270,0.277
0.451,0.275,0.275
0.452,0.274,0.274
0.454,0.270,0.276
0.447,0.273,0.280
0.447,0.271,0.282
0.444,0.270,0.287
0.441,0.271,0.287
0.440,0.270,0.290
0.439,0.269,0.292
0.437,0.266,0.297
0.427,0.269,0.304
0.422,0.270,0.309
0.414,0.270,0.316
0.411,0.269,0.320
0.402,0.271,0.327
0.398,0.272,0.330
0.394,0.271,0.335
0.389,0.273,0.338
0.387,0.273,0.340
0.380,0.274,0.346
0.376,0.275,0.349
0.370,0.277,0.352
0.366,0.277,0.358
0.362,0.278,0.360
0.357,0.277,0.365
0.351,0.279,0.369
0.347,0.281,0.373
0.341,0.282,0.377
0.336,0.282,0.382
0.328,0.283,0.389
0.320,0.282,0.398
0.316,0.280,0.405
0.314,0.278,0.409
0.315,0.274,0.410
0.321,0.271,0.408
0.325,0.271,0.404
0.332,0.270,0.398
0.339,0.267,0.394
0.340,0.267,0.393
0.344,0.266,0.389
0.347,0.265,0.388
0.349,0.265,0.386
0.349,0.267,0.384
0.349,0.267,0.384
0.351,0.267,0.382
0.350,0.267,0.383
0.350,0.268,0.382
0.348,0.269,0.383
0.348,0.269,0.383
0.346,0.271,0.382
0.346,0.272,0.383
0.344,0.272,0.384
0.344,0.273,0.384
0.344,0.273,0.383
0.344,0.274,0.382
0.344,0.275,0.382
0.344,0.275,0.381
0.344,0.276,0.380
0.344,0.276,0.380
0.344,0.275,0.381
0.345,0.276,0.379
0.346,0.275,0.379
0.345,0.276,0.379
0.345,0.276,0.379
0.346,0.277,0.378
0.346,0.277,0.377
0.345,0.278,0.377
0.345,0.278,0.377
0.344,0.279,0.378
0.343,0.279,0.378
0.341,0.280,0.379
0.339,0.281,0.380
0.337,0.283,0.380
0.337,0.282,0.380
0.336,0.283,0.381
0.334,0.284,0.382
0.335,0.284,0.381
0.334,0.285,0.381
0.333,0.285,0.383
0.331,0.287,0.382
0.331,0.285,0.384
0.331,0.286,0.383
0.330,0.287,0.384
0.331,0.287,0.383
0.331,0.286,0.383
0.330,0.287,0.383
0.329,0.288,0.383
0.327,0.287,0.385
0.326,0.287,0.388
0.324,0.288,0.388
0.321,0.290,0.389
0.321,0.289,0.390
0.319,0.291,0.390
0.317,0.292,0.391
0.316,0.294,0.390
0.317,0.293,0.390
0.317,0.294,0.389
0.317,0.294,0.389
0.316,0.294,0.390
0.316,0.293,0.391
0.316,0.294,0.390
0.316,0.293,0.391
0.316,0.294,0.390
0.318,0.291,0.390
0.318,0.292,0.391
0.316,0.293,0.391
0.318,0.293,0.389
0.316,0.294,0.390
0.314,0.295,0.391
0.312,0.298,0.391
0.311,0.297,0.392
0.310,0.296,0.394
0.314,0.299,0.387
0.313,0.302,0.385
0.321,0.298,0.381
0.325,0.299,0.377
0.336,0.299,0.365
0.345,0.303,0.353
0.350,0.310,0.340
0.360,0.314,0.326
0.380,0.310,0.310
0.365,0.317,0.317
0.368,0.316,0.316
0.389,0.315,0.296
0.400,0.320,0.280
0.404,0.319,0.277
0.422,0.311,0.267
0.419,0.326,0.256
0.415,0.317,0.268
0.421,0.316,0.263
0.417,0.333,0.250
0.429,0.314,0.257
0.437,0.312,0.250
0.437,0.312,0.250
0.433,0.333,0.233
0.448,0.310,0.241
0.462,0.308,0.231
0.462,0.308,0.231
0.458,0.292,0.250
0.455,0.318,0.227
0.455,0.318,0.227
0.455,0.318,0.227
0.462,0.308,0.231
0.429,0.321,0.250
0.429,0.321,0.250
0.458,0.292,0.250
0.478,0.304,0.217
0.462,0.308,0.231
0.444,0.296,0.259
0.462,0.308,0.231
0.478,0.304,0.217
0.476,0.286,0.238
0.458,0.292,0.250
0.476,0.286,0.238
0.476,0.286,0.238
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.458,0.292,0.250
0.435,0.304,0.261
0.435,0.304,0.261
0.435,0.304,0.261
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.391,0.304,0.304
0.391,0.304,0.304
0.391,0.304,0.304
0.391,0.304,0.304
0.391,0.304,0.304
0.391,0.304,0.304
0.444,0.278,0.278
0.391,0.304,0.304
0.391,0.304,0.304
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.368,0.316,0.316
0.350,0.350,0.300
0.368,0.316,0.316
0.350,0.350,0.300
0.350,0.350,0.300
0.350,0.350,0.300
0.381,0.333,0.286
0.364,0.318,0.318
0.348,0.348,0.304
0.375,0.333,0.292
0.400,0.320,0.280
0.400,0.320,0.280
0.400,0.320,0.280
0.385,0.308,0.308
0.381,0.333,0.286
0.357,0.321,0.321
0.379,0.310,0.310
0.393,0.321,0.286
0.393,0.321,0.286
0.370,0.333,0.296
0.400,0.320,0.280
0.400,0.320,0.280
0.400,0.320,0.280
0.400,0.320,0.280
0.375,0.333,0.292
0.391,0.304,0.304
0.409,0.318,0.273
0.409,0.318,0.273
0.409,0.318,0.273
0.381,0.333,0.286
0.412,0.294,0.294
0.385,0.308,0.308
0.429,0.286,0.286
0.400,0.333,0.267
0.412,0.294,0.294
0.400,0.300,0.300
0.381,0.333,0.286
0.391,0.304,0.304
0.375,0.333,0.292
0.375,0.333,0.292
0.360,0.320,0.320
0.360,0.320,0.320
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.370,0.333,0.296
0.370,0.333,0.296
0.357,0.321,0.321
0.357,0.321,0.321
0.357,0.321,0.321
0.379,0.310,0.310
0.379,0.310,0.310
0.367,0.333,0.300
0.367,0.333,0.300
0.367,0.333,0.300
0.367,0.333,0.300
0.355,0.323,0.323
0.375,0.312,0.312
0.364,0.333,0.303
0.364,0.333,0.303
0.382,0.324,0.294
0.371,0.314,0.314
0.371,0.314,0.314
0.361,0.333,0.306
0.361,0.333,0.306
0.351,0.324,0.324
0.351,0.324,0.324
0.333,0.333,0.333
0.364,0.303,0.333
0.378,0.297,0.324
0.371,0.314,0.314
0.361,0.333,0.306
0.371,0.343,0.286
0.382,0.324,0.294
0.371,0.343,0.286
0.343,0.343,0.314
0.324,0.353,0.324
0.324,0.353,0.324
0.303,0.364,0.333
0.312,0.344,0.344
0.312,0.344,0.344
0.323,0.323,0.355
0.300,0.333,0.367
0.276,0.345,0.379
0.286,0.357,0.357
0.296,0.333,0.370
0.269,0.346,0.385
0.292,0.333,0.375
0.304,0.304,0.391
0.318,0.318,0.364
0.300,0.350,0.350
0.316,0.368,0.316
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.353,0.294,0.353
0.353,0.294,0.353
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.316,0.368,0.316
0.318,0.318,0.364
0.304,0.304,0.391
0.280,0.320,0.400
0.269,0.308,0.423
0.286,0.321,0.393
0.276,0.310,0.414
0.267,0.333,0.400
0.250,0.344,0.406
0.273,0.333,0.394
0.265,0.353,0.382
0.265,0.353,0.382
0.273,0.333,0.394
0.250,0.344,0.406
0.258,0.323,0.419
0.258,0.323,0.419
0.258,0.323,0.419
0.250,0.344,0.406
0.250,0.344,0.406
0.273,0.333,0.394
0.250,0.344,0.406
0.258,0.323,0.419
0.267,0.333,0.400
0.280,0.320,0.400
0.304,0.304,0.391
0.318,0.318,0.364
0.318,0.318,0.364
0.286,0.333,0.381
0.273,0.318,0.409
0.280,0.320,0.400
0.269,0.308,0.423
0.259,0.333,0.407
0.250,0.321,0.429
0.250,0.321,0.429
0.250,0.321,0.429
0.250,0.321,0.429
0.250,0.321,0.429
0.269,0.308,0.423
0.280,0.320,0.400
0.258,0.323,0.419
0.270,0.324,0.405
0.263,0.316,0.421
0.275,0.325,0.400
0.286,0.310,0.405
0.295,0.295,0.409
0.289,0.311,0.400
0.295,0.295,0.409
0.289,0.316,0.395
0.314,0.314,0.371
0.324,0.324,0.351
0.321,0.321,0.357
0.328,0.328,0.344
0.339,0.322,0.339
0.354,0.312,0.333
0.349,0.302,0.349
0.346,0.308,0.346
0.340,0.302,0.358
0.327,0.308,0.365
0.320,0.300,0.380
0.327,0.306,0.367
0.327,0.306,0.367
0.312,0.312,0.375
0.326,0.304,0.370
0.333,0.289,0.378
0.326,0.302,0.372
0.326,0.302,0.372
0.341,0.295,0.364
0.341,0.295,0.364
0.341,0.295,0.364
0.341,0.293,0.366
0.350,0.275,0.375
0.342,0.263,0.395
0.333,0.250,0.417
0.353,0.235,0.412
0.353,0.235,0.412
0.353,0.235,0.412
0.353,0.235,0.412
0.343,0.257,0.400
0.343,0.257,0.400
0.353,0.235,0.412
0.343,0.257,0.400
0.343,0.257,0.400
0.351,0.243,0.405
0.351,0.243,0.405
0.342,0.263,0.395
0.342,0.263,0.395
0.333,0.282,0.385
0.333,0.282,0.385
0.333,0.282,0.385
0.341,0.268,0.390
0.333,0.286,0.381
0.333,0.286,0.381
0.333,0.286,0.381
0.333,0.286,0.381
0.333,0.289,0.378
0.326,0.304,0.370
0.327,0.306,0.367
0.320,0.320,0.360
0.327,0.308,0.365
0.327,0.308,0.365
0.327,0.308,0.365
0.314,0.314,0.373
0.314,0.314,0.373
0.320,0.300,0.380
0.320,0.300,0.380
0.320,0.300,0.380
0.306,0.306,0.388
0.306,0.306,0.388
0.320,0.300,0.380
0.320,0.300,0.380
0.320,0.300,0.380
0.314,0.314,0.373
0.320,0.300,0.380
0.306,0.306,0.388
0.306,0.306,0.388
0.304,0.304,0.391
0.304,0.304,0.391
0.304,0.304,0.391
0.295,0.295,0.409
0.302,0.302,0.395
0.293,0.293,0.415
0.300,0.300,0.400
0.289,0.316,0.395
0.306,0.306,0.389
0.294,0.324,0.382
0.290,0.323,0.387
0.308,0.308,0.385
0.316,0.316,0.368
0.333,0.267,0.400
0.312,0.250,0.437
0.294,0.235,0.471
0.294,0.235,0.471
0.333,0.267,0.400
0.385,0.308,0.308
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.308,0.308
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.364,0.364,0.273
0.364,0.364,0.273
0.400,0.300,0.300
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.417,0.333,0.250
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.437,0.312,0.250
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.444,0.278,0.278
0.421,0.316,0.263
0.421,0.316,0.263
0.400,0.300,0.300
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.450,0.300,0.250
0.450,0.300,0.250
0.450,0.300,0.250
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.455,0.273,0.273
0.435,0.304,0.261
0.435,0.304,0.261
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.440,0.280,0.280
0.440,0.280,0.280
0.440,0.280,0.280
0.417,0.292,0.292
0.417,0.292,0.292
0.391,0.304,0.304
0.400,0.300,0.300
0.389,0.333,0.278
0.375,0.312,0.312
0.300,0.300,0.400
0.308,0.308,0.385
0.286,0.286,0.429
0.267,0.267,0.467
0.235,0.294,0.471
0.217,0.304,0.478
0.222,0.333,0.444
0.235,0.353,0.412
0.275,0.325,0.400
0.289,0.311,0.400
0.292,0.312,0.396
0.289,0.311,0.400
0.283,0.302,0.415
0.296,0.315,0.389
0.328,0.310,0.362
0.338,0.309,0.353
0.342,0.301,0.356
0.333,0.303,0.364
0.333,0.281,0.386
0.341,0.273,0.386
0.333,0.300,0.367
0.368,0.263,0.368
0.417,0.250,0.333
0.400,0.300,0.300
0.375,0.375,0.250
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.364,0.364,0.273
0.364,0.364,0.273
0.385,0.308,0.308
0.364,0.364,0.273
0.417,0.333,0.250
0.385,0.308,0.308
0.417,0.333,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.385,0.231
0.417,0.333,0.250
0.417,0.333,0.250
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.385,0.231
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.385,0.231
0.364,0.364,0.273
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.300,0.300,0.400
0.364,0.273,0.364
0.308,0.308,0.385
0.267,0.267,0.467
0.294,0.235,0.471
0.278,0.222,0.500
0.278,0.222,0.500
0.278,0.222,0.500
0.286,0.238,0.476
0.273,0.227,0.500
0.286,0.238,0.476
0.263,0.263,0.474
0.263,0.263,0.474
0.278,0.278,0.444
0.312,0.250,0.437
0.333,0.267,0.400
0.286,0.286,0.429
0.286,0.286,0.429
0.333,0.267,0.400
0.312,0.250,0.437
0.312,0.250,0.437
0.267,0.267,0.467
0.312,0.250,0.437
0.312,0.250,0.437
0.286,0.286,0.429
0.286,0.286,0.429
0.308,0.308,0.385
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.286,0.286,0.429
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.308,0.308,0.385
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.364,0.364,0.273
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.308,0.308
0.357,0.357,0.286
0.417,0.333,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.364,0.364,0.273
0.364,0.364,0.273
0.333,0.333,0.333
0.364,0.364,0.273
0.333,0.333,0.333
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.333,0.333,0.333
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.357,0.286
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.375,0.312,0.312
0.375,0.312,0.312
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.421,0.316,0.263
0.381,0.333,0.286
0.381,0.333,0.286
0.409,0.318,0.273
0.375,0.333,0.292
0.375,0.333,0.292
0.385,0.346,0.269
0.385,0.346,0.269
0.385,0.346,0.269
0.393,0.321,0.286
0.379,0.345,0.276
0.379,0.345,0.276
0.379,0.345,0.276
0.375,0.344,0.281
0.375,0.344,0.281
0.375,0.344,0.281
0.353,0.353,0.294
0.353,0.353,0.294
0.371,0.343,0.286
0.371,0.343,0.286
0.371,0.343,0.286
0.361,0.333,0.306
0.361,0.333,0.306
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.351,0.351,0.297
0.361,0.333,0.306
0.361,0.333,0.306
0.361,0.333,0.306
0.371,0.343,0.286
0.371,0.343,0.286
0.353,0.353,0.294
0.364,0.333,0.303
0.375,0.344,0.281
0.355,0.355,0.290
0.379,0.345,0.276
0.379,0.345,0.276
0.385,0.346,0.269
0.391,0.348,0.261
0.391,0.348,0.261
0.400,0.350,0.250
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.353,0.353,0.294
0.400,0.333,0.267
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.364,0.364,0.273
0.364,0.364,0.273
0.333,0.333,0.333
0.364,0.364,0.273
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.308,0.385,0.308
0.357,0.357,0.286
0.385,0.308,0.308
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.364,0.364,0.273
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
