Red,Green,Blue
0.471,0.294,0.235
0.437,0.312,0.250
0.437,0.312,0.250
0.471,0.294,0.235
0.467,0.267,0.267
0.444,0.278,0.278
0.437,0.312,0.250
0.450,0.300,0.250
0.458,0.292,0.250
0.437,0.312,0.250
0.476,0.286,0.238
0.450,0.300,0.250
0.444,0.278,0.278
0.412,0.294,0.294
0.444,0.278,0.278
0.444,0.278,0.278
0.429,0.286,0.286
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.529,0.235,0.235
0.500,0.250,0.250
0.531,0.250,0.219
0.553,0.237,0.211
0.500,0.280,0.220
0.478,0.283,0.239
0.437,0.250,0.312
0.417,0.208,0.375
0.435,0.174,0.391
0.452,0.258,0.290
0.452,0.290,0.258
0.486,0.286,0.229
0.500,0.273,0.227
0.536,0.250,0.214
0.562,0.219,0.219
0.564,0.205,0.231
0.585,0.195,0.220
0.564,0.231,0.205
0.571,0.229,0.200
0.586,0.207,0.207
0.565,0.261,0.174
0.529,0.235,0.235
0.560,0.200,0.240
0.559,0.206,0.235
0.567,0.200,0.233
0.579,0.211,0.211
0.581,0.233,0.186
0.568,0.250,0.182
0.569,0.235,0.196
0.582,0.236,0.182
0.583,0.222,0.194
0.595,0.216,0.189
0.597,0.208,0.194
0.560,0.240,0.200
0.575,0.225,0.200
0.500,0.214,0.286
0.529,0.235,0.235
0.567,0.233,0.200
0.586,0.207,0.207
0.583,0.222,0.194
0.605,0.209,0.186
0.610,0.220,0.171
0.604,0.229,0.167
0.597,0.226,0.177
0.589,0.232,0.179
0.574,0.250,0.176
0.571,0.238,0.190
0.580,0.220,0.200
0.581,0.230,0.189
0.598,0.220,0.183
0.594,0.219,0.187
0.556,0.259,0.185
0.556,0.259,0.185
0.548,0.258,0.194
0.538,0.269,0.192
0.522,0.304,0.174
0.520,0.280,0.200
0.519,0.259,0.222
0.457,0.257,0.286
0.446,0.232,0.321
0.452,0.242,0.306
0.529,0.235,0.235
0.500,0.278,0.222
0.450,0.300,0.250
0.450,0.250,0.300
0.407,0.222,0.370
0.435,0.217,0.348
0.500,0.250,0.250
0.500,0.318,0.182
0.500,0.333,0.167
0.478,0.348,0.174
0.538,0.231,0.231
0.526,0.237,0.237
0.522,0.239,0.239
0.486,0.243,0.271
0.457,0.247,0.296
0.457,0.217,0.326
0.413,0.200,0.387
0.439,0.228,0.333
0.473,0.218,0.309
0.486,0.236,0.278
0.500,0.267,0.233
0.500,0.250,0.250
0.333,0.333,0.333
0.273,0.364,0.364
0.333,0.333,0.333
0.286,0.357,0.357
0.286,0.357,0.357
0.312,0.312,0.375
0.294,0.353,0.353
0.278,0.333,0.389
0.278,0.333,0.389
0.278,0.333,0.389
0.278,0.333,0.389
0.278,0.333,0.389
0.263,0.368,0.368
0.300,0.350,0.350
0.286,0.333,0.381
0.292,0.333,0.375
0.296,0.333,0.370
0.300,0.333,0.367
0.303,0.333,0.364
0.324,0.324,0.353
0.324,0.324,0.353
0.296,0.333,0.370
0.312,0.344,0.344
0.324,0.324,0.353
0.306,0.333,0.361
0.312,0.333,0.354
0.300,0.340,0.360
0.306,0.347,0.347
0.317,0.341,0.341
0.317,0.341,0.341
0.333,0.333,0.333
0.333,0.333,0.333
0.353,0.324,0.324
0.343,0.343,0.314
0.353,0.324,0.324
0.333,0.333,0.333
0.355,0.323,0.323
0.333,0.333,0.333
0.357,0.321,0.321
0.385,0.308,0.308
0.381,0.333,0.286
0.364,0.318,0.318
0.368,0.316,0.316
0.385,0.308,0.308
0.333,0.333,0.333
0.375,0.312,0.312
0.375,0.312,0.312
0.353,0.294,0.353
0.353,0.294,0.353
0.350,0.300,0.350
0.350,0.300,0.350
0.333,0.333,0.333
0.318,0.318,0.364
0.318,0.318,0.364
0.318,0.318,0.364
0.318,0.318,0.364
0.318,0.318,0.364
0.333,0.333,0.333
0.316,0.316,0.368
0.316,0.316,0.368
0.333,0.278,0.389
0.333,0.278,0.389
0.375,0.250,0.375
0.375,0.250,0.375
0.429,0.286,0.286
0.333,0.333,0.333
0.375,0.250,0.375
0.375,0.250,0.375
0.375,0.250,0.375
0.500,0.167,0.333
0.500,0.167,0.333
0.500,0.167,0.333
0.600,0.200,0.200
0.600,0.200,0.200
0.600,0.200,0.200
0.500,0.250,0.250
0.600,0.200,0.200
0.500,0.250,0.250
0.556,0.222,0.222
0.500,0.250,0.250
0.437,0.250,0.312
0.381,0.286,0.333
0.385,0.269,0.346
0.387,0.258,0.355
0.389,0.278,0.333
0.395,0.263,0.342
0.389,0.278,0.333
0.394,0.273,0.333
0.379,0.276,0.345
0.381,0.286,0.333
0.368,0.316,0.316
0.375,0.292,0.333
0.357,0.286,0.357
0.371,0.257,0.371
0.359,0.256,0.385
0.359,0.256,0.385
0.351,0.270,0.378
0.371,0.257,0.371
0.371,0.257,0.371
0.371,0.257,0.371
0.364,0.273,0.364
0.367,0.267,0.367
0.367,0.267,0.367
0.367,0.267,0.367
0.379,0.276,0.345
0.385,0.269,0.346
0.381,0.286,0.333
0.368,0.263,0.368
0.389,0.278,0.333
0.389,0.278,0.333
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.333,0.333,0.333
0.333,0.333,0.333
0.357,0.286,0.357
0.333,0.333,0.333
0.375,0.312,0.312
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.353,0.294,0.353
0.375,0.250,0.375
0.375,0.250,0.375
0.357,0.286,0.357
0.357,0.286,0.357
0.357,0.286,0.357
0.400,0.267,0.333
0.375,0.250,0.375
0.375,0.250,0.375
0.357,0.286,0.357
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.333,0.333,0.333
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.333,0.333,0.333
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.375,0.312,0.312
0.375,0.312,0.312
0.412,0.294,0.294
0.412,0.294,0.294
0.389,0.333,0.278
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.400,0.300,0.300
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.409,0.318,0.273
0.409,0.318,0.273
0.435,0.304,0.261
0.435,0.304,0.261
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.417,0.292,0.292
0.435,0.304,0.261
0.435,0.304,0.261
0.435,0.304,0.261
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.421,0.316,0.263
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.412,0.294,0.294
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.357,0.286
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.375,0.312,0.312
0.375,0.312,0.312
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.375,0.312,0.312
0.375,0.312,0.312
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.462,0.308,0.231
0.462,0.308,0.231
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.429,0.286,0.286
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.437,0.312,0.250
0.471,0.294,0.235
0.444,0.278,0.278
0.450,0.300,0.250
0.450,0.300,0.250
0.455,0.273,0.273
0.435,0.304,0.261
0.458,0.292,0.250
0.458,0.292,0.250
0.444,0.296,0.259
0.464,0.286,0.250
0.452,0.290,0.258
0.452,0.290,0.258
0.441,0.294,0.265
0.432,0.297,0.270
0.425,0.300,0.275
0.442,0.302,0.256
0.444,0.289,0.267
0.437,0.292,0.271
0.431,0.294,0.275
0.426,0.296,0.278
0.426,0.296,0.278
0.421,0.298,0.281
0.421,0.298,0.281
0.424,0.305,0.271
0.417,0.300,0.283
0.426,0.295,0.279
0.426,0.295,0.279
0.419,0.306,0.274
0.413,0.302,0.286
0.413,0.302,0.286
0.422,0.297,0.281
0.422,0.297,0.281
0.422,0.297,0.281
0.415,0.308,0.277
0.409,0.303,0.288
0.409,0.303,0.288
0.409,0.303,0.288
0.418,0.299,0.284
0.409,0.303,0.288
0.418,0.299,0.284
0.418,0.299,0.284
0.418,0.299,0.284
0.418,0.299,0.284
0.418,0.299,0.284
0.406,0.304,0.290
0.418,0.299,0.284
0.412,0.294,0.294
0.406,0.304,0.290
0.414,0.300,0.286
0.414,0.300,0.286
0.417,0.292,0.292
0.413,0.293,0.293
0.408,0.303,0.289
0.405,0.291,0.304
0.407,0.296,0.296
0.400,0.287,0.312
0.392,0.291,0.316
0.392,0.291,0.316
0.392,0.291,0.316
0.385,0.295,0.321
0.387,0.287,0.325
0.383,0.296,0.321
0.390,0.293,0.317
0.387,0.287,0.325
0.385,0.295,0.321
0.377,0.299,0.325
0.373,0.293,0.333
0.365,0.297,0.338
0.375,0.300,0.325
0.378,0.297,0.324
0.370,0.301,0.329
0.370,0.301,0.329
0.366,0.296,0.338
0.371,0.300,0.329
0.392,0.297,0.311
0.377,0.304,0.319
0.382,0.309,0.309
0.379,0.303,0.318
0.381,0.302,0.317
0.371,0.306,0.323
0.381,0.302,0.317
0.388,0.313,0.299
0.400,0.292,0.308
0.393,0.295,0.311
0.407,0.288,0.305
0.407,0.288,0.305
0.414,0.293,0.293
0.421,0.298,0.281
0.426,0.296,0.278
0.439,0.298,0.263
0.448,0.299,0.254
0.435,0.290,0.274
0.417,0.300,0.283
0.411,0.304,0.286
0.400,0.309,0.291
0.411,0.304,0.286
0.424,0.305,0.271
0.449,0.290,0.261
0.466,0.288,0.247
0.443,0.295,0.262
0.443,0.295,0.262
0.446,0.292,0.262
0.444,0.302,0.254
0.455,0.288,0.258
0.494,0.271,0.235
0.479,0.282,0.239
0.470,0.273,0.258
0.463,0.284,0.254
0.452,0.290,0.258
0.433,0.300,0.267
0.455,0.288,0.258
0.464,0.275,0.261
0.377,0.302,0.321
0.381,0.270,0.349
0.353,0.279,0.368
0.333,0.293,0.373
0.329,0.293,0.378
0.322,0.300,0.378
0.320,0.301,0.379
0.310,0.302,0.388
0.309,0.301,0.390
0.312,0.305,0.383
0.311,0.311,0.379
0.307,0.307,0.386
0.309,0.309,0.382
0.309,0.309,0.382
0.310,0.310,0.381
0.310,0.310,0.380
0.315,0.308,0.377
0.315,0.308,0.377
0.315,0.308,0.377
0.320,0.305,0.375
0.317,0.310,0.373
0.317,0.310,0.373
0.323,0.307,0.370
0.323,0.307,0.370
0.323,0.307,0.370
0.325,0.310,0.365
0.325,0.310,0.365
0.325,0.310,0.365
0.331,0.307,0.362
0.331,0.307,0.362
0.336,0.305,0.359
0.333,0.311,0.356
0.341,0.311,0.348
0.336,0.313,0.351
0.341,0.310,0.349
0.341,0.310,0.349
0.344,0.312,0.344
0.349,0.310,0.341
0.355,0.306,0.339
0.358,0.309,0.333
0.364,0.306,0.331
0.367,0.308,0.325
0.373,0.305,0.322
0.374,0.304,0.322
0.372,0.301,0.327
0.375,0.304,0.321
0.370,0.306,0.324
0.365,0.308,0.327
0.371,0.305,0.324
0.368,0.311,0.321
0.365,0.308,0.327
0.370,0.300,0.330
0.378,0.300,0.322
0.392,0.291,0.316
0.406,0.281,0.312
0.429,0.286,0.286
0.431,0.294,0.275
0.417,0.312,0.271
0.420,0.320,0.260
0.407,0.352,0.241
0.417,0.367,0.217
0.422,0.375,0.203
0.426,0.340,0.234
0.442,0.327,0.231
0.450,0.300,0.250
0.471,0.279,0.250
0.479,0.282,0.239
0.486,0.284,0.230
0.506,0.266,0.228
0.500,0.263,0.237
0.514,0.250,0.236
0.522,0.246,0.232
0.529,0.243,0.229
0.543,0.235,0.222
0.558,0.221,0.221
0.551,0.225,0.225
0.538,0.225,0.237
0.515,0.242,0.242
0.538,0.237,0.225
0.567,0.225,0.208
0.557,0.239,0.205
0.533,0.240,0.227
0.515,0.250,0.235
0.525,0.237,0.237
0.532,0.241,0.228
0.507,0.254,0.239
0.507,0.254,0.239
0.500,0.258,0.242
0.519,0.253,0.228
0.533,0.239,0.228
0.524,0.244,0.232
0.531,0.247,0.222
0.522,0.246,0.232
0.543,0.245,0.213
0.536,0.246,0.217
0.535,0.239,0.225
0.530,0.242,0.227
0.509,0.255,0.236
0.529,0.243,0.229
0.547,0.236,0.217
0.542,0.236,0.222
0.547,0.233,0.221
0.543,0.235,0.222
0.543,0.235,0.222
0.544,0.233,0.222
0.551,0.236,0.213
0.553,0.234,0.213
0.541,0.235,0.224
0.536,0.238,0.226
0.531,0.235,0.235
0.514,0.250,0.236
0.514,0.243,0.243
0.500,0.257,0.243
0.493,0.254,0.254
0.486,0.257,0.257
0.493,0.253,0.253
0.500,0.250,0.250
0.485,0.258,0.258
0.485,0.258,0.258
0.477,0.262,0.262
0.477,0.262,0.262
0.479,0.268,0.254
0.479,0.268,0.254
0.477,0.262,0.262
0.468,0.274,0.258
0.462,0.277,0.262
0.470,0.273,0.258
0.458,0.271,0.271
0.450,0.283,0.267
0.439,0.281,0.281
0.439,0.281,0.281
0.439,0.281,0.281
0.424,0.288,0.288
0.424,0.288,0.288
0.424,0.288,0.288
0.414,0.293,0.293
0.429,0.286,0.286
0.419,0.290,0.290
0.410,0.295,0.295
0.419,0.290,0.290
0.410,0.295,0.295
0.410,0.295,0.295
0.419,0.290,0.290
0.413,0.302,0.286
0.413,0.302,0.286
0.422,0.297,0.281
0.422,0.297,0.281
0.410,0.295,0.295
0.417,0.300,0.283
0.410,0.295,0.295
0.410,0.295,0.295
0.419,0.290,0.290
0.419,0.290,0.290
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.419,0.290,0.290
0.419,0.290,0.290
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.417,0.300,0.283
0.414,0.293,0.293
0.421,0.298,0.281
0.411,0.304,0.286
0.426,0.296,0.278
0.415,0.302,0.283
0.404,0.308,0.288
0.412,0.314,0.275
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.408,0.306,0.286
0.412,0.314,0.275
0.408,0.306,0.286
0.420,0.300,0.280
0.404,0.308,0.288
0.404,0.308,0.288
0.415,0.302,0.283
0.426,0.296,0.278
0.418,0.291,0.291
0.411,0.304,0.286
0.421,0.298,0.281
0.414,0.293,0.293
0.407,0.305,0.288
0.407,0.305,0.288
0.417,0.300,0.283
0.410,0.295,0.295
0.403,0.306,0.290
0.413,0.302,0.286
0.413,0.302,0.286
0.413,0.302,0.286
0.413,0.302,0.286
0.415,0.292,0.292
0.415,0.292,0.292
0.415,0.292,0.292
0.415,0.292,0.292
0.409,0.303,0.288
0.409,0.303,0.288
0.409,0.303,0.288
0.412,0.294,0.294
0.412,0.294,0.294
0.408,0.296,0.296
0.403,0.292,0.306
0.400,0.293,0.307
0.395,0.289,0.316
0.395,0.289,0.316
0.395,0.289,0.316
0.395,0.289,0.316
0.395,0.289,0.316
0.390,0.299,0.312
0.390,0.299,0.312
0.385,0.295,0.321
0.392,0.291,0.316
0.387,0.287,0.325
0.392,0.278,0.329
0.395,0.276,0.329
0.387,0.280,0.333
0.400,0.267,0.333
0.408,0.263,0.329
0.413,0.267,0.320
0.419,0.270,0.311
0.434,0.263,0.303
0.443,0.266,0.291
0.449,0.269,0.282
0.455,0.273,0.273
0.468,0.266,0.266
0.463,0.268,0.268
0.463,0.268,0.268
0.482,0.259,0.259
0.495,0.253,0.253
0.505,0.247,0.247
0.510,0.245,0.245
0.519,0.240,0.240
0.523,0.243,0.234
0.513,0.248,0.239
0.517,0.250,0.233
0.521,0.248,0.231
0.523,0.250,0.227
0.526,0.248,0.226
0.537,0.235,0.228
0.529,0.236,0.236
0.525,0.241,0.234
0.528,0.236,0.236
0.527,0.240,0.233
0.526,0.237,0.237
0.533,0.230,0.236
0.535,0.227,0.238
0.534,0.227,0.239
0.530,0.227,0.243
0.519,0.227,0.254
0.508,0.235,0.257
0.486,0.249,0.266
0.466,0.267,0.267
0.458,0.271,0.271
0.441,0.277,0.282
0.419,0.285,0.297
0.388,0.291,0.321
0.370,0.290,0.340
0.356,0.301,0.344
0.349,0.301,0.349
0.341,0.299,0.359
0.343,0.302,0.355
0.351,0.304,0.345
0.358,0.307,0.335
0.361,0.306,0.333
0.363,0.305,0.332
0.371,0.299,0.330
0.387,0.289,0.324
0.422,0.280,0.299
0.454,0.275,0.271
0.467,0.271,0.262
0.491,0.254,0.254
0.524,0.234,0.242
0.552,0.224,0.224
0.559,0.224,0.216
0.562,0.227,0.211
0.564,0.226,0.210
0.564,0.227,0.208
0.562,0.228,0.210
0.561,0.229,0.210
0.556,0.237,0.207
0.556,0.245,0.198
0.554,0.256,0.190
0.549,0.268,0.183
0.546,0.275,0.179
0.532,0.281,0.187
0.516,0.284,0.200
0.518,0.284,0.198
0.522,0.279,0.199
0.525,0.277,0.198
0.511,0.283,0.207
0.506,0.294,0.200
0.513,0.304,0.184
0.514,0.310,0.176
0.515,0.311,0.174
0.511,0.308,0.180
0.507,0.306,0.187
0.493,0.299,0.209
0.470,0.295,0.235
0.489,0.291,0.220
0.510,0.291,0.199
0.517,0.275,0.208
0.515,0.272,0.213
0.511,0.267,0.221
0.504,0.264,0.231
0.500,0.264,0.236
0.500,0.264,0.236
0.500,0.260,0.240
0.495,0.267,0.238
0.495,0.262,0.243
0.491,0.264,0.245
0.486,0.275,0.239
0.496,0.283,0.221
0.491,0.293,0.216
0.465,0.307,0.228
0.455,0.295,0.250
0.459,0.294,0.248
0.481,0.302,0.217
0.462,0.312,0.226
0.453,0.280,0.267
0.400,0.292,0.308
0.393,0.295,0.311
0.390,0.288,0.322
0.390,0.288,0.322
0.390,0.288,0.322
0.386,0.298,0.316
0.386,0.298,0.316
0.386,0.298,0.316
0.393,0.304,0.304
0.424,0.305,0.271
0.474,0.316,0.211
0.434,0.342,0.224
0.434,0.329,0.237
0.425,0.329,0.247
0.417,0.333,0.250
0.412,0.338,0.250
0.409,0.333,0.258
0.403,0.323,0.274
0.379,0.310,0.310
0.357,0.304,0.339
0.368,0.298,0.333
0.362,0.310,0.328
0.383,0.317,0.300
0.393,0.328,0.279
0.403,0.306,0.290
0.381,0.302,0.317
0.369,0.292,0.338
0.358,0.284,0.358
0.347,0.278,0.375
0.346,0.282,0.372
0.353,0.282,0.365
0.355,0.290,0.355
0.361,0.289,0.351
0.353,0.294,0.353
0.355,0.290,0.355
0.357,0.286,0.357
0.362,0.284,0.353
0.364,0.289,0.347
0.369,0.287,0.344
0.372,0.289,0.339
0.372,0.289,0.339
0.374,0.293,0.333
0.377,0.295,0.328
0.377,0.295,0.328
0.380,0.298,0.322
0.380,0.298,0.322
0.383,0.300,0.317
0.378,0.303,0.319
0.390,0.297,0.314
0.388,0.302,0.310
0.388,0.302,0.310
0.393,0.304,0.304
0.400,0.300,0.300
0.400,0.300,0.300
0.398,0.296,0.306
0.410,0.295,0.295
0.404,0.298,0.298
0.412,0.294,0.294
0.412,0.294,0.294
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.414,0.293,0.293
0.406,0.297,0.297
0.408,0.291,0.301
0.406,0.292,0.302
0.400,0.300,0.300
0.395,0.298,0.307
0.393,0.299,0.308
0.393,0.295,0.311
0.391,0.297,0.312
0.388,0.299,0.313
0.387,0.296,0.317
0.387,0.293,0.320
0.384,0.296,0.321
0.373,0.295,0.331
0.374,0.298,0.327
0.371,0.297,0.331
0.369,0.296,0.335
0.365,0.297,0.339
0.352,0.296,0.352
0.343,0.298,0.359
0.338,0.297,0.364
0.332,0.301,0.367
0.325,0.298,0.377
0.314,0.297,0.389
0.311,0.294,0.395
0.310,0.291,0.399
0.317,0.288,0.396
0.323,0.285,0.392
0.331,0.282,0.387
0.331,0.282,0.387
0.331,0.283,0.386
0.333,0.279,0.388
0.331,0.278,0.391
0.324,0.281,0.396
0.312,0.281,0.406
0.306,0.286,0.408
0.305,0.289,0.406
0.309,0.296,0.395
0.310,0.298,0.392
0.316,0.296,0.388
0.321,0.297,0.382
0.325,0.295,0.380
0.325,0.296,0.379
0.323,0.296,0.382
0.324,0.296,0.380
0.326,0.295,0.379
0.330,0.296,0.374
0.330,0.296,0.374
0.327,0.297,0.377
0.318,0.297,0.385
0.310,0.298,0.392
0.306,0.299,0.395
0.298,0.298,0.403
0.293,0.300,0.406
0.291,0.298,0.411
0.287,0.299,0.414
0.286,0.300,0.415
0.284,0.301,0.415
0.282,0.300,0.418
0.284,0.301,0.414
0.289,0.300,0.411
0.292,0.301,0.408
0.295,0.299,0.406
0.295,0.299,0.406
0.298,0.298,0.404
0.299,0.299,0.402
0.298,0.300,0.402
0.300,0.300,0.401
0.305,0.299,0.396
0.305,0.299,0.396
0.309,0.298,0.393
0.320,0.295,0.385
0.314,0.298,0.388
0.331,0.293,0.376
0.309,0.298,0.394
0.310,0.296,0.395
0.327,0.291,0.382
0.341,0.287,0.372
0.327,0.292,0.381
0.349,0.289,0.361
0.367,0.286,0.347
0.355,0.294,0.351
0.406,0.276,0.318
0.387,0.280,0.333
0.336,0.297,0.367
0.329,0.294,0.377
0.317,0.296,0.387
0.314,0.295,0.391
0.303,0.296,0.401
0.304,0.297,0.399
0.304,0.297,0.400
0.302,0.295,0.402
0.302,0.297,0.401
0.302,0.296,0.402
0.306,0.296,0.398
0.303,0.297,0.400
0.300,0.297,0.403
0.299,0.298,0.403
0.295,0.299,0.406
0.295,0.299,0.407
0.294,0.298,0.408
0.292,0.298,0.410
0.293,0.298,0.409
0.293,0.298,0.409
0.294,0.296,0.409
0.292,0.296,0.412
0.292,0.296,0.412
0.290,0.294,0.416
0.288,0.295,0.417
0.288,0.295,0.417
0.290,0.294,0.416
0.295,0.290,0.415
0.304,0.289,0.407
0.305,0.289,0.406
0.314,0.285,0.401
0.327,0.280,0.392
0.472,0.235,0.293
0.466,0.245,0.290
0.457,0.255,0.288
0.437,0.277,0.286
0.453,0.263,0.283
0.432,0.280,0.288
0.411,0.298,0.290
0.426,0.263,0.310
0.427,0.254,0.319
0.384,0.267,0.348
0.336,0.280,0.384
0.331,0.281,0.388
0.297,0.289,0.414
0.294,0.289,0.417
0.292,0.290,0.418
0.297,0.289,0.414
0.292,0.289,0.418
0.291,0.291,0.419
0.290,0.290,0.419
0.288,0.291,0.421
0.290,0.290,0.419
0.288,0.291,0.421
0.289,0.289,0.421
0.288,0.291,0.422
0.289,0.289,0.423
0.288,0.288,0.424
0.289,0.289,0.423
0.288,0.288,0.424
0.287,0.290,0.423
0.286,0.289,0.425
0.287,0.289,0.424
0.287,0.289,0.424
0.286,0.289,0.425
0.289,0.289,0.423
0.287,0.290,0.424
0.286,0.289,0.425
0.286,0.289,0.425
0.290,0.287,0.423
0.291,0.284,0.425
0.292,0.286,0.422
0.294,0.285,0.421
0.295,0.286,0.419
0.293,0.287,0.421
0.292,0.286,0.422
0.292,0.286,0.422
0.294,0.288,0.418
0.299,0.287,0.413
0.300,0.286,0.414
0.295,0.286,0.419
0.304,0.287,0.410
0.304,0.287,0.409
0.321,0.286,0.393
0.316,0.286,0.397
0.303,0.291,0.406
0.308,0.292,0.400
0.320,0.292,0.389
0.355,0.292,0.353
0.328,0.292,0.380
0.317,0.293,0.390
0.301,0.293,0.405
0.299,0.288,0.413
0.299,0.288,0.413
0.298,0.287,0.414
0.301,0.287,0.413
0.293,0.288,0.419
0.296,0.287,0.417
0.289,0.289,0.422
0.290,0.290,0.420
0.289,0.289,0.421
0.289,0.289,0.421
0.292,0.290,0.418
0.293,0.290,0.417
0.292,0.290,0.418
0.291,0.291,0.418
0.293,0.291,0.416
0.295,0.293,0.413
0.296,0.294,0.410
0.298,0.296,0.407
0.298,0.296,0.407
0.297,0.295,0.408
0.298,0.296,0.406
0.297,0.297,0.407
0.296,0.296,0.408
0.297,0.297,0.406
0.295,0.297,0.408
0.296,0.296,0.408
0.307,0.293,0.400
0.309,0.292,0.398
0.308,0.291,0.400
0.303,0.293,0.404
0.320,0.289,0.390
0.321,0.290,0.389
0.336,0.285,0.379
0.355,0.279,0.366
0.340,0.283,0.377
0.427,0.260,0.312
0.428,0.261,0.312
0.403,0.267,0.330
0.433,0.260,0.308
0.515,0.236,0.248
0.458,0.262,0.280
0.488,0.251,0.262
0.448,0.271,0.281
0.455,0.265,0.280
0.371,0.285,0.344
0.371,0.288,0.341
0.325,0.294,0.381
0.313,0.294,0.392
0.303,0.294,0.403
0.305,0.294,0.401
0.301,0.294,0.405
0.297,0.295,0.408
0.296,0.296,0.409
0.301,0.294,0.405
0.300,0.295,0.405
0.298,0.296,0.406
0.301,0.295,0.404
0.301,0.295,0.403
0.297,0.297,0.405
0.296,0.296,0.407
0.296,0.296,0.407
0.297,0.295,0.407
0.298,0.296,0.406
0.296,0.296,0.408
0.295,0.297,0.409
