Red,Green,Blue
0.333,0.250,0.417
0.304,0.261,0.435
0.318,0.273,0.409
0.316,0.263,0.421
0.316,0.263,0.421
0.333,0.278,0.389
0.333,0.278,0.389
0.333,0.267,0.400
0.357,0.286,0.357
0.357,0.286,0.357
0.357,0.286,0.357
0.357,0.286,0.357
0.308,0.308,0.385
0.308,0.308,0.385
0.357,0.286,0.357
0.385,0.308,0.308
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.364,0.364,0.273
0.364,0.364,0.273
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.417,0.333,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.400,0.333,0.267
0.357,0.357,0.286
0.400,0.333,0.267
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.357,0.357,0.286
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.375,0.312,0.312
0.412,0.294,0.294
0.412,0.294,0.294
0.400,0.300,0.300
0.409,0.318,0.273
0.400,0.320,0.280
0.407,0.296,0.296
0.400,0.300,0.300
0.412,0.294,0.294
0.405,0.297,0.297
0.419,0.302,0.279
0.420,0.320,0.260
0.423,0.327,0.250
0.418,0.327,0.255
0.424,0.318,0.258
0.436,0.321,0.244
0.455,0.325,0.221
0.456,0.329,0.215
0.475,0.327,0.198
0.479,0.330,0.191
0.482,0.330,0.187
0.492,0.315,0.194
0.488,0.298,0.215
0.489,0.292,0.219
0.494,0.284,0.222
0.506,0.278,0.216
0.514,0.277,0.209
0.519,0.272,0.209
0.513,0.278,0.209
0.516,0.276,0.208
0.510,0.281,0.210
0.507,0.283,0.210
0.509,0.282,0.209
0.510,0.278,0.212
0.510,0.280,0.211
0.506,0.283,0.210
0.511,0.283,0.207
0.512,0.280,0.207
0.513,0.278,0.209
0.509,0.284,0.206
0.509,0.288,0.204
0.507,0.290,0.204
0.510,0.284,0.207
0.507,0.283,0.210
0.503,0.283,0.215
0.500,0.283,0.217
0.493,0.287,0.221
0.491,0.289,0.219
0.479,0.292,0.229
0.464,0.298,0.238
0.455,0.299,0.247
0.437,0.312,0.250
0.431,0.314,0.255
0.417,0.312,0.271
0.417,0.312,0.271
0.386,0.318,0.295
0.395,0.316,0.289
0.405,0.324,0.270
0.412,0.324,0.265
0.412,0.324,0.265
0.406,0.312,0.281
0.406,0.312,0.281
0.387,0.323,0.290
0.393,0.321,0.286
0.393,0.321,0.286
0.414,0.310,0.276
0.412,0.324,0.265
0.429,0.314,0.257
0.444,0.306,0.250
0.447,0.289,0.263
0.439,0.293,0.268
0.437,0.292,0.271
0.447,0.277,0.277
0.451,0.275,0.275
0.458,0.271,0.271
0.450,0.283,0.267
0.453,0.281,0.266
0.453,0.281,0.266
0.458,0.278,0.264
0.468,0.273,0.260
0.470,0.277,0.253
0.482,0.271,0.247
0.495,0.275,0.229
0.504,0.281,0.216
0.524,0.267,0.209
0.533,0.261,0.207
0.547,0.251,0.202
0.555,0.243,0.202
0.548,0.236,0.215
0.545,0.236,0.219
0.545,0.244,0.211
0.560,0.248,0.192
0.559,0.260,0.181
0.554,0.258,0.188
0.540,0.261,0.199
0.541,0.270,0.189
0.551,0.265,0.184
0.552,0.258,0.190
0.532,0.277,0.192
0.525,0.286,0.189
0.509,0.300,0.191
0.486,0.328,0.186
0.468,0.342,0.189
0.452,0.333,0.215
0.438,0.329,0.233
0.426,0.328,0.246
0.424,0.322,0.254
0.400,0.333,0.267
0.400,0.325,0.275
0.382,0.324,0.294
0.367,0.333,0.300
0.370,0.333,0.296
0.370,0.333,0.296
0.375,0.333,0.292
0.375,0.333,0.292
0.391,0.348,0.261
0.381,0.333,0.286
0.381,0.333,0.286
0.381,0.333,0.286
0.391,0.348,0.261
0.375,0.333,0.292
0.375,0.333,0.292
0.385,0.308,0.308
0.370,0.333,0.296
0.379,0.345,0.276
0.394,0.333,0.273
0.405,0.324,0.270
0.405,0.333,0.262
0.405,0.333,0.262
0.400,0.333,0.267
0.404,0.327,0.269
0.404,0.319,0.277
0.408,0.327,0.265
0.421,0.316,0.263
0.429,0.314,0.257
0.438,0.315,0.247
0.449,0.308,0.244
0.460,0.310,0.230
0.463,0.305,0.232
0.484,0.295,0.221
0.492,0.297,0.212
0.489,0.299,0.212
0.497,0.299,0.204
0.500,0.302,0.198
0.512,0.298,0.190
0.532,0.294,0.175
0.536,0.294,0.171
0.535,0.298,0.167
0.533,0.300,0.167
0.533,0.294,0.173
0.533,0.294,0.173
0.532,0.298,0.170
0.519,0.310,0.171
0.496,0.326,0.178
0.474,0.326,0.200
0.437,0.328,0.234
0.414,0.328,0.259
0.412,0.333,0.255
0.386,0.341,0.273
0.378,0.324,0.297
0.382,0.324,0.294
0.375,0.312,0.312
0.387,0.323,0.290
0.370,0.333,0.296
0.375,0.333,0.292
0.409,0.318,0.273
0.381,0.333,0.286
0.400,0.350,0.250
0.389,0.333,0.278
0.389,0.333,0.278
0.412,0.353,0.235
0.375,0.375,0.250
0.375,0.375,0.250
0.412,0.353,0.235
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.400,0.350,0.250
0.381,0.333,0.286
0.364,0.364,0.273
0.375,0.333,0.292
0.370,0.333,0.296
0.370,0.333,0.296
0.367,0.333,0.300
0.387,0.323,0.290
0.364,0.333,0.303
0.368,0.342,0.289
0.381,0.333,0.286
0.400,0.333,0.267
0.404,0.319,0.277
0.417,0.312,0.271
0.412,0.314,0.275
0.423,0.308,0.269
0.429,0.321,0.250
0.437,0.312,0.250
0.457,0.300,0.243
0.468,0.299,0.234
0.468,0.304,0.228
0.474,0.303,0.224
0.488,0.298,0.214
0.500,0.292,0.208
0.505,0.295,0.200
0.516,0.287,0.197
0.511,0.285,0.204
0.504,0.284,0.213
0.507,0.281,0.212
0.518,0.275,0.207
0.517,0.280,0.203
0.523,0.275,0.203
0.517,0.278,0.206
0.509,0.279,0.212
0.487,0.294,0.218
0.474,0.305,0.221
0.464,0.310,0.226
0.437,0.324,0.239
0.417,0.333,0.250
0.412,0.333,0.255
0.400,0.333,0.267
0.400,0.325,0.275
0.389,0.333,0.278
0.394,0.333,0.273
0.367,0.333,0.300
0.393,0.321,0.286
0.400,0.320,0.280
0.391,0.304,0.304
0.381,0.333,0.286
0.381,0.333,0.286
0.421,0.316,0.263
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.381,0.333,0.286
0.409,0.318,0.273
0.391,0.304,0.304
0.375,0.333,0.292
0.400,0.320,0.280
0.414,0.310,0.276
0.406,0.312,0.281
0.400,0.314,0.286
0.421,0.316,0.263
0.425,0.300,0.275
0.429,0.310,0.262
0.436,0.308,0.256
0.436,0.308,0.256
0.459,0.297,0.243
0.474,0.289,0.237
0.476,0.286,0.238
0.480,0.280,0.240
0.483,0.293,0.224
0.492,0.295,0.213
0.492,0.302,0.206
0.491,0.291,0.218
0.472,0.302,0.226
0.489,0.298,0.213
0.480,0.300,0.220
0.484,0.306,0.210
0.486,0.314,0.200
0.500,0.312,0.187
0.518,0.313,0.169
0.463,0.350,0.187
0.413,0.365,0.222
0.392,0.333,0.275
0.375,0.312,0.312
0.348,0.326,0.326
0.357,0.310,0.333
0.357,0.310,0.333
0.356,0.311,0.333
0.356,0.311,0.333
0.348,0.304,0.348
0.333,0.311,0.356
0.318,0.318,0.364
0.300,0.325,0.375
0.289,0.316,0.395
0.278,0.333,0.389
0.265,0.324,0.412
0.258,0.323,0.419
0.250,0.321,0.429
0.250,0.321,0.429
0.250,0.321,0.429
0.258,0.323,0.419
0.270,0.324,0.405
0.286,0.333,0.381
0.318,0.318,0.364
0.340,0.319,0.340
0.347,0.327,0.327
0.333,0.351,0.316
0.368,0.368,0.265
0.412,0.338,0.250
0.431,0.338,0.231
0.472,0.306,0.222
0.478,0.304,0.217
0.481,0.288,0.231
0.455,0.273,0.273
0.391,0.304,0.304
0.400,0.300,0.300
0.412,0.294,0.294
0.385,0.308,0.308
0.385,0.308,0.308
0.429,0.286,0.286
0.400,0.267,0.333
0.400,0.267,0.333
0.412,0.294,0.294
0.412,0.294,0.294
0.444,0.278,0.278
0.475,0.300,0.225
0.529,0.286,0.186
0.533,0.283,0.185
0.500,0.286,0.214
0.492,0.286,0.222
0.462,0.308,0.231
0.422,0.320,0.258
0.340,0.388,0.272
0.351,0.351,0.298
0.305,0.373,0.322
0.327,0.327,0.346
0.333,0.314,0.353
0.312,0.333,0.354
0.304,0.326,0.370
0.302,0.326,0.372
0.286,0.333,0.381
0.286,0.333,0.381
0.293,0.341,0.366
0.310,0.333,0.357
0.304,0.370,0.326
0.328,0.361,0.311
0.348,0.382,0.270
0.437,0.328,0.234
0.481,0.301,0.218
0.504,0.281,0.216
0.512,0.276,0.213
0.515,0.277,0.208
0.512,0.274,0.214
0.491,0.298,0.211
0.475,0.275,0.250
0.452,0.290,0.258
0.417,0.292,0.292
0.429,0.286,0.286
0.421,0.263,0.316
0.421,0.263,0.316
0.429,0.286,0.286
0.435,0.304,0.261
0.467,0.300,0.233
0.519,0.278,0.204
0.521,0.274,0.205
0.523,0.267,0.209
0.526,0.258,0.216
0.523,0.252,0.224
0.533,0.242,0.225
0.531,0.246,0.223
0.511,0.259,0.230
0.492,0.266,0.242
0.475,0.271,0.254
0.474,0.276,0.250
0.465,0.281,0.254
0.454,0.296,0.250
0.443,0.311,0.245
0.435,0.315,0.250
0.437,0.320,0.243
0.439,0.316,0.245
0.448,0.312,0.240
0.443,0.320,0.237
0.447,0.319,0.234
0.437,0.322,0.241
0.418,0.329,0.253
0.420,0.333,0.246
0.404,0.351,0.246
0.370,0.348,0.283
0.357,0.333,0.310
0.359,0.333,0.308
0.351,0.324,0.324
0.353,0.324,0.324
0.353,0.324,0.324
0.353,0.324,0.324
0.355,0.323,0.323
0.355,0.323,0.323
0.355,0.323,0.323
0.355,0.323,0.323
0.355,0.323,0.323
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.310,0.345,0.345
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.308,0.346,0.346
0.308,0.346,0.346
0.308,0.346,0.346
0.308,0.346,0.346
0.308,0.346,0.346
0.310,0.345,0.345
0.333,0.333,0.333
0.312,0.344,0.344
0.312,0.344,0.344
0.333,0.333,0.333
0.355,0.323,0.323
0.345,0.345,0.310
0.357,0.321,0.321
0.346,0.346,0.308
0.360,0.320,0.320
0.375,0.333,0.292
0.375,0.333,0.292
0.348,0.348,0.304
0.375,0.333,0.292
0.346,0.346,0.308
0.346,0.346,0.308
0.357,0.321,0.321
0.367,0.333,0.300
0.344,0.344,0.312
0.333,0.333,0.333
0.324,0.353,0.324
0.314,0.343,0.343
0.314,0.343,0.343
0.314,0.343,0.343
0.314,0.343,0.343
0.333,0.333,0.333
0.333,0.333,0.333
0.312,0.344,0.344
0.312,0.344,0.344
0.300,0.367,0.333
0.300,0.367,0.333
0.300,0.367,0.333
0.312,0.344,0.344
0.303,0.364,0.333
0.314,0.343,0.343
0.324,0.351,0.324
0.333,0.333,0.333
0.333,0.333,0.333
0.359,0.333,0.308
0.361,0.333,0.306
0.353,0.324,0.324
0.364,0.333,0.303
0.364,0.333,0.303
0.375,0.312,0.312
0.367,0.333,0.300
0.367,0.333,0.300
0.367,0.333,0.300
0.375,0.312,0.312
0.375,0.312,0.312
0.382,0.324,0.294
0.400,0.325,0.275
0.413,0.326,0.261
0.412,0.314,0.275
0.421,0.316,0.263
0.448,0.313,0.239
0.462,0.295,0.244
0.483,0.281,0.236
0.500,0.275,0.225
0.514,0.267,0.219
0.525,0.263,0.212
0.532,0.263,0.205
0.537,0.261,0.202
0.538,0.257,0.205
0.536,0.258,0.206
0.536,0.261,0.203
0.538,0.261,0.201
0.538,0.261,0.201
0.540,0.263,0.198
0.525,0.275,0.200
0.506,0.281,0.213
0.475,0.308,0.217
0.449,0.326,0.225
0.437,0.325,0.237
0.429,0.329,0.243
0.419,0.323,0.258
0.397,0.328,0.276
0.370,0.348,0.283
0.350,0.375,0.275
0.355,0.355,0.290
0.370,0.333,0.296
0.360,0.320,0.320
0.375,0.333,0.292
0.381,0.333,0.286
0.381,0.333,0.286
0.350,0.350,0.300
0.350,0.350,0.300
0.350,0.350,0.300
0.381,0.333,0.286
0.348,0.348,0.304
0.375,0.333,0.292
0.346,0.346,0.308
0.345,0.345,0.310
0.364,0.333,0.303
0.350,0.350,0.300
0.347,0.367,0.286
0.356,0.356,0.288
0.411,0.329,0.260
0.449,0.303,0.247
0.482,0.277,0.241
0.489,0.278,0.233
0.500,0.278,0.222
0.529,0.265,0.206
0.554,0.247,0.199
0.561,0.242,0.197
0.543,0.256,0.202
0.516,0.268,0.216
0.496,0.278,0.226
0.474,0.295,0.232
0.440,0.320,0.240
0.431,0.328,0.241
0.404,0.340,0.255
0.368,0.342,0.289
0.367,0.333,0.300
0.370,0.333,0.296
0.375,0.333,0.292
0.381,0.333,0.286
0.350,0.350,0.300
0.389,0.333,0.278
0.353,0.353,0.294
0.389,0.333,0.278
0.389,0.333,0.278
0.389,0.333,0.278
0.368,0.368,0.263
0.381,0.333,0.286
0.375,0.333,0.292
0.370,0.333,0.296
0.375,0.312,0.312
0.371,0.314,0.314
0.368,0.316,0.316
0.372,0.326,0.302
0.391,0.326,0.283
0.396,0.333,0.271
0.411,0.339,0.250
0.412,0.338,0.250
0.437,0.333,0.230
0.477,0.308,0.215
0.496,0.293,0.211
0.508,0.281,0.211
0.496,0.288,0.216
0.491,0.298,0.211
0.475,0.313,0.212
0.442,0.325,0.234
0.426,0.333,0.241
0.386,0.341,0.273
0.381,0.333,0.286
0.378,0.324,0.297
0.387,0.323,0.290
0.379,0.310,0.310
0.375,0.333,0.292
0.391,0.304,0.304
0.381,0.333,0.286
0.368,0.368,0.263
0.389,0.333,0.278
0.353,0.353,0.294
0.375,0.375,0.250
0.353,0.353,0.294
0.353,0.353,0.294
0.389,0.333,0.278
0.368,0.368,0.263
0.381,0.333,0.286
0.385,0.308,0.308
0.379,0.310,0.310
0.382,0.324,0.294
0.404,0.340,0.255
0.407,0.322,0.271
0.464,0.290,0.246
0.474,0.282,0.244
0.488,0.268,0.244
0.481,0.272,0.247
0.482,0.277,0.241
0.476,0.280,0.244
0.471,0.294,0.235
0.456,0.298,0.246
0.440,0.300,0.260
0.422,0.311,0.267
0.405,0.324,0.270
0.387,0.323,0.290
0.370,0.333,0.296
0.375,0.333,0.292
0.364,0.318,0.318
0.350,0.350,0.300
0.368,0.368,0.263
0.389,0.333,0.278
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.353,0.353,0.294
0.389,0.333,0.278
0.350,0.350,0.300
0.381,0.333,0.286
0.375,0.333,0.292
0.370,0.333,0.296
0.364,0.333,0.303
0.378,0.324,0.297
0.381,0.310,0.310
0.388,0.327,0.286
0.437,0.324,0.239
0.480,0.290,0.230
0.500,0.273,0.227
0.519,0.262,0.219
0.526,0.263,0.211
0.548,0.247,0.205
0.543,0.252,0.204
0.534,0.261,0.205
0.520,0.271,0.209
0.512,0.278,0.211
0.510,0.281,0.208
0.497,0.290,0.213
0.491,0.296,0.213
0.484,0.301,0.216
0.474,0.304,0.222
0.473,0.302,0.225
0.474,0.301,0.226
0.479,0.301,0.219
0.493,0.295,0.212
0.489,0.292,0.219
0.486,0.297,0.217
0.489,0.296,0.215
0.489,0.298,0.213
0.493,0.293,0.213
0.497,0.288,0.216
0.497,0.287,0.217
0.503,0.284,0.213
0.511,0.287,0.202
0.513,0.285,0.202
0.519,0.273,0.208
0.519,0.271,0.209
0.521,0.270,0.208
0.512,0.275,0.213
0.508,0.283,0.209
0.510,0.282,0.208
0.508,0.281,0.211
0.505,0.282,0.214
0.502,0.281,0.217
0.504,0.274,0.222
0.502,0.270,0.227
0.502,0.267,0.231
0.500,0.269,0.231
0.497,0.268,0.235
0.490,0.275,0.235
0.486,0.275,0.239
0.486,0.275,0.239
0.484,0.274,0.242
0.482,0.277,0.241
0.472,0.283,0.245
0.465,0.283,0.253
0.466,0.282,0.252
0.470,0.280,0.250
0.460,0.276,0.264
0.459,0.282,0.259
0.465,0.279,0.256
0.470,0.277,0.253
0.467,0.280,0.253
0.481,0.278,0.241
0.494,0.273,0.234
0.493,0.268,0.239
0.493,0.268,0.239
0.507,0.260,0.233
0.493,0.261,0.246
0.484,0.266,0.250
0.492,0.254,0.254
0.483,0.267,0.250
0.483,0.259,0.259
0.492,0.254,0.254
0.483,0.259,0.259
0.481,0.259,0.259
0.471,0.255,0.275
0.480,0.260,0.260
0.469,0.265,0.265
0.467,0.267,0.267
0.468,0.277,0.255
0.479,0.271,0.250
0.477,0.273,0.250
0.477,0.273,0.250
0.477,0.273,0.250
0.465,0.279,0.256
0.463,0.268,0.268
0.462,0.282,0.256
0.462,0.282,0.256
0.462,0.282,0.256
0.462,0.282,0.256
0.465,0.279,0.256
0.465,0.279,0.256
0.463,0.268,0.268
0.463,0.268,0.268
0.465,0.279,0.256
0.477,0.273,0.250
0.490,0.265,0.245
0.490,0.265,0.245
0.479,0.271,0.250
0.479,0.271,0.250
0.468,0.277,0.255
0.457,0.283,0.261
0.449,0.306,0.245
0.442,0.308,0.250
0.431,0.314,0.255
0.420,0.320,0.260
0.408,0.327,0.265
0.408,0.327,0.265
0.420,0.300,0.280
0.420,0.300,0.280
0.417,0.292,0.292
0.386,0.318,0.295
0.372,0.326,0.302
0.357,0.333,0.310
0.359,0.333,0.308
0.368,0.316,0.316
0.368,0.316,0.316
0.361,0.333,0.306
0.324,0.353,0.324
0.300,0.367,0.333
0.280,0.360,0.360
0.304,0.348,0.348
0.304,0.348,0.348
0.263,0.368,0.368
0.294,0.353,0.353
0.286,0.357,0.357
0.333,0.333,0.333
0.286,0.357,0.357
0.250,0.375,0.375
0.300,0.350,0.350
0.304,0.348,0.348
0.292,0.375,0.333
0.321,0.357,0.321
0.323,0.355,0.323
0.323,0.355,0.323
0.344,0.344,0.312
0.364,0.333,0.303
0.361,0.333,0.306
0.361,0.333,0.306
0.359,0.333,0.308
0.357,0.333,0.310
0.349,0.349,0.302
0.356,0.333,0.311
0.383,0.319,0.298
0.396,0.312,0.292
0.396,0.312,0.292
0.404,0.298,0.298
0.404,0.298,0.298
0.417,0.292,0.292
0.429,0.286,0.286
0.429,0.286,0.286
0.426,0.298,0.277
0.437,0.292,0.271
0.449,0.286,0.265
0.437,0.292,0.271
0.426,0.298,0.277
0.437,0.292,0.271
0.435,0.304,0.261
0.439,0.293,0.268
0.436,0.308,0.256
0.459,0.297,0.243
0.444,0.306,0.250
0.437,0.312,0.250
0.423,0.308,0.269
0.458,0.292,0.250
0.476,0.286,0.238
0.450,0.300,0.250
0.421,0.316,0.263
0.444,0.278,0.278
0.437,0.312,0.250
0.437,0.312,0.250
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.385,0.308,0.308
0.417,0.333,0.250
0.417,0.333,0.250
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.364,0.364,0.273
0.385,0.308,0.308
0.357,0.357,0.286
0.357,0.357,0.286
0.385,0.308,0.308
0.333,0.333,0.333
0.357,0.357,0.286
0.412,0.294,0.294
0.421,0.316,0.263
0.450,0.300,0.250
0.450,0.300,0.250
0.435,0.304,0.261
0.429,0.321,0.250
0.448,0.310,0.241
0.452,0.323,0.226
0.469,0.312,0.219
0.457,0.314,0.229
0.457,0.314,0.229
0.432,0.324,0.243
0.432,0.324,0.243
0.425,0.325,0.250
0.419,0.326,0.256
0.404,0.340,0.255
0.404,0.327,0.269
0.396,0.340,0.264
0.396,0.340,0.264
0.396,0.340,0.264
0.404,0.333,0.263
0.417,0.333,0.250
0.410,0.328,0.262
0.413,0.317,0.270
0.424,0.318,0.258
0.429,0.314,0.257
0.434,0.316,0.250
0.427,0.317,0.256
0.435,0.318,0.247
0.427,0.326,0.247
0.432,0.326,0.242
0.431,0.324,0.245
0.432,0.324,0.243
0.431,0.328,0.241
0.419,0.333,0.248
0.407,0.339,0.254
0.395,0.345,0.261
0.403,0.339,0.258
0.406,0.336,0.258
0.417,0.333,0.250
0.433,0.326,0.241
0.441,0.317,0.241
0.446,0.318,0.236
0.457,0.311,0.232
0.468,0.301,0.231
0.478,0.298,0.224
0.488,0.294,0.219
0.483,0.295,0.221
0.487,0.293,0.220
0.483,0.295,0.221
0.493,0.289,0.217
0.497,0.291,0.212
0.506,0.284,0.210
0.519,0.273,0.209
0.524,0.262,0.215
0.519,0.262,0.219
0.516,0.269,0.214
0.509,0.283,0.208
0.491,0.308,0.201
0.447,0.355,0.197
0.485,0.288,0.227
0.436,0.287,0.277
0.378,0.311,0.311
0.342,0.329,0.329
0.349,0.313,0.337
0.348,0.315,0.337
0.337,0.326,0.337
0.318,0.330,0.352
0.311,0.338,0.351
0.280,0.360,0.360
0.259,0.370,0.370
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.273,0.364,0.364
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.308,0.308,0.385
0.308,0.308,0.385
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.250,0.333,0.417
0.308,0.308,0.385
0.308,0.308,0.385
0.273,0.364,0.364
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.462,0.308,0.231
0.462,0.308,0.231
0.462,0.308,0.231
0.500,0.286,0.214
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.467,0.267,0.267
0.500,0.250,0.250
0.500,0.250,0.250
0.500,0.250,0.250
0.471,0.294,0.235
0.471,0.294,0.235
0.471,0.294,0.235
0.500,0.278,0.222
0.474,0.263,0.263
0.474,0.263,0.263
0.474,0.263,0.263
0.474,0.263,0.263
0.450,0.300,0.250
0.450,0.300,0.250
0.476,0.286,0.238
0.476,0.286,0.238
0.476,0.286,0.238
0.476,0.286,0.238
0.476,0.286,0.238
0.455,0.273,0.273
0.455,0.273,0.273
0.455,0.273,0.273
0.476,0.286,0.238
0.455,0.273,0.273
0.478,0.261,0.261
0.500,0.273,0.227
0.500,0.273,0.227
0.476,0.286,0.238
0.500,0.250,0.250
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.250,0.250
0.500,0.286,0.214
0.538,0.231,0.231
0.500,0.250,0.250
0.500,0.250,0.250
0.545,0.273,0.182
0.542,0.250,0.208
0.500,0.231,0.269
0.476,0.238,0.286
0.476,0.238,0.286
0.450,0.250,0.300
0.429,0.250,0.321
0.450,0.200,0.350
0.471,0.294,0.235
0.485,0.273,0.242
0.519,0.259,0.222
0.500,0.286,0.214
0.483,0.276,0.241
0.471,0.235,0.294
0.517,0.207,0.276
0.562,0.236,0.202
0.467,0.267,0.267
0.471,0.235,0.294
0.474,0.263,0.263
0.471,0.235,0.294
0.467,0.267,0.267
0.462,0.231,0.308
0.500,0.250,0.250
0.558,0.233,0.209
0.436,0.209,0.355
0.500,0.279,0.221
0.547,0.248,0.205
0.560,0.226,0.214
0.571,0.214,0.214
0.552,0.207,0.241
0.579,0.211,0.211
0.571,0.190,0.238
0.588,0.235,0.176
0.588,0.235,0.176
0.611,0.222,0.167
0.571,0.238,0.190
0.609,0.217,0.174
0.600,0.233,0.167
0.594,0.219,0.187
0.604,0.208,0.189
0.615,0.205,0.179
0.619,0.206,0.175
0.603,0.224,0.172
0.593,0.222,0.185
0.588,0.216,0.196
0.591,0.197,0.212
0.586,0.193,0.221
0.583,0.200,0.217
0.583,0.200,0.217
0.580,0.204,0.215
0.575,0.218,0.207
0.577,0.215,0.208
0.584,0.198,0.218
0.602,0.211,0.188
0.592,0.225,0.183
0.583,0.229,0.187
0.533,0.267,0.200
0.579,0.211,0.211
0.611,0.222,0.167
0.591,0.227,0.182
0.583,0.208,0.208
0.595,0.216,0.189
0.567,0.233,0.200
0.583,0.222,0.194
0.582,0.236,0.182
0.587,0.231,0.183
0.587,0.220,0.193
0.591,0.215,0.194
0.600,0.200,0.200
0.595,0.198,0.207
0.590,0.193,0.217
0.590,0.193,0.217
0.581,0.204,0.215
0.589,0.199,0.212
0.586,0.229,0.185
0.596,0.224,0.180
0.603,0.219,0.178
0.600,0.222,0.178
0.556,0.222,0.222
0.579,0.211,0.211
0.567,0.200,0.233
0.588,0.176,0.235
0.583,0.208,0.208
0.600,0.200,0.200
0.611,0.222,0.167
0.588,0.235,0.176
0.588,0.235,0.176
0.607,0.214,0.179
0.593,0.222,0.185
0.588,0.235,0.176
0.571,0.238,0.190
0.611,0.222,0.167
0.571,0.238,0.190
0.588,0.235,0.176
0.562,0.250,0.187
0.562,0.250,0.187
0.600,0.200,0.200
0.571,0.214,0.214
0.538,0.231,0.231
0.571,0.214,0.214
0.615,0.231,0.154
0.565,0.196,0.239
0.545,0.227,0.227
0.529,0.235,0.235
0.561,0.228,0.211
0.538,0.256,0.205
0.476,0.310,0.214
0.433,0.200,0.367
0.522,0.217,0.261
0.538,0.231,0.231
0.526,0.263,0.211
0.542,0.250,0.208
0.577,0.231,0.192
0.600,0.200,0.200
0.571,0.238,0.190
0.565,0.217,0.217
0.533,0.267,0.200
0.556,0.222,0.222
0.556,0.222,0.222
0.556,0.222,0.222
0.588,0.235,0.176
0.588,0.235,0.176
0.562,0.250,0.187
0.562,0.250,0.187
0.533,0.267,0.200
0.500,0.278,0.222
0.500,0.278,0.222
0.500,0.278,0.222
0.526,0.263,0.211
0.500,0.250,0.250
0.500,0.273,0.227
0.500,0.273,0.227
0.500,0.273,0.227
0.500,0.250,0.250
0.500,0.250,0.250
0.480,0.280,0.240
0.480,0.280,0.240
0.480,0.280,0.240
0.500,0.269,0.231
0.483,0.276,0.241
0.500,0.267,0.233
0.500,0.278,0.222
0.500,0.275,0.225
0.514,0.257,0.229
0.483,0.276,0.241
0.471,0.265,0.265
0.486,0.243,0.270
0.474,0.289,0.237
0.463,0.293,0.244
0.452,0.290,0.258
0.444,0.278,0.278
0.500,0.250,0.250
0.444,0.278,0.278
0.450,0.300,0.250
0.444,0.278,0.278
0.450,0.300,0.250
0.429,0.286,0.286
0.429,0.286,0.286
0.450,0.300,0.250
0.421,0.316,0.263
0.444,0.278,0.278
0.444,0.278,0.278
0.421,0.316,0.263
0.444,0.278,0.278
