aX,aY,aZ,gX,gY,gZ
-0.449,1.139,-1.260,-53.955,-24.292,-7.202
-0.453,1.132,-1.237,-56.946,-27.649,-8.484
-0.457,1.126,-1.224,-58.960,-30.701,-9.521
-0.483,1.110,-1.221,-61.096,-32.837,-10.498
-0.500,1.095,-1.204,-64.331,-36.255,-11.292
-0.510,1.081,-1.193,-67.505,-39.246,-11.108
-0.508,1.082,-1.194,-69.580,-41.199,-8.423
-0.499,1.092,-1.196,-70.740,-42.603,-5.676
-0.481,1.112,-1.205,-71.838,-44.006,-3.113
-0.461,1.132,-1.228,-73.364,-44.067,-0.366
-0.436,1.155,-1.240,-76.782,-43.823,0.854
-0.417,1.165,-1.233,-82.458,-43.823,0.793
-0.407,1.151,-1.209,-88.318,-45.349,0.610
-0.398,1.120,-1.186,-92.773,-47.302,0.183
-0.397,1.092,-1.157,-97.168,-48.828,-0.427
-0.382,1.068,-1.140,-101.318,-47.668,0.793
-0.381,1.076,-1.146,-103.760,-42.969,4.395
-0.371,1.118,-1.167,-105.774,-38.025,9.521
-0.339,1.156,-1.189,-107.910,-34.912,14.404
-0.313,1.181,-1.200,-110.840,-34.607,16.296
-0.282,1.194,-1.196,-114.990,-38.452,15.015
-0.261,1.168,-1.177,-120.056,-42.542,12.573
-0.237,1.145,-1.135,-126.831,-44.983,10.193
-0.233,1.136,-1.090,-134.277,-42.969,9.033
-0.225,1.124,-1.059,-138.184,-39.124,9.827
-0.202,1.122,-1.051,-140.442,-35.645,11.780
-0.187,1.125,-1.052,-141.479,-35.156,12.939
-0.173,1.128,-1.030,-141.968,-41.382,10.376
-0.147,1.111,-0.967,-144.836,-53.772,4.639
-0.122,1.073,-0.885,-148.010,-66.406,-2.991
-0.112,1.005,-0.796,-152.283,-74.219,-10.742
-0.104,0.919,-0.705,-157.532,-76.477,-16.541
-0.101,0.847,-0.627,-161.682,-70.923,-19.104
-0.108,0.800,-0.566,-164.734,-60.120,-19.592
-0.116,0.760,-0.516,-166.077,-50.598,-18.555
-0.094,0.713,-0.482,-165.405,-45.410,-15.930
-0.068,0.675,-0.450,-163.269,-43.762,-14.282
-0.039,0.635,-0.418,-159.668,-45.837,-15.686
-0.006,0.586,-0.385,-155.640,-52.185,-19.165
0.024,0.529,-0.331,-154.236,-59.265,-23.621
0.056,0.470,-0.271,-154.541,-61.829,-28.870
0.058,0.407,-0.206,-155.334,-60.547,-34.119
0.071,0.345,-0.135,-155.579,-58.594,-38.025
0.088,0.273,-0.061,-154.175,-56.946,-40.161
0.089,0.200,-0.001,-148.621,-56.091,-42.786
0.096,0.121,0.051,-140.991,-57.190,-46.204
0.107,0.027,0.097,-132.324,-59.509,-48.950
0.109,-0.065,0.144,-125.122,-60.852,-51.208
0.099,-0.157,0.197,-119.568,-58.533,-53.650
0.099,-0.245,0.247,-114.075,-49.622,-53.650
0.106,-0.326,0.267,-107.666,-34.851,-49.500
0.099,-0.373,0.258,-99.487,-17.517,-43.213
0.082,-0.380,0.237,-88.013,-3.540,-36.377
0.091,-0.376,0.191,-73.792,5.249,-28.687
0.085,-0.373,0.129,-59.204,8.179,-21.362
0.070,-0.370,0.073,-46.875,6.226,-17.029
0.062,-0.392,0.048,-39.368,1.892,-16.724
0.058,-0.427,0.053,-36.194,-1.892,-18.555
0.063,-0.469,0.088,-35.828,-1.404,-20.752
0.081,-0.507,0.136,-36.255,3.540,-21.973
0.083,-0.530,0.174,-34.912,10.925,-20.630
0.072,-0.544,0.185,-28.381,18.188,-18.066
0.067,-0.551,0.170,-18.616,23.254,-16.113
0.055,-0.547,0.151,-7.568,23.621,-15.564
0.034,-0.536,0.150,2.808,17.883,-16.479
0.008,-0.539,0.153,13.123,8.972,-18.555
-0.009,-0.543,0.157,22.949,1.709,-19.592
-0.011,-0.525,0.161,31.189,-1.221,-15.991
0.003,-0.507,0.164,39.001,0.305,-10.315
0.022,-0.481,0.151,46.936,4.761,-5.310
0.025,-0.431,0.121,55.481,9.399,-1.587
0.023,-0.382,0.080,65.491,12.207,0.916
0.018,-0.344,0.032,74.768,12.878,2.014
0.010,-0.294,0.001,82.275,12.329,1.587
-0.006,-0.237,-0.012,86.548,11.414,0.366
-0.020,-0.199,-0.013,90.027,11.780,-1.099
-0.024,-0.159,-0.016,93.872,15.198,-0.305
-0.028,-0.114,-0.044,98.877,20.691,2.808
-0.060,-0.063,-0.101,106.689,26.611,5.859
-0.083,-0.003,-0.173,114.990,30.090,8.484
-0.095,0.038,-0.248,122.803,30.579,11.475
-0.099,0.074,-0.306,129.272,26.855,13.306
-0.096,0.136,-0.323,132.324,21.484,14.038
-0.086,0.202,-0.293,132.568,17.029,14.038
-0.069,0.276,-0.241,131.531,14.526,13.916
-0.056,0.348,-0.215,131.958,14.099,14.343
-0.057,0.408,-0.271,138.062,19.287,14.893
-0.101,0.458,-0.391,147.766,28.625,14.404
-0.146,1.175,-1.222,140.259,65.308,36.621
-0.174,1.165,-1.237,139.221,66.833,36.316
-0.217,1.184,-1.245,140.808,63.171,37.354
-0.245,1.243,-1.266,143.066,56.458,39.124
-0.248,1.306,-1.307,142.029,50.659,41.138
-0.260,1.331,-1.374,138.306,47.668,40.100
-0.308,1.344,-1.438,133.545,45.837,35.095
-0.321,1.358,-1.475,126.160,41.687,30.151
-0.304,1.382,-1.500,117.126,35.767,27.039
-0.291,1.389,-1.512,106.201,32.288,23.621
-0.301,1.356,-1.521,94.238,34.119,18.494
-0.300,1.329,-1.523,80.872,39.246,15.076
-0.310,1.319,-1.521,68.604,45.654,15.137
-0.319,1.358,-1.519,59.509,50.354,16.602
-0.304,1.391,-1.589,58.533,51.697,17.151
-0.296,1.429,-1.728,65.369,45.959,17.517
-0.352,1.488,-1.874,72.632,32.288,16.724
-0.429,1.530,-2.042,74.402,19.775,11.047
-0.443,1.563,-2.155,63.843,13.550,4.028
-0.415,1.603,-2.177,36.865,11.230,0.488
-0.443,1.591,-2.057,0.916,9.460,-3.479
-0.419,1.551,-1.900,-30.396,13.794,-5.249
-0.383,1.490,-1.695,-49.988,10.986,-5.737
-0.356,1.393,-1.477,-61.096,-1.465,-8.850
-0.327,1.318,-1.328,-62.622,-13.733,-12.573
-0.318,1.233,-1.259,-58.472,-24.841,-18.372
-0.328,1.184,-1.260,-56.702,-35.583,-24.475
-0.361,1.207,-1.287,-58.960,-39.917,-25.330
-0.383,1.271,-1.346,-62.866,-34.546,-18.616
-0.376,1.310,-1.404,-68.298,-23.193,-10.071
-0.360,1.356,-1.445,-76.172,-11.658,-3.601
-0.368,1.391,-1.471,-85.754,-4.333,-0.305
-0.373,1.400,-1.463,-95.398,-3.296,-1.770
-0.381,1.383,-1.426,-104.736,-7.385,-4.578
-0.384,1.353,-1.353,-111.450,-16.113,-7.446
-0.373,1.341,-1.262,-115.723,-27.588,-10.010
-0.346,1.306,-1.176,-117.249,-37.903,-11.658
-0.327,1.253,-1.112,-115.906,-45.410,-14.038
-0.307,1.245,-1.049,-117.188,-51.270,-16.052
-0.297,1.239,-0.997,-119.995,-54.077,-17.212
-0.306,1.203,-0.957,-121.399,-53.345,-17.944
-0.322,1.165,-0.918,-123.840,-49.683,-18.250
-0.323,1.134,-0.883,-127.991,-45.715,-17.334
-0.321,1.090,-0.870,-130.432,-42.908,-15.686
-0.346,1.045,-0.878,-129.761,-41.809,-15.076
-0.324,1.032,-0.879,-129.578,-45.044,-14.160
-0.310,1.017,-0.861,-129.822,-51.514,-12.451
-0.298,0.991,-0.857,-128.174,-57.678,-11.902
-0.281,0.976,-0.863,-125.977,-60.730,-11.902
-0.248,0.965,-0.879,-125.183,-62.256,-10.132
-0.230,0.965,-0.890,-123.596,-62.439,-7.629
-0.188,0.977,-0.880,-124.390,-62.256,-5.249
-0.146,0.976,-0.853,-127.136,-60.913,-3.540
-0.114,0.973,-0.825,-129.333,-59.082,-2.747
-0.111,0.951,-0.799,-131.409,-58.899,-3.601
-0.087,0.919,-0.774,-133.789,-60.974,-6.226
-0.082,0.871,-0.751,-134.644,-63.843,-10.803
-0.073,0.822,-0.707,-135.132,-68.298,-16.357
-0.052,0.785,-0.644,-137.512,-73.914,-19.775
-0.036,0.762,-0.572,-139.954,-77.026,-22.217
-0.007,0.730,-0.512,-140.015,-74.585,-23.437
0.029,0.696,-0.489,-139.038,-66.223,-23.193
0.036,0.672,-0.488,-138.611,-55.542,-23.193
0.017,0.650,-0.481,-138.916,-47.241,-24.719
0.009,0.610,-0.463,-140.747,-44.067,-26.306
0.006,0.513,-0.437,-142.395,-46.082,-28.381
0.002,0.378,-0.376,-143.250,-49.622,-30.945
0.001,0.279,-0.289,-145.081,-50.720,-34.424
0.020,0.209,-0.170,-147.949,-49.072,-37.170
0.049,0.167,-0.047,-149.658,-44.434,-35.706
0.089,0.128,0.053,-148.682,-37.170,-30.212
0.125,0.077,0.132,-144.226,-27.832,-24.414
0.150,0.020,0.190,-136.353,-20.813,-20.935
0.150,-0.040,0.254,-125.732,-18.616,-21.790
0.193,-0.141,0.318,-111.511,-21.851,-25.513
0.204,-0.207,0.345,-98.450,-31.616,-29.907
0.187,-0.289,0.370,-85.144,-41.321,-35.156
0.159,-0.383,0.396,-72.388,-45.044,-40.771
0.141,-0.465,0.413,-59.082,-39.429,-42.175
0.127,-0.521,0.422,-46.021,-25.940,-37.964
0.109,-0.539,0.413,-34.302,-9.583,-29.175
0.102,-0.529,0.381,-23.010,6.042,-17.395
0.102,-0.502,0.328,-12.207,19.592,-5.005
0.083,-0.485,0.273,-2.991,29.358,3.601
0.089,-0.481,0.225,4.028,35.522,7.751
0.081,-0.462,0.196,8.606,37.537,9.094
0.064,-0.451,0.186,12.695,35.400,7.080
0.051,-0.467,0.177,18.250,31.494,2.869
0.045,-0.480,0.185,23.682,27.466,-0.610
0.039,-0.466,0.202,29.846,23.743,-1.587
0.048,-0.448,0.203,38.757,21.057,-0.488
0.064,-0.434,0.191,48.828,19.592,0.916
0.059,-0.403,0.179,57.861,18.738,2.075
0.042,-0.381,0.165,66.101,18.433,3.662
0.032,-0.358,0.159,73.547,20.508,6.104
0.038,-0.313,0.159,78.857,23.376,10.681
0.044,-0.257,0.156,84.412,25.879,16.235
0.033,-0.195,0.171,91.492,29.480,20.752
0.031,-0.106,0.171,100.281,32.959,24.353
0.037,-0.019,0.147,111.816,34.546,27.222
0.047,0.053,0.119,125.732,34.668,29.236
0.049,0.122,0.092,140.320,34.302,30.823
0.041,0.200,0.096,151.733,33.203,33.752
0.016,0.283,0.086,161.011,32.471,35.156
-0.000,0.353,0.070,168.518,35.034,35.522
-0.004,0.417,0.030,174.316,40.466,36.133
-0.048,0.455,-0.089,179.260,48.828,34.973
-0.118,0.564,-0.223,181.396,57.129,31.860
-0.172,0.699,-0.365,179.565,60.852,30.945
-0.197,0.727,-0.495,179.871,59.021,31.128
-0.150,0.691,-0.580,178.223,51.514,26.245
-0.120,0.704,-0.592,170.959,42.236,20.630
-0.091,0.724,-0.576,165.588,35.767,16.296
-0.087,0.746,-0.619,166.382,33.569,11.169
-0.123,0.822,-0.694,168.640,32.471,7.507
-0.176,0.906,-0.742,169.434,30.273,7.019
-0.212,0.958,-0.779,170.227,27.710,7.996
-0.225,1.020,-0.790,167.786,25.024,9.216
-0.214,1.075,-0.769,162.292,23.254,10.620
-0.186,1.318,-1.075,154.297,37.415,15.747
-0.202,1.315,-1.066,153.931,16.052,7.568
-0.211,1.305,-1.039,153.198,-5.310,-2.563
-0.255,1.301,-0.990,152.222,-15.198,-7.568
-0.237,1.295,-0.997,149.658,-11.230,-3.174
-0.221,1.336,-1.048,141.479,8.728,7.935
-0.229,1.401,-1.146,130.066,39.307,21.484
-0.236,1.466,-1.245,119.202,67.810,33.997
-0.238,1.520,-1.344,110.229,82.520,39.978
-0.217,1.497,-1.392,102.661,76.050,35.645
-0.217,1.477,-1.408,97.473,53.162,23.010
-0.247,1.464,-1.422,96.069,29.602,8.789
-0.288,1.461,-1.434,93.506,15.564,0.488
-0.283,1.475,-1.452,85.144,14.526,2.319
-0.269,1.498,-1.497,72.754,27.100,10.437
-0.270,1.530,-1.554,60.852,44.556,18.127
-0.264,1.562,-1.649,52.856,59.326,23.437
-0.265,1.578,-1.743,45.898,66.467,26.550
-0.291,1.591,-1.831,38.574,65.918,26.306
-0.306,1.610,-1.899,30.640,60.120,22.949
-0.318,1.612,-1.944,22.766,50.293,18.127
-0.323,1.626,-1.967,15.381,38.269,13.367
-0.324,1.625,-1.970,9.399,25.208,9.583
-0.317,1.615,-1.955,4.089,10.559,4.700
-0.298,1.615,-1.940,-1.587,-2.014,-0.854
-0.297,1.612,-1.914,-8.423,-11.536,-5.554
-0.300,1.611,-1.865,-17.273,-18.921,-8.972
-0.311,1.589,-1.818,-27.954,-22.400,-10.254
-0.317,1.559,-1.784,-38.086,-21.912,-10.437
-0.335,1.568,-1.774,-48.279,-19.775,-9.644
-0.357,1.606,-1.777,-58.167,-16.479,-8.118
-0.366,1.618,-1.776,-68.176,-15.625,-6.653
-0.363,1.617,-1.745,-79.651,-18.860,-7.202
-0.356,1.606,-1.670,-91.309,-25.330,-10.071
-0.376,1.565,-1.557,-100.708,-34.729,-15.686
-0.397,1.501,-1.460,-106.323,-43.518,-20.203
-0.401,1.470,-1.396,-109.253,-47.363,-19.958
-0.415,1.459,-1.308,-111.816,-51.575,-18.799
-0.405,1.439,-1.253,-117.737,-51.270,-15.808
-0.372,1.430,-1.207,-126.465,-46.448,-11.597
-0.344,1.433,-1.143,-137.085,-41.443,-7.080
-0.288,1.427,-1.070,-146.179,-40.039,-4.211
-0.242,1.423,-0.997,-151.062,-42.175,-3.052
-0.228,1.387,-0.953,-151.733,-46.753,-5.005
-0.216,1.324,-0.908,-150.513,-52.063,-9.949
-0.195,1.271,-0.859,-151.978,-58.960,-13.550
-0.201,1.239,-0.797,-155.212,-64.453,-15.625
-0.204,1.208,-0.741,-158.020,-65.430,-16.418
-0.178,1.175,-0.683,-160.461,-62.683,-16.052
-0.162,1.139,-0.633,-162.048,-59.326,-14.771
-0.142,1.101,-0.570,-163.147,-56.152,-14.282
-0.109,1.043,-0.525,-163.086,-53.894,-14.221
-0.107,0.965,-0.486,-161.499,-52.917,-16.296
-0.102,0.897,-0.444,-160.400,-52.063,-19.775
-0.108,0.842,-0.419,-158.630,-50.354,-21.301
-0.103,0.814,-0.401,-155.396,-47.485,-20.813
-0.089,0.790,-0.413,-152.466,-44.250,-19.470
-0.084,0.760,-0.431,-147.766,-41.138,-19.104
-0.064,0.722,-0.439,-144.836,-40.955,-19.714
-0.026,0.670,-0.431,-144.043,-43.945,-21.118
0.007,0.623,-0.417,-144.470,-48.157,-24.536
-0.000,0.579,-0.402,-142.883,-52.490,-28.625
0.017,0.541,-0.415,-138.977,-54.993,-31.311
-0.004,0.499,-0.429,-133.667,-57.251,-33.569
-0.007,0.468,-0.433,-130.859,-59.814,-35.767
-0.038,0.446,-0.429,-128.052,-61.890,-37.964
-0.038,0.417,-0.377,-126.404,-67.261,-40.955
-0.016,0.360,-0.295,-125.671,-75.500,-44.373
0.023,0.280,-0.195,-123.718,-83.496,-49.072
0.061,0.205,-0.077,-120.056,-88.989,-53.406
0.107,0.122,0.028,-114.197,-90.271,-55.542
0.132,0.036,0.095,-105.347,-85.449,-56.030
0.154,-0.046,0.141,-96.375,-75.195,-54.871
0.182,-0.127,0.161,-89.478,-62.988,-52.429
0.173,-0.192,0.160,-83.191,-51.086,-49.622
0.113,-0.243,0.155,-76.965,-39.307,-47.485
0.074,-0.314,0.153,-71.716,-31.372,-46.021
0.051,-0.384,0.162,-66.284,-25.574,-42.908
0.045,-0.440,0.176,-60.547,-21.362,-38.635
0.046,-0.477,0.200,-53.772,-18.372,-34.424
0.058,-0.505,0.224,-44.495,-17.639,-29.419
0.083,-0.547,0.231,-32.166,-19.592,-25.818
0.109,-0.575,0.237,-17.944,-23.743,-23.865
0.124,-0.583,0.249,-3.601,-29.968,-23.437
0.127,-0.591,0.255,10.132,-35.339,-24.414
0.108,-0.607,0.241,21.973,-34.302,-24.658
0.066,-0.621,0.220,30.212,-24.597,-22.400
0.028,-0.622,0.204,35.034,-9.460,-15.442
0.005,-0.603,0.179,37.476,7.324,-4.761
0.008,-0.567,0.155,38.513,23.560,6.897
0.026,-0.525,0.130,39.551,35.706,16.846
0.063,-0.495,0.111,41.809,42.358,23.437
0.104,-0.463,0.102,46.387,43.213,26.367
0.123,-0.413,0.104,52.002,40.344,25.696
0.129,-0.393,0.101,59.570,36.194,22.095
0.125,-0.389,0.082,68.298,32.471,17.700
0.096,-0.349,0.071,76.172,31.433,14.954
0.066,-0.297,0.066,82.886,31.677,14.832
0.037,-0.254,0.070,88.989,31.250,16.846
0.025,-0.205,0.078,94.543,32.288,19.653
0.016,-0.139,0.083,98.511,36.804,22.827
0.002,-0.094,0.070,103.149,43.030,25.574
0.004,-0.068,0.045,108.704,48.340,27.161
-0.006,-0.009,0.018,114.685,52.917,28.809
-0.028,0.062,-0.010,121.582,56.519,30.396
-0.037,0.127,-0.027,128.357,58.655,31.555
-0.021,0.209,-0.011,132.019,57.800,32.654
-0.029,0.305,0.009,133.545,56.152,33.142
-0.060,0.362,0.003,138.245,55.054,31.372
-0.085,0.413,-0.039,146.667,53.223,29.236
-0.146,0.472,-0.117,157.043,48.645,27.893
-0.218,0.509,-0.195,168.823,42.725,26.733
-0.240,0.548,-0.251,176.819,32.166,27.832
-0.208,0.604,-0.296,180.420,19.043,31.555
-0.205,0.662,-0.318,181.885,8.972,33.875
-0.172,0.715,-0.318,179.749,5.188,37.720
-0.132,0.763,-0.366,176.636,11.108,46.021
-0.149,0.861,-0.497,175.842,29.236,56.641
-0.214,1.024,-0.664,176.086,52.734,68.909
-0.131,1.618,-1.082,149.536,57.739,71.411
-0.128,1.627,-1.145,137.634,69.275,74.036
-0.084,1.569,-1.174,125.366,71.045,67.810
-0.113,1.579,-1.195,114.319,70.129,58.350
-0.192,1.630,-1.241,105.469,73.486,50.598
-0.233,1.679,-1.347,101.196,80.627,47.852
-0.266,1.715,-1.488,97.473,88.318,48.950
-0.307,1.748,-1.620,91.614,93.689,47.424
-0.342,1.748,-1.705,82.275,90.759,41.992
-0.347,1.673,-1.738,71.716,76.172,33.875
-0.371,1.604,-1.746,62.012,60.303,25.391
-0.460,1.586,-1.768,54.199,54.688,20.447
-0.521,1.567,-1.844,48.523,59.265,22.095
-0.568,1.563,-2.000,45.044,71.411,30.579
-0.613,1.587,-2.140,40.039,84.961,41.870
-0.647,1.651,-2.248,32.837,93.018,50.354
-0.662,1.725,-2.318,22.705,88.379,53.345
-0.662,1.774,-2.338,13.672,70.007,48.584
-0.656,1.755,-2.322,9.033,38.818,36.194
-0.661,1.730,-2.281,3.296,3.662,20.935
-0.703,1.711,-2.230,-1.770,-24.048,7.568
-0.722,1.674,-2.164,-7.324,-42.419,-2.136
-0.688,1.647,-2.087,-16.724,-53.894,-4.822
-0.656,1.636,-1.977,-30.701,-60.120,-3.479
-0.594,1.631,-1.833,-46.265,-63.904,-1.648
-0.548,1.617,-1.713,-58.899,-65.918,-1.770
-0.527,1.588,-1.609,-67.383,-67.688,-4.211
-0.504,1.558,-1.542,-74.280,-70.740,-7.935
-0.504,1.541,-1.499,-79.651,-73.914,-12.207
-0.508,1.538,-1.435,-84.717,-78.003,-14.832
-0.490,1.538,-1.358,-90.576,-83.252,-16.174
-0.478,1.532,-1.283,-96.436,-88.562,-17.700
-0.462,1.527,-1.207,-101.318,-91.431,-20.447
-0.439,1.496,-1.119,-106.506,-93.262,-23.315
-0.413,1.438,-1.043,-111.023,-95.032,-26.001
-0.395,1.394,-0.974,-114.746,-95.825,-27.771
-0.383,1.379,-0.922,-118.225,-94.238,-27.527
-0.391,1.364,-0.892,-120.850,-91.309,-25.818
-0.376,1.342,-0.854,-124.023,-87.585,-23.621
-0.342,1.349,-0.801,-130.554,-84.778,-20.508
-0.315,1.347,-0.740,-138.306,-82.520,-18.188
-0.276,1.299,-0.680,-144.104,-79.712,-17.944
-0.243,1.216,-0.639,-146.973,-77.393,-18.982
-0.209,1.163,-0.588,-152.039,-76.843,-19.897
-0.201,1.130,-0.529,-156.189,-75.684,-20.447
-0.185,1.091,-0.472,-157.837,-73.608,-20.752
-0.134,1.042,-0.427,-157.715,-72.327,-20.386
-0.097,0.998,-0.395,-157.471,-72.876,-21.545
-0.089,0.946,-0.357,-156.128,-73.914,-25.879
-0.078,0.875,-0.319,-155.334,-75.439,-31.006
-0.046,0.777,-0.285,-154.968,-75.195,-34.485
-0.025,0.688,-0.249,-154.297,-71.716,-36.621
-0.015,0.626,-0.198,-154.785,-66.589,-37.598
0.007,0.586,-0.145,-154.480,-61.523,-36.926
0.037,0.546,-0.105,-152.466,-57.312,-35.706
0.069,0.501,-0.071,-149.353,-55.603,-35.889
0.101,0.441,-0.044,-145.325,-56.213,-37.903
0.128,0.369,-0.010,-140.442,-58.105,-41.077
0.140,0.283,0.019,-135.132,-60.852,-45.227
0.153,0.188,0.056,-129.700,-63.782,-50.476
0.179,0.101,0.099,-125.549,-64.514,-54.993
0.191,0.036,0.150,-122.620,-61.768,-56.885
0.185,-0.022,0.203,-117.676,-55.359,-57.556
0.192,-0.101,0.235,-108.093,-47.607,-57.617
0.198,-0.179,0.248,-96.191,-40.955,-57.312
0.198,-0.267,0.245,-84.229,-37.537,-57.312
0.192,-0.350,0.245,-73.425,-36.072,-58.228
0.165,-0.399,0.259,-64.331,-34.546,-58.289
0.129,-0.420,0.274,-55.725,-31.738,-55.969
0.108,-0.445,0.282,-46.875,-27.283,-51.636
0.114,-0.470,0.284,-39.368,-19.409,-43.762
0.125,-0.485,0.275,-33.081,-8.179,-32.837
0.140,-0.482,0.267,-28.992,4.944,-20.813
0.161,-0.476,0.245,-26.794,20.447,-9.521
0.165,-0.475,0.224,-24.963,35.156,-2.075
0.162,-0.469,0.205,-21.606,47.607,2.808
0.159,-0.470,0.187,-17.151,57.312,4.456
0.144,-0.470,0.182,-12.878,62.195,3.235
0.120,-0.456,0.189,-7.996,62.561,1.526
0.104,-0.446,0.202,-0.977,60.608,0.366
0.096,-0.442,0.214,7.690,58.289,-0.793
0.072,-0.438,0.211,17.334,56.091,-2.014
0.029,-0.428,0.205,27.466,54.382,-4.089
0.001,-0.418,0.185,38.269,52.612,-5.371
-0.026,-0.398,0.168,48.950,49.561,-5.310
-0.048,-0.362,0.160,59.326,44.922,-3.784
-0.054,-0.325,0.153,69.031,40.527,-0.427
-0.043,-0.291,0.157,77.759,37.720,3.052
-0.044,-0.231,0.159,84.412,38.025,6.287
-0.059,-0.160,0.140,91.675,42.725,10.498
-0.065,-0.090,0.101,99.792,49.438,16.052
-0.064,-0.002,0.049,107.117,56.396,22.644
-0.063,0.107,-0.013,114.075,63.232,27.954
-0.035,0.231,-0.072,119.995,66.406,31.067
-0.021,0.338,-0.126,123.230,64.697,30.457
-0.003,0.408,-0.191,126.099,61.890,25.146
-0.027,0.437,-0.243,126.709,60.730,17.456
-0.065,0.436,-0.293,126.587,61.401,11.230
-0.086,0.452,-0.377,127.502,64.026,9.277
-0.155,0.515,-0.476,131.653,68.665,9.766
-0.206,0.614,-0.591,137.512,70.557,11.108
-0.245,0.701,-0.717,144.714,62.012,10.742
-0.257,0.732,-0.784,149.658,37.598,6.287
-0.200,0.673,-0.749,149.963,0.427,-1.953
-0.182,0.662,-0.656,149.597,-32.410,-10.864
-0.214,0.703,-0.512,150.696,-52.612,-17.273
-0.208,0.730,-0.396,152.954,-56.091,-15.564
-0.165,0.761,-0.339,155.090,-40.100,-4.395
-0.158,0.834,-0.356,156.982,-7.690,12.390
-0.183,0.924,-0.454,160.889,29.785,29.419
-0.155,1.017,-0.589,163.818,56.702,42.480
-0.180,1.093,-0.728,167.664,65.979,46.875
-0.177,1.129,-0.812,173.096,56.030,41.321
-0.171,1.177,-0.858,173.157,33.325,33.813
-0.184,1.244,-0.859,170.044,11.536,27.893
-0.187,1.321,-0.850,164.856,-0.549,24.170
-0.165,1.396,-0.864,158.203,0.488,25.574
-0.160,1.439,-0.944,151.550,14.954,30.518
-0.182,1.474,-1.058,147.583,36.377,35.034
-0.185,1.463,-1.251,136.047,55.786,34.668
-0.219,1.424,-1.316,129.944,52.307,28.381
-0.277,1.406,-1.358,124.878,50.598,23.987
-0.336,1.433,-1.402,117.615,56.335,26.184
-0.366,1.476,-1.491,110.840,70.007,34.790
-0.385,1.513,-1.627,104.370,87.952,45.410
-0.406,1.555,-1.738,94.727,102.783,52.856
-0.409,1.621,-1.817,82.336,107.605,54.626
-0.429,1.664,-1.873,69.763,100.281,50.537
-0.461,1.648,-1.901,60.852,82.886,40.100
-0.500,1.636,-1.940,56.030,62.866,27.954
-0.571,1.642,-1.994,52.917,47.852,19.043
-0.614,1.647,-2.041,48.401,40.222,15.259
-0.638,1.664,-2.077,41.443,35.706,15.808
-0.650,1.689,-2.080,31.433,29.785,17.029
-0.633,1.669,-2.068,21.362,20.386,16.235
-0.609,1.611,-2.063,13.245,8.423,13.245
-0.633,1.582,-2.065,7.568,-1.343,9.216
-0.654,1.604,-2.085,1.892,-5.615,8.179
-0.631,1.640,-2.103,-5.737,-6.714,11.780
-0.575,1.679,-2.095,-17.395,-8.972,16.602
-0.525,1.703,-2.061,-31.372,-13.184,17.883
-0.483,1.703,-2.000,-44.312,-21.179,14.221
-0.462,1.684,-1.933,-54.199,-33.264,8.423
-0.435,1.672,-1.870,-61.401,-47.852,3.357
-0.442,1.690,-1.824,-68.176,-60.730,-0.671
-0.448,1.689,-1.768,-74.219,-68.970,-4.517
-0.420,1.693,-1.713,-82.703,-73.730,-5.859
-0.401,1.701,-1.645,-94.666,-77.393,-8.301
-0.392,1.727,-1.554,-106.079,-80.322,-11.414
-0.376,1.726,-1.474,-113.892,-78.857,-12.024
-0.339,1.706,-1.381,-118.408,-85.449,-14.954
-0.340,1.669,-1.293,-124.512,-94.910,-22.278
-0.344,1.614,-1.219,-129.761,-104.553,-33.264
-0.357,1.561,-1.148,-134.644,-113.708,-42.603
-0.356,1.529,-1.062,-141.174,-121.338,-48.523
-0.334,1.521,-0.966,-147.583,-125.366,-51.697
-0.298,1.503,-0.862,-152.161,-126.160,-52.429
-0.244,1.462,-0.762,-157.227,-123.779,-52.673
-0.186,1.393,-0.680,-161.011,-116.577,-53.467
-0.173,1.314,-0.617,-164.246,-106.628,-55.725
-0.193,1.241,-0.548,-169.495,-98.999,-59.692
-0.210,1.178,-0.475,-174.561,-95.398,-63.110
-0.220,1.109,-0.406,-176.880,-93.201,-64.209
-0.210,1.030,-0.344,-176.636,-90.759,-62.622
-0.172,0.953,-0.286,-175.415,-87.524,-58.655
-0.123,0.892,-0.235,-174.255,-82.825,-54.504
-0.081,0.831,-0.194,-172.791,-76.782,-52.856
-0.056,0.767,-0.160,-170.654,-69.824,-52.856
-0.031,0.700,-0.120,-168.579,-64.575,-53.162
-0.028,0.622,-0.080,-166.199,-60.791,-53.162
-0.036,0.541,-0.040,-163.330,-57.495,-53.772
-0.022,0.461,-0.002,-161.438,-56.091,-55.481
-0.020,0.378,0.037,-158.691,-57.922,-56.885
0.001,0.303,0.078,-154.602,-59.814,-56.213
0.028,0.245,0.115,-150.696,-58.228,-54.443
0.045,0.204,0.156,-146.729,-52.490,-51.941
0.067,0.155,0.193,-141.541,-44.373,-49.072
0.080,0.099,0.215,-133.606,-36.621,-44.922
0.087,0.014,0.228,-122.559,-30.457,-41.931
0.089,-0.078,0.237,-109.558,-27.344,-41.321
0.093,-0.159,0.251,-97.839,-27.771,-41.260
0.101,-0.219,0.276,-89.050,-30.945,-41.443
0.103,-0.282,0.307,-81.360,-34.668,-40.955
0.112,-0.334,0.336,-72.266,-35.156,-39.429
