aX,aY,aZ,gX,gY,gZ
0.665,0.690,0.010,-116.150,9.827,-129.211
0.682,0.617,0.104,-122.437,10.986,-135.376
0.668,0.567,0.212,-128.784,11.963,-141.907
0.658,0.457,0.277,-129.639,19.104,-148.254
0.555,0.374,0.315,-128.662,30.518,-152.771
0.484,0.294,0.344,-127.258,40.100,-153.320
0.372,0.210,0.316,-122.864,48.523,-151.917
0.288,0.121,0.303,-121.216,58.594,-148.926
0.207,0.049,0.288,-120.422,69.275,-144.409
0.132,0.000,0.288,-118.774,77.637,-139.282
0.083,-0.022,0.291,-113.220,82.214,-134.338
0.028,-0.038,0.279,-104.492,84.595,-131.348
-0.021,-0.062,0.263,-93.140,86.365,-130.981
-0.059,-0.099,0.228,-82.947,84.534,-132.080
-0.075,-0.154,0.205,-72.571,79.529,-134.460
-0.112,-0.193,0.192,-62.317,72.693,-136.475
-0.146,-0.232,0.186,-52.979,67.627,-138.000
-0.162,-0.279,0.175,-43.335,65.247,-137.939
-0.178,-0.294,0.169,-33.569,63.904,-135.193
-0.243,-0.286,0.146,-23.621,64.575,-131.836
-0.290,-0.324,0.093,-14.343,66.406,-130.920
-0.346,-0.387,0.020,-7.141,66.833,-130.066
-0.381,-0.439,-0.032,-2.197,64.148,-126.709
-0.422,-0.471,-0.060,3.113,57.617,-121.826
-0.456,-0.485,-0.087,11.230,47.852,-115.906
-0.457,-0.492,-0.108,21.790,37.048,-109.131
-0.449,-0.466,-0.126,33.813,26.428,-101.807
-0.460,-0.421,-0.144,45.776,16.663,-94.971
-0.453,-0.383,-0.148,55.420,9.094,-90.271
-0.443,-0.365,-0.150,63.171,2.747,-87.585
-0.458,-0.356,-0.154,69.702,-3.784,-86.487
-0.467,-0.358,-0.158,77.881,-11.780,-85.632
-0.454,-0.371,-0.163,88.501,-20.996,-83.008
-0.400,1.068,-1.044,124.634,-3.784,105.652
-0.410,1.086,-1.019,122.070,-5.005,107.727
-0.366,1.092,-1.059,123.840,-2.563,111.694
-0.321,1.117,-1.097,127.502,2.380,116.333
-0.317,1.145,-1.149,126.160,9.460,122.253
-0.362,1.247,-1.180,120.239,19.592,132.141
-0.292,1.414,-1.227,112.976,25.635,143.799
-0.274,1.484,-1.254,103.271,26.733,147.522
-0.241,1.597,-1.318,94.604,28.198,146.179
-0.213,1.667,-1.402,93.018,27.832,137.878
-0.182,1.673,-1.482,92.590,21.973,122.253
-0.167,1.616,-1.530,93.018,12.512,105.042
-0.155,1.546,-1.510,94.604,-0.977,89.905
-0.150,1.509,-1.425,91.187,-18.433,79.651
-0.151,1.469,-1.315,86.121,-33.569,72.571
-0.135,1.449,-1.219,82.397,-40.894,70.313
-0.118,1.429,-1.113,79.407,-45.044,69.458
-0.092,1.380,-1.017,74.951,-50.049,65.063
-0.080,1.318,-0.948,70.435,-52.551,59.509
-0.060,1.269,-0.924,69.031,-52.246,55.176
-0.046,1.202,-0.963,69.519,-49.500,50.964
-0.022,1.126,-1.010,69.946,-44.250,48.523
-0.033,1.117,-1.038,68.787,-40.405,51.392
-0.053,1.173,-1.043,67.322,-38.452,59.448
-0.067,1.263,-1.008,65.613,-40.283,67.261
-0.052,1.331,-0.956,63.538,-44.312,70.557
-0.059,1.381,-0.932,57.617,-45.654,67.688
-0.050,1.369,-0.944,46.082,-43.945,60.059
-0.053,1.268,-0.979,33.325,-40.588,50.476
-0.074,1.171,-1.027,24.841,-36.987,45.898
-0.096,1.140,-1.061,18.555,-35.339,50.049
-0.101,1.166,-1.064,9.094,-38.574,59.875
-0.110,1.227,-1.034,-2.869,-44.678,69.885
-0.117,1.304,-1.006,-16.052,-49.438,76.416
-0.094,1.339,-0.983,-24.475,-54.626,76.782
-0.059,1.373,-0.983,-25.574,-60.852,73.242
-0.041,1.407,-0.992,-23.499,-68.604,66.467
-0.008,1.385,-0.991,-20.630,-77.209,56.641
0.029,1.353,-0.952,-22.827,-84.839,47.485
0.076,1.319,-0.880,-27.954,-89.233,41.870
0.120,1.304,-0.798,-32.471,-88.989,40.100
0.146,1.297,-0.757,-36.682,-82.153,39.490
0.155,1.274,-0.763,-41.931,-70.129,39.001
0.161,1.257,-0.773,-48.645,-57.373,39.368
0.168,1.249,-0.765,-56.274,-47.119,41.504
0.192,1.221,-0.724,-65.125,-37.537,43.884
0.227,1.188,-0.697,-70.007,-25.452,47.424
0.251,1.191,-0.713,-70.618,-5.371,54.077
0.262,1.236,-0.775,-68.420,21.118,62.439
0.264,1.313,-0.805,-65.308,46.692,67.505
0.243,1.373,-0.839,-57.739,67.932,64.087
0.175,1.387,-0.930,-45.349,83.740,52.429
0.109,1.368,-1.058,-40.405,92.041,42.725
0.091,1.323,-1.141,-48.279,95.337,38.452
0.030,1.270,-1.205,-61.462,94.055,36.743
-0.011,1.197,-1.236,-75.012,88.440,37.781
-0.053,1.168,-1.248,-86.731,78.735,40.466
-0.094,1.122,-1.296,-89.111,66.162,40.649
-0.087,1.052,-1.324,-85.693,50.598,38.635
-0.062,0.996,-1.321,-81.665,30.701,36.377
-0.035,0.940,-1.274,-78.552,9.583,34.363
-0.009,0.919,-1.193,-75.806,-7.996,34.424
0.010,0.921,-1.116,-70.801,-20.630,36.560
0.057,0.935,-1.056,-64.514,-27.283,39.734
0.102,0.946,-1.019,-60.364,-28.748,42.175
0.131,0.947,-0.985,-60.242,-28.015,43.640
0.167,0.948,-0.956,-59.448,-24.902,44.617
0.198,0.922,-0.976,-56.152,-22.461,43.518
0.238,0.914,-0.911,-59.265,-25.696,40.710
0.250,0.904,-0.883,-63.599,-28.564,36.377
0.250,0.888,-0.865,-64.026,-28.198,32.227
0.256,0.881,-0.862,-66.162,-27.710,31.067
0.272,0.880,-0.872,-70.923,-27.466,32.593
0.271,0.896,-0.875,-78.918,-27.954,34.546
0.280,0.924,-0.853,-89.539,-30.212,35.278
0.292,0.944,-0.836,-96.985,-32.227,33.081
0.317,0.964,-0.817,-101.929,-34.973,27.832
0.321,0.965,-0.817,-104.004,-37.720,18.799
0.337,0.943,-0.802,-105.103,-40.771,7.263
0.337,0.910,-0.788,-105.896,-45.776,-4.089
0.324,0.875,-0.750,-106.201,-51.270,-13.611
0.327,0.849,-0.717,-104.858,-56.274,-21.057
0.337,0.809,-0.691,-103.210,-59.753,-29.358
0.342,0.776,-0.645,-103.088,-61.401,-36.804
0.346,0.752,-0.607,-104.248,-59.875,-42.297
0.359,0.703,-0.579,-105.896,-55.725,-47.119
0.366,0.674,-0.554,-108.093,-52.368,-51.575
0.339,0.660,-0.556,-108.093,-49.561,-56.763
0.308,0.625,-0.557,-106.262,-48.218,-62.683
0.293,0.580,-0.535,-107.727,-47.302,-68.420
0.278,0.552,-0.505,-111.206,-47.363,-72.693
0.279,0.532,-0.474,-113.525,-48.706,-75.928
0.287,0.487,-0.453,-114.502,-49.255,-80.688
0.302,0.430,-0.414,-113.281,-50.781,-86.731
0.284,0.395,-0.382,-110.718,-53.833,-92.834
0.278,0.369,-0.323,-107.666,-56.091,-96.924
0.298,0.347,-0.271,-105.286,-56.458,-99.121
0.312,0.298,-0.218,-102.539,-53.589,-101.746
0.310,0.241,-0.173,-99.304,-48.645,-104.858
0.295,0.193,-0.121,-95.886,-42.480,-107.056
0.292,0.156,-0.077,-91.187,-35.522,-108.459
0.274,0.101,-0.042,-86.487,-28.015,-110.962
0.255,0.039,0.006,-85.022,-20.264,-114.929
0.216,-0.018,0.062,-83.801,-12.939,-118.652
0.160,-0.080,0.089,-80.566,-4.028,-121.460
0.113,-0.156,0.101,-73.303,8.179,-121.338
0.071,-0.211,0.099,-65.430,20.203,-116.882
0.024,-0.220,0.081,-57.861,31.494,-108.276
-0.020,-0.222,0.032,-49.622,42.664,-98.145
-0.039,-0.217,-0.022,-42.603,54.077,-87.585
-0.074,-0.187,-0.076,-38.940,62.927,-77.332
-0.108,-0.156,-0.120,-35.461,69.580,-69.580
-0.156,-0.115,-0.156,-31.128,73.120,-65.735
-0.194,-0.072,-0.188,-27.466,72.632,-66.284
-0.204,-0.072,-0.214,-24.414,68.848,-72.998
-0.234,-0.109,-0.226,-22.766,61.768,-84.290
-0.276,-0.160,-0.183,-22.766,49.377,-96.436
-0.332,-0.200,-0.139,-18.372,37.476,-106.323
-0.368,-0.264,-0.139,-8.728,31.677,-112.671
-0.622,0.963,-0.981,109.680,26.917,42.603
-0.645,1.034,-1.006,117.493,29.724,52.979
-0.655,1.093,-1.056,127.563,31.067,60.303
-0.658,1.193,-1.099,129.333,26.794,65.918
-0.645,1.278,-1.123,127.319,17.456,66.650
-0.649,1.307,-1.138,124.512,4.883,57.068
-0.675,1.247,-1.184,119.080,0.183,44.495
-0.661,1.201,-1.222,116.333,2.380,39.612
-0.632,1.222,-1.260,115.845,1.648,43.396
-0.645,1.242,-1.246,111.145,-3.357,48.279
-0.673,1.316,-1.204,103.271,-9.521,53.833
-0.685,1.382,-1.179,99.976,-14.893,57.129
-0.667,1.389,-1.178,98.938,-22.766,54.504
-0.648,1.358,-1.157,95.581,-35.278,47.363
-0.647,1.278,-1.152,90.515,-46.997,38.086
-0.646,1.181,-1.172,86.487,-51.270,31.311
-0.623,1.119,-1.177,80.627,-50.598,33.447
-0.586,1.114,-1.159,72.510,-49.927,44.312
-0.553,1.166,-1.147,65.613,-49.438,57.373
-0.532,1.233,-1.165,61.157,-47.791,66.895
-0.515,1.291,-1.209,57.434,-46.509,71.228
-0.526,1.321,-1.246,52.185,-49.011,69.702
-0.529,1.295,-1.227,44.861,-58.105,63.538
-0.530,1.246,-1.179,37.476,-70.862,55.481
-0.513,1.171,-1.138,33.020,-81.970,49.194
-0.474,1.099,-1.109,30.640,-87.708,48.645
-0.420,1.093,-1.081,28.320,-88.501,55.054
-0.372,1.148,-1.059,24.170,-87.219,65.002
-0.321,1.220,-1.047,18.982,-83.191,73.364
-0.275,1.277,-1.071,14.709,-78.857,77.087
-0.255,1.310,-1.090,11.536,-76.233,75.684
-0.254,1.325,-1.110,8.179,-74.829,70.557
-0.237,1.287,-1.133,3.845,-73.975,64.148
-0.231,1.248,-1.149,-2.625,-74.219,59.509
-0.217,1.219,-1.137,-9.521,-74.524,58.289
-0.195,1.202,-1.129,-14.526,-74.890,59.570
-0.180,1.206,-1.127,-16.357,-74.402,60.547
-0.171,1.221,-1.126,-17.029,-73.730,60.364
-0.152,1.222,-1.136,-19.287,-72.693,58.594
-0.157,1.213,-1.168,-23.193,-71.350,55.664
-0.151,1.186,-1.195,-28.198,-72.327,53.223
-0.124,1.174,-1.191,-33.264,-76.538,52.124
-0.102,1.185,-1.179,-37.354,-82.153,51.208
-0.075,1.192,-1.163,-40.405,-84.961,49.072
-0.069,1.180,-1.162,-42.664,-84.290,45.959
-0.063,1.171,-1.170,-44.739,-82.275,43.457
-0.050,1.155,-1.172,-47.791,-80.383,41.504
-0.023,1.142,-1.174,-50.232,-79.346,40.283
0.002,1.147,-1.171,-52.307,-80.139,39.795
0.045,1.146,-1.150,-52.063,-83.435,37.842
0.081,1.142,-1.128,-51.575,-86.792,33.813
0.113,1.129,-1.109,-50.293,-88.318,28.625
0.124,1.115,-1.108,-48.462,-88.074,23.132
0.136,1.100,-1.102,-48.096,-87.402,19.409
0.149,1.097,-1.089,-50.415,-86.060,17.883
0.159,1.101,-1.070,-51.941,-84.778,16.785
0.179,1.096,-1.052,-52.368,-84.717,14.526
0.218,1.097,-1.017,-52.979,-85.510,10.803
0.233,1.081,-1.040,-51.025,-82.153,5.188
0.270,1.087,-1.019,-54.871,-77.576,3.296
0.300,1.087,-1.010,-64.392,-75.684,3.052
0.342,1.079,-0.981,-72.083,-76.965,1.038
0.381,1.082,-0.957,-78.430,-79.346,-2.930
0.414,1.073,-0.913,-83.862,-81.421,-8.118
0.427,1.060,-0.854,-91.370,-83.313,-14.587
0.429,1.024,-0.786,-98.694,-82.703,-20.508
0.442,0.990,-0.717,-106.140,-78.247,-23.682
0.459,0.958,-0.665,-113.098,-72.144,-23.987
0.494,0.939,-0.630,-117.126,-65.063,-23.132
0.517,0.939,-0.616,-119.019,-58.960,-23.560
0.551,0.916,-0.608,-119.263,-55.054,-26.306
0.571,0.896,-0.594,-118.774,-55.420,-32.593
0.585,0.880,-0.565,-117.981,-58.411,-41.931
0.580,0.839,-0.534,-115.906,-62.927,-53.528
0.567,0.773,-0.500,-112.732,-66.528,-66.284
0.546,0.697,-0.462,-108.826,-67.627,-77.820
0.534,0.638,-0.419,-105.652,-66.040,-84.595
0.542,0.570,-0.383,-103.088,-62.378,-87.769
0.547,0.502,-0.348,-101.501,-58.350,-89.966
0.559,0.438,-0.331,-98.999,-52.612,-92.102
0.562,0.386,-0.339,-94.116,-46.082,-94.116
0.552,0.356,-0.364,-89.233,-40.588,-94.788
0.529,0.355,-0.393,-84.839,-35.767,-93.079
0.508,0.384,-0.393,-82.703,-31.738,-90.210
0.498,0.405,-0.369,-84.412,-31.189,-88.867
0.480,0.393,-0.348,-86.121,-32.898,-92.590
0.461,0.352,-0.324,-84.778,-33.203,-99.365
0.447,0.294,-0.324,-80.811,-32.715,-106.750
0.440,0.222,-0.324,-76.782,-29.480,-111.145
0.431,0.185,-0.306,-73.425,-25.452,-110.107
0.419,0.184,-0.288,-69.397,-21.301,-104.858
0.421,0.199,-0.274,-64.636,-18.311,-99.976
0.415,0.207,-0.266,-60.242,-17.456,-99.060
0.383,0.181,-0.272,-54.199,-17.334,-102.661
0.349,0.126,-0.282,-47.302,-16.846,-107.971
0.300,0.072,-0.320,-41.138,-16.357,-112.671
0.223,0.007,-0.362,-34.912,-14.343,-114.929
0.161,-0.023,-0.377,-29.541,-11.475,-112.732
0.100,0.037,-0.362,-24.536,-11.658,-109.375
0.044,0.118,-0.360,-19.348,-13.184,-110.779
-0.000,0.101,-0.366,-13.794,-12.573,-119.934
-0.033,0.050,-0.378,-8.606,-11.230,-131.348
-0.056,-0.015,-0.380,-4.822,-10.376,-140.259
-0.076,-0.086,-0.376,-2.563,-11.353,-145.203
-0.110,-0.144,-0.344,-1.038,-15.564,-146.729
-0.131,-0.187,-0.292,1.648,-23.499,-146.179
-0.147,-0.224,-0.236,7.629,-33.203,-146.484
-0.172,-0.258,-0.183,16.663,-42.908,-148.499
-0.181,-0.303,-0.137,27.161,-49.805,-149.841
-0.204,-0.337,-0.108,37.048,-51.331,-147.522
-0.195,-0.381,-0.097,45.654,-44.312,-139.954
-0.172,-0.377,-0.100,49.683,-30.945,-127.258
-0.162,-0.329,-0.122,50.842,-16.235,-113.525
-0.178,-0.280,-0.155,51.025,-4.578,-103.455
-0.209,-0.232,-0.183,50.781,2.136,-97.290
-0.238,-0.183,-0.220,54.077,4.395,-94.543
-0.283,-0.148,-0.273,60.669,1.648,-94.482
-0.331,-0.122,-0.319,68.054,-3.357,-95.642
-0.354,-0.116,-0.354,74.219,-9.766,-96.497
0.360,1.691,-0.571,93.323,-149.170,95.337
0.390,1.691,-0.562,86.426,-156.006,82.153
0.424,1.670,-0.538,79.834,-160.950,68.298
0.481,1.600,-0.534,73.608,-162.476,57.495
0.543,1.507,-0.554,67.871,-160.583,49.927
0.577,1.509,-0.553,61.401,-153.992,52.490
0.604,1.517,-0.520,56.702,-148.682,53.589
0.634,1.570,-0.499,46.570,-142.029,58.899
0.656,1.607,-0.506,37.170,-132.507,62.195
0.685,1.673,-0.510,26.917,-119.507,64.209
0.724,1.745,-0.529,15.320,-105.347,66.772
0.794,1.765,-0.568,2.686,-92.651,67.322
0.872,1.768,-0.611,-9.460,-81.238,65.796
0.906,1.779,-0.640,-20.386,-71.228,62.805
0.930,1.792,-0.672,-27.771,-64.087,58.899
0.916,1.808,-0.691,-32.959,-60.364,53.528
0.888,1.825,-0.683,-41.931,-58.716,46.021
0.884,1.810,-0.647,-51.086,-59.082,38.879
0.898,1.794,-0.607,-56.335,-61.768,33.325
0.928,1.773,-0.567,-59.937,-64.209,26.733
0.958,1.743,-0.526,-63.416,-64.636,19.653
1.004,1.726,-0.500,-65.857,-63.599,13.245
1.049,1.692,-0.518,-67.505,-59.692,6.897
1.107,1.678,-0.549,-69.641,-54.932,1.038
1.137,1.703,-0.601,-72.876,-53.040,-3.662
1.148,1.730,-0.605,-78.674,-56.885,-8.789
1.161,1.797,-0.519,-88.562,-63.965,-14.771
1.175,1.831,-0.406,-99.243,-66.162,-24.292
1.194,1.780,-0.307,-109.558,-60.242,-37.292
1.209,1.652,-0.255,-117.859,-48.035,-51.392
1.208,1.484,-0.249,-122.131,-33.691,-63.110
1.178,1.318,-0.267,-122.314,-19.165,-69.397
1.133,1.183,-0.314,-121.765,-4.211,-68.665
1.100,1.073,-0.389,-122.375,12.207,-61.462
1.076,1.000,-0.473,-124.207,30.396,-49.805
1.047,0.969,-0.547,-126.099,44.556,-35.889
1.038,0.961,-0.643,-126.465,54.077,-22.583
1.005,0.972,-0.773,-124.390,60.120,-11.780
0.980,1.048,-0.876,-122.986,59.387,-1.953
0.978,1.125,-0.936,-123.352,51.331,6.165
0.961,1.192,-0.944,-124.634,35.950,7.141
0.937,1.244,-0.877,-125.366,15.076,1.221
0.938,1.273,-0.750,-122.925,-8.362,-8.972
0.956,1.246,-0.608,-117.981,-28.870,-24.536
0.976,1.141,-0.493,-109.802,-42.114,-42.175
0.991,1.036,-0.396,-101.440,-47.974,-55.176
1.010,0.964,-0.322,-97.961,-49.133,-60.059
1.028,0.902,-0.275,-95.764,-45.227,-60.547
1.054,0.871,-0.235,-95.642,-37.415,-58.960
1.052,0.887,-0.164,-102.722,-28.625,-57.312
1.028,0.863,-0.106,-108.887,-17.822,-57.251
1.015,0.857,-0.041,-116.455,-8.728,-57.373
1.002,0.818,0.007,-124.939,0.061,-59.143
1.004,0.742,0.039,-129.761,9.644,-61.951
1.000,0.689,0.074,-130.737,16.907,-63.354
0.999,0.649,0.096,-127.441,18.677,-64.331
0.995,0.607,0.112,-120.117,16.296,-68.298
0.991,0.574,0.125,-111.145,11.353,-75.378
0.978,0.527,0.130,-103.149,5.310,-85.815
0.947,0.479,0.151,-97.046,0.977,-96.130
0.923,0.440,0.197,-93.994,-1.282,-103.882
0.904,0.383,0.230,-92.407,-0.427,-109.802
0.882,0.290,0.197,-87.036,3.723,-114.685
0.866,0.217,0.145,-78.674,9.888,-115.479
0.838,0.204,0.097,-71.472,14.465,-112.976
0.801,0.206,0.066,-64.636,15.381,-110.046
0.762,0.212,0.041,-58.899,13.794,-110.107
0.711,0.193,0.038,-52.795,10.132,-112.549
0.655,0.169,0.053,-46.875,4.761,-116.089
0.589,0.131,0.078,-41.382,-2.502,-120.056
0.525,0.083,0.109,-35.583,-10.620,-123.108
0.474,0.032,0.123,-28.015,-17.578,-124.390
0.416,-0.016,0.149,-18.738,-22.644,-123.352
0.362,-0.066,0.157,-9.644,-25.574,-121.826
0.306,-0.120,0.161,-1.587,-26.611,-118.835
0.267,-0.179,0.162,7.263,-26.611,-113.586
0.235,-0.229,0.150,16.357,-26.123,-107.178
0.204,-0.269,0.141,24.841,-26.184,-98.694
0.182,-0.274,0.143,31.738,-27.283,-87.585
0.174,-0.257,0.153,38.513,-27.466,-75.623
0.180,-0.229,0.151,46.692,-26.550,-65.430
0.178,-0.178,0.146,55.359,-24.658,-58.411
0.192,-0.133,0.131,64.514,-23.987,-55.237
0.182,-0.084,0.098,74.829,-25.269,-55.908
0.153,-0.045,0.052,87.830,-28.137,-60.364
0.107,-0.015,0.004,101.868,-33.569,-69.275
0.056,-0.016,-0.046,113.403,-40.894,-80.750
0.016,-0.051,-0.085,121.826,-48.584,-93.872
-0.043,-0.079,-0.093,126.343,-56.274,-106.262
-0.057,-0.103,-0.106,132.141,-62.256,-114.380
-0.060,-0.138,-0.132,138.000,-66.711,-117.310
-0.050,-0.166,-0.178,146.606,-67.505,-114.380
-0.065,-0.168,-0.243,157.776,-64.087,-106.567
-0.066,-0.146,-0.294,164.062,-60.242,-96.130
-0.064,-0.129,-0.354,169.189,-57.373,-88.013
-0.049,-0.100,-0.404,177.551,-58.594,-83.740
-0.032,-0.057,-0.460,192.810,-66.040,-84.900
-0.073,-0.016,-0.552,215.149,-80.444,-88.684
-0.111,0.040,-0.641,232.910,-98.022,-86.365
-0.111,0.119,-0.661,235.168,-114.502,-77.209
-0.093,0.209,-0.619,225.952,-130.432,-67.566
-0.056,0.206,-0.599,218.323,-141.479,-63.599
-0.025,0.129,-0.567,217.834,-139.465,-62.134
-0.036,0.164,-0.505,214.050,-129.639,-51.453
-0.030,0.208,-0.465,204.102,-119.324,-34.973
-0.011,0.222,-0.427,191.101,-111.389,-18.677
0.007,0.256,-0.380,178.223,-107.117,-5.554
0.036,0.336,-0.328,172.302,-106.506,3.662
0.061,0.433,-0.314,171.875,-107.483,11.963
0.083,0.483,-0.365,172.180,-107.910,16.968
0.125,0.491,-0.415,166.504,-107.544,19.104
0.136,0.523,-0.418,151.489,-106.079,22.949
0.115,0.583,-0.371,130.615,-101.807,31.799
0.136,0.659,-0.318,111.206,-95.337,44.617
0.187,0.710,-0.292,96.436,-87.402,56.946
0.263,0.777,-0.292,85.083,-78.247,65.979
0.308,0.829,-0.314,77.148,-70.740,70.129
0.315,0.884,-0.341,72.021,-70.374,68.054
0.376,0.875,-0.391,71.960,-77.515,59.937
0.826,1.372,-0.353,-12.024,-64.941,88.928
0.851,1.437,-0.311,-6.592,-70.435,85.754
0.899,1.424,-0.297,14.099,-76.843,80.505
0.873,1.455,-0.240,5.554,-82.397,80.505
0.868,1.479,-0.219,-4.822,-88.562,80.444
0.904,1.478,-0.194,-0.977,-97.656,74.036
0.923,1.447,-0.194,5.432,-108.276,62.805
0.917,1.392,-0.187,6.897,-118.774,51.270
0.917,1.323,-0.188,5.676,-127.136,42.419
0.904,1.282,-0.155,2.014,-134.033,38.757
0.875,1.280,-0.091,-4.639,-140.381,39.429
0.847,1.286,-0.017,-10.925,-146.301,40.222
0.826,1.288,0.043,-15.015,-151.489,39.734
0.814,1.299,0.095,-19.104,-157.104,37.964
0.808,1.310,0.143,-23.132,-163.025,34.607
0.778,1.338,0.175,-27.039,-169.128,30.151
0.832,1.361,0.173,-31.006,-175.232,24.170
0.708,1.331,0.272,-17.273,-185.425,22.583
0.770,1.219,0.303,-10.254,-199.890,5.066
0.780,1.147,0.363,-21.057,-206.848,-3.357
0.826,1.180,0.459,-31.006,-211.060,-4.517
0.858,1.236,0.542,-38.757,-211.548,-3.479
0.856,1.308,0.598,-44.556,-209.595,-1.953
0.864,1.422,0.646,-42.847,-211.060,-2.747
0.873,1.457,0.675,-37.842,-217.651,-13.245
0.858,1.480,0.719,-33.752,-231.201,-33.020
0.870,1.461,0.766,-24.597,-246.826,-61.401
0.878,1.381,0.840,-21.912,-259.094,-95.642
0.911,1.289,0.930,-25.208,-263.245,-127.563
0.863,1.253,1.077,-30.457,-264.099,-150.940
0.848,1.171,1.185,-30.762,-260.986,-168.518
0.804,1.049,1.288,-17.090,-259.460,-172.424
0.811,0.940,1.379,-2.014,-256.897,-181.274
0.833,0.827,1.479,7.996,-248.718,-197.876
0.854,0.711,1.570,19.104,-236.938,-214.966
0.864,0.612,1.688,25.757,-221.619,-225.952
0.865,0.502,1.774,22.278,-198.425,-229.370
0.865,0.379,1.830,19.409,-167.908,-226.318
0.873,0.286,1.874,16.541,-134.644,-215.393
0.897,0.202,1.886,8.179,-99.670,-200.623
0.904,0.091,1.857,-1.160,-64.148,-183.350
0.901,0.025,1.825,-13.062,-31.250,-163.452
0.887,0.042,1.794,-31.921,-2.747,-144.775
0.869,0.071,1.785,-43.579,20.935,-130.920
0.853,0.109,1.745,-45.837,42.297,-119.568
0.929,0.039,1.723,-40.833,60.364,-110.413
0.977,0.045,1.646,-29.602,75.439,-98.938
1.023,0.035,1.562,-18.982,82.825,-86.853
1.042,0.065,1.531,-13.733,84.290,-74.768
1.094,0.173,1.559,-15.625,86.060,-64.392
1.081,0.271,1.568,-12.390,91.003,-61.768
1.093,0.270,1.547,-5.371,97.717,-65.796
1.111,0.235,1.524,-2.869,103.333,-71.960
1.102,0.206,1.501,-3.052,105.713,-77.148
1.062,0.160,1.468,-1.892,106.262,-81.299
1.030,0.096,1.429,1.648,107.483,-86.426
0.966,0.063,1.413,8.179,107.422,-90.515
0.891,0.047,1.396,15.869,105.469,-90.820
0.835,0.024,1.377,25.085,103.333,-90.576
0.795,0.002,1.343,33.447,102.478,-90.820
0.757,0.003,1.315,41.931,101.807,-89.661
0.714,0.004,1.284,50.110,101.990,-87.463
0.674,0.006,1.252,57.983,101.868,-85.754
0.656,0.014,1.209,64.209,101.440,-84.106
0.630,0.012,1.173,68.848,101.379,-83.191
0.604,0.012,1.148,70.374,102.539,-83.374
0.576,-0.012,1.121,70.190,105.408,-84.473
0.560,-0.042,1.069,69.946,110.413,-84.961
0.537,-0.075,1.015,71.533,114.624,-84.351
0.483,-0.089,0.990,72.998,115.662,-82.092
0.410,-0.086,0.967,74.280,115.417,-78.796
0.343,-0.082,0.936,76.660,115.051,-76.843
0.286,-0.101,0.896,80.872,113.464,-75.928
0.240,-0.122,0.861,83.130,110.962,-74.524
0.202,-0.157,0.813,84.167,109.070,-73.303
0.173,-0.201,0.764,85.449,109.070,-72.021
0.137,-0.236,0.725,85.938,108.643,-68.909
0.084,-0.241,0.690,87.769,105.957,-64.331
0.046,-0.240,0.655,92.041,103.271,-60.303
0.002,-0.244,0.615,99.121,100.037,-56.885
-0.047,-0.247,0.572,107.727,95.459,-54.443
-0.087,-0.263,0.513,116.089,92.163,-53.894
-0.114,-0.300,0.450,125.854,88.623,-54.932
-0.162,-0.328,0.399,134.888,81.909,-55.481
-0.207,-0.354,0.352,141.724,74.097,-54.260
-0.243,-0.371,0.315,146.790,67.078,-50.659
-0.238,-0.387,0.266,150.696,61.035,-43.884
-0.207,-0.388,0.222,153.992,54.810,-34.607
-0.162,-0.360,0.193,157.410,46.814,-23.132
-0.143,-0.300,0.186,161.377,38.208,-11.292
-0.144,-0.223,0.191,165.649,30.457,-3.601
-0.122,-0.155,0.180,171.570,24.292,1.709
-0.078,-0.098,0.126,180.603,19.897,5.005
-0.038,-0.049,0.054,190.002,16.907,6.653
-0.020,-0.001,-0.015,196.777,15.381,7.568
-0.010,0.037,-0.100,200.195,15.747,7.996
0.004,0.060,-0.187,199.585,16.663,8.911
0.008,0.088,-0.258,194.702,16.907,13.000
0.017,0.129,-0.323,186.340,15.015,18.738
0.040,0.169,-0.382,177.368,10.132,23.804
0.074,0.217,-0.434,171.265,1.465,27.832
0.105,0.282,-0.478,165.833,-10.010,29.419
0.116,0.340,-0.499,161.865,-25.146,27.832
0.135,0.392,-0.520,157.166,-42.603,21.606
0.171,0.389,-0.553,153.992,-58.960,10.986
0.164,0.364,-0.575,148.743,-72.998,0.427
0.190,0.343,-0.579,139.404,-84.900,-7.568
0.187,0.290,-0.590,128.723,-93.628,-11.292
0.177,0.248,-0.584,115.906,-98.572,-9.827
0.164,0.231,-0.549,98.999,-103.027,-5.066
0.176,0.212,-0.503,83.313,-109.802,1.038
0.198,0.201,-0.450,71.777,-118.103,7.996
0.219,0.235,-0.355,60.486,-128.357,15.076
0.255,0.280,-0.266,51.514,-139.771,21.057
0.286,0.303,-0.204,45.715,-148.315,24.658
0.321,0.327,-0.127,41.321,-154.297,26.978
0.346,0.353,-0.048,36.072,-158.569,28.625
0.378,0.363,0.021,30.273,-161.438,29.541
0.407,0.379,0.073,26.733,-163.330,30.457
0.771,0.616,1.274,-8.362,-220.093,-11.780
0.788,0.585,1.304,-20.020,-204.041,-24.475
0.805,0.489,1.288,-29.480,-191.895,-35.095
0.827,0.383,1.267,-36.987,-180.908,-44.067
0.813,0.336,1.294,-45.349,-175.110,-49.316
0.773,0.326,1.352,-51.453,-174.683,-51.697
0.752,0.332,1.418,-55.237,-174.927,-54.321
