aX,aY,aZ,gX,gY,gZ
1.476,0.742,-0.150,-90.759,-14.771,-36.011
1.494,0.636,-0.121,-84.595,1.282,-40.894
1.525,0.571,-0.138,-78.308,18.860,-39.429
1.536,0.558,-0.173,-78.186,35.095,-34.912
1.563,0.562,-0.159,-89.050,51.208,-26.245
1.569,0.600,-0.164,-91.980,59.937,-22.217
1.556,0.629,-0.156,-93.445,59.937,-23.376
1.542,0.624,-0.143,-93.567,57.983,-28.076
1.527,0.709,-0.088,-95.276,55.908,-33.691
1.487,0.780,-0.054,-100.830,56.824,-41.626
1.436,0.738,-0.047,-104.675,62.317,-54.443
1.375,0.652,-0.065,-103.760,66.345,-67.871
1.295,0.575,-0.078,-101.013,63.904,-77.332
1.209,0.473,-0.095,-97.778,56.396,-82.031
1.131,0.365,-0.066,-96.558,48.401,-80.444
1.073,0.299,-0.068,-92.041,41.565,-71.838
1.052,0.347,-0.026,-87.646,34.241,-57.922
1.015,0.506,-0.011,-81.726,24.170,-47.791
1.030,0.699,0.071,-87.524,18.372,-43.457
1.037,0.753,0.099,-87.585,20.508,-53.955
1.073,0.741,0.094,-83.008,27.649,-71.350
1.069,0.654,0.063,-79.895,31.006,-88.135
1.033,0.519,0.051,-78.674,28.931,-101.685
0.957,0.404,0.057,-75.012,23.254,-109.924
0.862,0.297,0.078,-69.336,13.855,-112.305
0.754,0.199,0.104,-62.134,0.671,-110.535
0.635,0.111,0.138,-53.101,-13.550,-106.445
0.544,0.133,0.242,-42.908,-27.588,-99.609
0.534,0.351,0.359,-35.645,-35.095,-93.079
0.465,0.465,0.371,-34.668,-31.189,-96.985
0.456,0.429,0.396,-32.593,-15.625,-109.680
0.439,0.353,0.387,-30.945,5.188,-123.657
0.359,0.234,0.374,-34.241,20.630,-135.010
0.259,0.096,0.359,-36.987,29.907,-142.578
0.153,-0.037,0.356,-36.011,35.156,-145.142
0.037,-0.147,0.360,-30.701,37.354,-142.334
-0.078,-0.256,0.339,-22.278,39.063,-135.803
-0.164,-0.380,0.303,-11.841,40.283,-126.587
-0.213,-0.489,0.254,-2.258,41.260,-112.244
-0.242,-0.539,0.230,7.141,41.809,-93.872
-0.233,-0.425,0.202,21.362,41.016,-73.792
-0.225,-0.274,0.121,34.424,43.884,-56.946
-0.184,-0.203,0.051,42.297,48.462,-48.401
-0.161,-0.132,-0.005,44.739,49.988,-46.631
-0.161,-0.093,-0.070,46.631,47.058,-51.270
-0.177,-0.132,-0.139,51.880,41.565,-60.913
-0.202,-0.193,-0.194,58.228,33.997,-70.923
-0.240,-0.235,-0.214,61.401,24.902,-76.111
-0.262,-0.278,-0.208,63.538,12.817,-76.172
-0.266,-0.322,-0.174,66.895,-0.183,-73.181
-0.294,-0.355,-0.130,72.754,-11.230,-67.810
-0.304,-0.390,-0.114,82.336,-18.921,-61.768
-0.308,-0.389,-0.106,95.276,-20.142,-53.040
-0.339,-0.296,-0.098,103.699,-17.090,-40.283
-0.360,-0.199,-0.130,107.849,-11.292,-28.564
-0.358,-0.138,-0.175,110.229,-4.333,-20.386
-0.325,-0.072,-0.198,112.305,2.563,-13.855
-0.287,-0.026,-0.233,115.723,7.568,-9.766
-0.261,-0.003,-0.272,120.605,8.301,-11.963
-0.297,0.021,-0.302,131.348,0.732,-19.897
-0.349,0.034,-0.334,146.240,-11.230,-28.748
-0.412,0.004,-0.409,160.156,-23.315,-37.170
-0.474,-0.048,-0.470,172.363,-28.748,-39.063
-0.489,-0.014,-0.461,175.842,-29.419,-28.442
-0.465,0.074,-0.453,167.480,-25.391,-10.132
-0.385,0.176,-0.444,155.151,-17.334,6.897
-0.317,0.289,-0.441,144.836,-11.353,20.752
-0.278,0.375,-0.460,141.296,-12.817,23.437
-0.260,0.399,-0.542,147.766,-18.005,14.282
-0.261,0.388,-0.668,157.715,-15.991,6.592
-0.272,0.425,-0.760,155.823,-8.484,10.864
-0.246,0.481,-0.807,140.564,2.075,26.245
0.214,1.271,-1.107,63.660,-20.874,82.031
0.250,1.236,-1.156,55.298,-11.292,83.313
0.248,1.170,-1.191,50.110,-8.606,81.055
0.250,1.168,-1.246,49.805,-8.728,82.886
0.258,1.204,-1.292,48.828,-12.329,87.158
0.237,1.302,-1.289,44.739,-20.508,90.332
0.207,1.389,-1.273,36.560,-28.625,91.248
0.190,1.336,-1.257,29.358,-37.048,87.158
0.212,1.344,-1.255,22.339,-52.063,80.200
0.263,1.252,-1.204,21.851,-67.505,74.524
0.306,1.245,-1.170,23.071,-73.608,77.026
0.370,1.282,-1.164,21.301,-73.608,84.229
0.434,1.324,-1.205,20.874,-69.580,88.928
0.509,1.376,-1.276,20.691,-66.711,89.905
0.554,1.462,-1.321,20.203,-72.083,86.670
0.559,1.504,-1.279,17.883,-83.435,81.543
0.542,1.429,-1.296,20.081,-96.252,72.693
0.563,1.340,-1.233,12.878,-104.797,66.650
0.594,1.337,-1.207,3.906,-107.544,68.054
0.652,1.372,-1.140,-3.723,-110.413,71.594
0.721,1.359,-1.095,-15.381,-110.840,74.646
0.808,1.355,-1.062,-25.330,-108.093,75.073
0.895,1.356,-1.055,-31.738,-107.422,73.486
0.940,1.371,-1.069,-35.706,-109.924,70.557
0.957,1.415,-1.049,-41.321,-113.281,65.369
0.952,1.419,-1.012,-49.438,-116.272,56.702
0.962,1.372,-0.998,-55.115,-116.577,47.424
0.965,1.321,-0.973,-57.617,-116.882,40.771
0.984,1.299,-0.960,-62.073,-117.188,37.170
0.991,1.285,-0.870,-68.298,-119.141,35.034
1.002,1.291,-0.795,-74.524,-119.263,34.058
1.049,1.256,-0.763,-80.200,-113.770,32.776
1.097,1.228,-0.764,-83.130,-108.582,31.555
1.122,1.230,-0.758,-84.106,-105.774,28.931
1.131,1.241,-0.744,-86.853,-103.394,24.719
1.152,1.254,-0.732,-92.285,-97.290,20.325
1.187,1.278,-0.701,-101.013,-87.646,17.700
1.208,1.261,-0.699,-107.117,-77.148,13.550
1.223,1.216,-0.700,-109.558,-67.871,8.362
1.208,1.180,-0.710,-110.657,-61.157,3.967
1.191,1.121,-0.748,-107.422,-59.204,-1.343
1.177,1.070,-0.766,-100.769,-61.340,-5.676
1.144,1.081,-0.774,-93.567,-64.941,-9.033
1.107,1.139,-0.688,-92.407,-69.092,-12.268
1.100,1.150,-0.580,-94.238,-69.336,-18.311
1.131,1.111,-0.520,-92.468,-64.819,-26.489
1.145,1.075,-0.456,-91.064,-60.791,-33.813
1.152,1.000,-0.432,-84.595,-57.312,-41.260
1.139,0.932,-0.431,-75.989,-56.824,-46.692
1.115,0.872,-0.433,-71.838,-55.969,-50.171
1.131,0.820,-0.419,-71.411,-54.016,-50.354
1.171,0.777,-0.404,-71.533,-51.453,-49.194
1.208,0.781,-0.365,-70.313,-50.964,-48.157
1.227,0.813,-0.330,-69.153,-47.913,-48.035
1.252,0.871,-0.306,-68.787,-41.504,-48.767
1.268,0.912,-0.288,-71.167,-34.668,-51.147
1.256,0.899,-0.259,-77.576,-30.945,-57.190
1.237,0.880,-0.205,-84.351,-32.288,-65.552
1.204,0.841,-0.150,-88.989,-34.546,-74.524
1.170,0.780,-0.079,-92.407,-34.363,-82.520
1.156,0.716,-0.029,-95.154,-30.212,-87.769
1.143,0.639,-0.008,-96.008,-23.743,-89.844
1.139,0.586,-0.001,-93.445,-17.822,-89.722
1.123,0.553,-0.008,-88.501,-14.099,-88.684
1.119,0.513,-0.047,-82.764,-10.803,-86.792
1.115,0.507,-0.069,-79.529,-8.850,-82.642
1.107,0.568,-0.044,-77.698,-10.437,-78.430
1.109,0.688,-0.029,-75.378,-11.536,-78.064
1.122,0.709,-0.040,-72.021,-8.850,-85.938
1.125,0.687,-0.037,-70.068,-5.859,-97.961
1.115,0.645,-0.028,-66.833,-4.089,-109.497
1.081,0.554,-0.024,-62.073,-3.784,-120.117
1.053,0.444,-0.002,-57.007,-5.493,-128.357
1.011,0.368,0.034,-52.307,-8.118,-131.287
0.970,0.312,0.088,-46.509,-11.292,-130.981
0.935,0.264,0.134,-39.917,-12.695,-129.150
0.903,0.198,0.172,-33.752,-14.709,-126.343
0.904,0.194,0.238,-29.236,-15.137,-122.253
0.839,0.223,0.314,-27.832,-11.047,-117.859
0.838,0.289,0.367,-28.320,-3.662,-116.455
0.804,0.273,0.368,-29.968,10.376,-121.338
0.754,0.211,0.378,-30.762,25.940,-128.357
0.667,0.172,0.400,-31.555,38.879,-133.179
0.522,0.102,0.417,-31.555,49.744,-136.902
0.413,0.000,0.428,-27.344,59.937,-138.672
0.324,-0.061,0.442,-19.836,68.665,-134.949
0.243,-0.134,0.450,-9.216,74.768,-129.211
0.192,-0.185,0.418,0.061,78.308,-124.023
0.156,-0.230,0.368,9.460,82.336,-119.202
0.110,-0.240,0.313,15.869,84.656,-114.258
0.055,-0.227,0.276,19.104,85.266,-109.680
-0.023,-0.206,0.251,21.545,85.205,-106.445
-0.084,-0.183,0.241,23.071,82.764,-105.164
-0.133,-0.187,0.221,24.963,78.674,-107.056
-0.192,-0.226,0.196,30.029,73.792,-110.474
-0.240,-0.246,0.169,36.987,66.406,-111.877
-0.245,-0.275,0.122,43.579,59.143,-108.582
-0.236,-0.298,0.072,48.035,52.490,-102.478
-0.243,-0.281,0.042,50.110,46.387,-95.642
-0.254,-0.255,0.002,54.016,40.588,-89.783
-0.247,-0.231,-0.058,60.242,36.560,-86.121
-0.276,-0.216,-0.105,65.063,31.311,-84.900
-0.313,-0.225,-0.123,67.017,23.376,-85.571
-0.318,-0.255,-0.144,71.472,16.418,-85.815
-0.307,-0.284,-0.164,79.102,10.132,-81.909
-0.288,-0.285,-0.175,86.731,3.357,-75.317
-0.267,-0.262,-0.183,92.163,-2.502,-67.444
-0.255,-0.197,-0.175,96.802,-5.798,-58.472
-0.265,-0.129,-0.208,106.689,-6.653,-50.110
-0.254,-0.096,-0.252,113.220,-5.737,-43.457
-0.242,-0.084,-0.294,116.089,-4.944,-38.635
-0.262,-0.051,-0.316,117.798,-3.723,-33.813
-0.275,-0.022,-0.337,120.911,-2.686,-28.809
-0.274,-0.001,-0.362,124.512,-1.770,-23.621
-0.263,0.032,-0.381,127.441,-2.136,-18.066
-0.243,0.063,-0.429,134.216,-6.165,-14.648
-0.245,0.059,-0.521,146.606,-14.221,-13.977
-0.206,0.050,-0.596,160.645,-23.376,-11.169
-0.177,0.089,-0.639,172.729,-33.936,-3.601
-0.209,1.233,-1.158,100.464,-16.479,128.357
-0.208,1.328,-1.118,96.497,-28.503,126.160
-0.207,1.358,-1.097,93.872,-40.588,117.004
-0.153,1.313,-1.089,90.454,-54.932,104.797
-0.103,1.205,-1.108,90.393,-65.918,95.093
-0.060,1.178,-1.099,88.501,-66.711,99.304
0.015,1.205,-1.089,79.468,-58.899,114.441
0.070,1.284,-1.066,67.444,-43.274,135.132
0.105,1.460,-1.020,56.213,-27.649,155.579
0.136,1.610,-1.028,49.561,-16.846,167.053
0.164,1.752,-1.104,47.058,-12.695,166.504
0.188,1.860,-1.213,46.936,-17.944,154.480
0.169,1.810,-1.252,48.096,-35.522,129.822
0.157,1.755,-1.375,32.715,-49.316,109.619
0.172,1.617,-1.327,32.471,-64.026,91.492
0.194,1.442,-1.198,34.302,-79.407,78.430
0.187,1.394,-1.065,25.818,-84.900,82.642
0.197,1.415,-0.943,20.081,-87.463,92.529
0.223,1.425,-0.853,19.226,-90.088,97.717
0.235,1.410,-0.825,21.240,-93.567,97.351
0.255,1.412,-0.826,23.682,-96.619,96.130
0.297,1.449,-0.799,25.391,-102.905,96.252
0.372,1.500,-0.771,24.353,-110.596,95.093
0.448,1.548,-0.760,19.348,-112.976,91.797
0.508,1.578,-0.750,8.911,-108.948,88.318
0.578,1.577,-0.731,-5.737,-101.563,85.754
0.655,1.559,-0.719,-20.020,-97.412,80.627
0.703,1.531,-0.717,-29.053,-99.792,72.449
0.723,1.485,-0.704,-31.921,-107.849,60.791
0.702,1.430,-0.674,-32.593,-116.394,48.218
0.681,1.372,-0.661,-33.203,-118.652,37.842
0.662,1.314,-0.665,-36.560,-113.525,31.677
0.662,1.269,-0.683,-41.138,-104.980,30.029
0.651,1.257,-0.720,-44.250,-96.680,31.189
0.674,1.290,-0.741,-46.509,-91.431,32.288
0.696,1.320,-0.763,-50.476,-89.783,30.334
0.685,1.326,-0.786,-54.504,-89.722,24.963
0.688,1.385,-0.749,-61.340,-90.149,19.531
0.694,1.434,-0.717,-69.824,-89.172,13.428
0.699,1.377,-0.685,-79.102,-83.801,4.089
0.720,1.292,-0.654,-87.219,-76.904,-3.357
0.735,1.200,-0.678,-88.867,-70.618,-7.324
0.736,1.164,-0.708,-84.595,-66.589,-8.484
0.722,1.197,-0.729,-78.003,-65.735,-7.202
0.716,1.262,-0.711,-73.853,-65.857,-7.874
0.694,1.312,-0.710,-73.547,-64.575,-13.062
0.720,1.309,-0.695,-76.538,-60.730,-20.142
0.771,1.239,-0.731,-76.660,-53.833,-27.344
0.830,1.140,-0.796,-72.632,-44.495,-32.410
0.923,1.049,-0.842,-69.580,-35.828,-32.349
0.998,0.985,-0.876,-64.941,-30.090,-28.870
1.064,0.974,-0.926,-58.167,-28.992,-22.888
1.134,1.036,-0.908,-55.664,-33.630,-16.052
1.192,1.162,-0.850,-58.960,-39.856,-11.658
1.229,1.191,-0.807,-61.951,-42.175,-16.724
1.255,1.129,-0.760,-65.735,-39.612,-27.588
1.234,1.046,-0.740,-65.796,-36.499,-37.354
1.190,0.976,-0.724,-62.195,-32.227,-42.419
1.156,0.899,-0.753,-58.044,-27.771,-40.222
1.163,0.830,-0.745,-55.908,-25.635,-32.715
1.162,0.818,-0.759,-52.124,-26.245,-24.536
1.173,0.898,-0.685,-55.664,-31.189,-17.273
1.199,1.005,-0.626,-60.303,-34.790,-14.282
1.233,1.110,-0.544,-75.256,-34.912,-16.174
1.273,1.140,-0.476,-92.224,-31.128,-24.292
1.291,1.099,-0.422,-99.548,-24.963,-37.109
1.290,0.994,-0.400,-97.656,-19.775,-50.598
1.277,0.949,-0.356,-92.712,-18.066,-60.120
1.255,0.902,-0.328,-87.830,-17.517,-67.444
1.229,0.837,-0.297,-82.397,-15.930,-73.792
1.211,0.779,-0.250,-81.909,-14.526,-77.637
1.187,0.733,-0.171,-84.290,-12.512,-79.041
1.160,0.737,-0.126,-79.895,-7.385,-78.552
1.124,0.683,-0.131,-60.974,1.221,-78.247
1.113,0.704,-0.150,-52.856,8.484,-78.003
1.100,0.773,-0.130,-54.260,13.367,-78.308
1.089,0.779,-0.152,-57.007,17.273,-84.900
1.092,0.738,-0.140,-59.631,18.860,-94.849
1.076,0.696,-0.152,-66.956,17.212,-103.943
1.052,0.641,-0.170,-77.026,12.756,-110.718
1.009,0.628,-0.154,-84.473,3.906,-117.126
0.948,0.606,-0.123,-83.679,-4.578,-124.023
0.889,0.521,-0.090,-76.416,-11.169,-130.310
0.840,0.478,-0.052,-74.219,-14.404,-131.104
0.795,0.425,-0.021,-69.031,-14.099,-129.028
0.803,0.407,0.053,-53.833,-10.437,-127.380
0.779,0.469,0.123,-39.185,-8.301,-127.014
0.746,0.491,0.112,-22.156,-3.540,-131.165
0.714,0.511,0.101,-11.780,5.371,-139.893
0.652,0.499,0.112,-16.052,12.268,-151.062
0.592,0.424,0.120,-20.142,16.968,-162.903
0.510,0.315,0.107,-22.278,19.531,-172.913
0.423,0.209,0.113,-25.085,19.592,-178.528
0.332,0.139,0.132,-26.611,17.944,-177.734
0.264,0.088,0.165,-30.457,16.418,-172.241
0.205,0.030,0.196,-33.875,16.113,-165.894
0.135,-0.033,0.221,-32.898,15.808,-160.095
0.080,-0.084,0.245,-28.076,14.587,-154.602
0.031,-0.128,0.258,-19.775,12.085,-150.146
-0.037,-0.158,0.259,-8.911,8.728,-148.193
-0.104,-0.172,0.267,1.831,5.554,-148.987
-0.146,-0.183,0.256,10.925,5.798,-149.963
-0.204,-0.225,0.222,19.653,8.789,-149.658
-0.228,-0.285,0.176,28.625,14.832,-146.423
-0.242,-0.314,0.137,34.363,22.522,-137.817
-0.302,-0.277,0.077,40.161,27.832,-126.343
-0.352,-0.231,0.007,47.607,31.006,-115.234
-0.371,-0.194,-0.056,53.345,31.311,-107.117
-0.396,-0.167,-0.089,55.115,25.757,-104.614
-0.426,-0.192,-0.101,56.274,16.418,-109.192
-0.451,-0.272,-0.130,62.134,6.042,-116.577
-0.457,-0.359,-0.166,72.205,-1.709,-119.385
-0.461,-0.407,-0.175,79.712,-6.348,-113.037
-0.471,-0.404,-0.148,83.496,-9.033,-97.900
-0.472,-0.340,-0.112,86.548,-8.789,-77.454
-0.471,-0.244,-0.101,91.614,-7.263,-58.838
-0.464,-0.146,-0.151,100.769,-4.822,-46.326
-0.446,-0.084,-0.238,111.572,-0.366,-38.025
-0.430,-0.035,-0.321,115.845,0.793,-34.180
0.209,1.583,-1.118,141.541,-22.217,153.442
0.248,1.613,-1.237,137.512,-27.405,138.916
0.289,1.543,-1.313,127.319,-35.767,119.629
0.327,1.442,-1.293,114.380,-47.546,104.919
0.336,1.376,-1.191,101.807,-62.073,97.168
0.346,1.315,-1.115,93.018,-73.303,94.055
0.324,1.260,-1.025,86.487,-76.538,94.666
0.333,1.273,-0.908,79.590,-75.684,102.173
0.339,1.310,-0.818,71.106,-71.594,111.328
0.346,1.336,-0.754,62.317,-65.735,117.004
0.365,1.344,-0.756,51.331,-59.021,118.286
0.381,1.302,-0.809,43.701,-48.523,118.591
0.399,1.307,-0.884,39.734,-36.499,124.512
0.416,1.386,-0.944,33.020,-30.212,135.071
0.421,1.487,-0.928,23.743,-30.945,142.395
0.442,1.565,-0.923,18.921,-36.987,142.090
0.425,1.634,-0.875,11.902,-50.232,134.155
0.429,1.640,-0.864,10.864,-67.566,114.746
0.349,1.516,-0.798,15.381,-87.341,90.210
0.354,1.470,-0.836,17.944,-96.985,80.811
0.350,1.343,-0.739,26.611,-115.234,64.758
0.334,1.247,-0.674,27.100,-128.967,55.298
0.360,1.217,-0.650,25.330,-133.240,60.059
0.404,1.255,-0.621,24.780,-130.737,67.810
0.457,1.342,-0.600,20.264,-126.892,78.247
0.517,1.429,-0.571,14.038,-128.052,85.144
0.605,1.497,-0.575,9.766,-134.033,83.618
0.687,1.542,-0.574,8.728,-144.409,74.524
0.749,1.571,-0.578,10.193,-160.156,60.791
0.817,1.573,-0.548,6.470,-175.110,45.532
0.855,1.556,-0.490,-2.686,-183.838,30.762
0.857,1.515,-0.419,-11.902,-187.561,18.188
0.865,1.457,-0.345,-20.386,-187.805,6.775
0.865,1.382,-0.318,-25.635,-183.594,-3.784
0.867,1.291,-0.312,-27.588,-177.307,-11.780
0.882,1.258,-0.291,-29.175,-171.204,-14.709
0.886,1.280,-0.271,-32.593,-163.757,-12.085
0.914,1.320,-0.224,-39.246,-152.039,-7.935
0.968,1.375,-0.189,-47.607,-138.123,-5.676
1.012,1.370,-0.220,-53.040,-124.329,-7.874
1.056,1.376,-0.244,-54.626,-114.319,-13.062
1.083,1.421,-0.240,-56.519,-107.483,-18.555
1.137,1.454,-0.227,-59.937,-101.685,-25.818
1.169,1.400,-0.233,-64.575,-93.018,-34.668
1.218,1.357,-0.202,-70.190,-83.496,-41.992
1.247,1.342,-0.173,-75.134,-73.242,-46.448
1.255,1.290,-0.165,-77.820,-60.852,-50.232
1.265,1.251,-0.171,-79.041,-48.279,-50.659
1.280,1.229,-0.194,-80.566,-35.767,-47.729
1.301,1.221,-0.222,-81.238,-25.635,-43.884
1.320,1.264,-0.227,-80.750,-17.822,-40.710
1.351,1.331,-0.226,-79.834,-12.512,-39.673
1.396,1.354,-0.231,-79.102,-6.775,-43.274
1.431,1.367,-0.253,-78.796,-1.160,-49.377
1.447,1.328,-0.271,-81.055,2.441,-57.678
1.442,1.264,-0.291,-80.322,3.235,-67.200
1.396,1.191,-0.297,-79.224,1.221,-75.867
1.355,1.112,-0.283,-78.308,-1.343,-82.214
1.316,1.057,-0.266,-77.515,-0.366,-84.290
1.276,1.021,-0.251,-76.904,3.235,-82.458
1.244,0.971,-0.247,-76.355,7.141,-79.285
1.211,0.942,-0.252,-73.364,9.949,-74.463
1.188,0.952,-0.255,-68.237,12.756,-67.993
1.174,1.011,-0.243,-67.078,14.282,-62.012
1.167,1.070,-0.219,-71.716,16.235,-60.242
1.162,1.077,-0.194,-79.407,19.836,-63.110
1.157,1.075,-0.152,-88.562,23.682,-68.481
1.144,1.044,-0.109,-98.267,24.536,-75.623
1.140,0.962,-0.076,-103.699,23.376,-84.839
1.118,0.887,-0.049,-104.675,21.545,-92.468
1.099,0.821,-0.016,-103.210,20.081,-97.656
1.080,0.773,0.012,-102.417,20.874,-100.159
1.053,0.726,0.034,-100.464,24.536,-101.074
1.031,0.696,0.071,-98.877,28.442,-100.281
1.017,0.662,0.100,-96.558,31.250,-100.464
1.000,0.621,0.118,-92.896,33.569,-101.807
0.978,0.596,0.126,-90.149,36.682,-101.624
0.962,0.598,0.129,-88.257,40.405,-100.403
0.941,0.582,0.118,-86.853,44.434,-100.464
0.920,0.553,0.105,-87.158,48.584,-102.600
0.891,0.512,0.101,-87.280,49.927,-105.835
0.855,0.465,0.104,-85.876,49.011,-109.558
0.828,0.406,0.109,-82.031,47.607,-112.671
0.801,0.356,0.111,-76.416,45.959,-113.586
0.792,0.336,0.136,-69.702,42.603,-112.183
0.779,0.367,0.160,-63.660,37.048,-110.535
0.763,0.390,0.160,-56.030,34.363,-110.901
0.748,0.394,0.154,-49.500,34.302,-113.037
0.729,0.360,0.146,-47.791,35.339,-117.981
0.706,0.270,0.145,-46.753,37.048,-124.268
0.670,0.188,0.168,-46.143,37.659,-129.578
0.624,0.128,0.197,-44.861,36.133,-132.629
0.582,0.081,0.236,-41.504,34.973,-133.789
0.542,0.055,0.269,-41.870,34.851,-132.507
0.505,0.017,0.280,-42.480,37.231,-129.883
0.500,-0.020,0.245,-44.739,43.518,-125.549
0.434,-0.085,0.260,-48.340,51.514,-119.629
0.401,-0.125,0.256,-44.128,57.861,-115.234
0.319,-0.193,0.228,-41.992,60.913,-109.192
0.281,-0.238,0.247,-40.771,62.012,-102.661
0.216,-0.267,0.238,-34.180,62.927,-96.313
0.166,-0.257,0.242,-25.330,62.683,-88.745
0.130,-0.199,0.234,-13.611,62.988,-80.444
0.106,-0.153,0.217,-6.470,65.735,-74.646
0.064,-0.111,0.206,-4.639,67.139,-73.853
0.004,-0.134,0.194,0.793,66.284,-75.378
-0.051,-0.191,0.154,14.160,64.087,-78.552
-0.098,-0.252,0.121,23.560,61.218,-81.787
-0.136,-0.299,0.082,30.151,58.472,-84.229
-0.143,-0.375,0.054,34.485,54.138,-83.923
-0.152,-0.429,0.029,37.781,50.354,-79.346
-0.154,-0.456,0.031,43.274,47.424,-70.557
-0.160,-0.396,0.080,51.025,44.556,-57.129
-0.167,-0.304,0.114,61.646,43.640,-42.725
-0.137,-0.195,0.097,73.486,47.058,-32.715
-0.112,-0.094,0.019,85.510,54.810,-27.954
-0.124,0.010,-0.032,90.515,64.758,-27.588
-0.139,0.028,-0.168,90.881,71.777,-32.593
-0.180,-0.025,-0.283,94.910,76.599,-45.105
-0.156,1.293,-1.152,115.723,16.602,114.075
-0.120,1.323,-1.161,110.229,16.052,117.004
-0.062,1.361,-1.128,100.037,14.099,123.657
-0.004,1.426,-1.074,91.370,5.737,128.479
0.017,1.490,-1.032,89.172,-9.338,125.610
0.089,1.515,-0.989,91.309,-29.236,113.220
0.080,1.536,-0.936,96.191,-48.706,96.008
0.054,1.563,-0.934,94.604,-56.885,84.717
0.083,1.515,-0.925,93.201,-62.744,70.435
0.084,1.376,-0.911,92.834,-64.026,56.946
0.043,1.318,-0.886,91.675,-60.181,54.260
0.036,1.332,-0.908,86.731,-54.260,61.218
0.020,1.351,-0.991,80.383,-45.837,68.787
-0.021,1.388,-1.035,76.538,-37.659,75.378
-0.049,1.478,-1.047,69.153,-34.973,81.238
-0.078,1.532,-1.059,61.951,-38.269,81.360
-0.055,1.506,-1.070,59.509,-48.767,72.937
-0.028,1.407,-1.054,57.251,-63.416,59.692
-0.004,1.316,-1.004,55.237,-75.500,49.683
0.015,1.252,-0.976,52.734,-82.336,47.058
0.032,1.239,-0.964,49.683,-84.290,51.575
0.029,1.291,-0.962,44.800,-86.426,58.167
0.011,1.350,-0.938,38.391,-90.942,60.059
-0.018,1.392,-0.913,31.250,-96.680,55.786
-0.037,1.360,-0.896,24.597,-102.112,48.340
-0.018,1.273,-0.885,19.348,-106.201,42.908
0.015,1.184,-0.873,15.381,-109.436,43.335
0.059,1.141,-0.828,8.911,-108.337,52.368
0.105,1.168,-0.802,1.587,-99.731,68.420
0.169,1.258,-0.808,-4.639,-87.341,85.876
0.198,1.398,-0.844,-7.935,-77.881,98.450
0.228,1.539,-0.882,-8.301,-75.439,101.135
0.240,1.636,-0.903,-10.437,-81.665,91.797
0.221,1.633,-0.911,-14.893,-96.069,70.679
0.207,1.500,-0.839,-20.447,-112.854,45.349
0.207,1.395,-0.759,-25.513,-124.756,29.480
0.242,1.312,-0.702,-26.917,-128.845,26.184
0.287,1.284,-0.651,-29.053,-128.479,29.968
0.323,1.319,-0.593,-35.522,-125.000,35.828
0.354,1.371,-0.549,-42.236,-117.126,39.246
0.363,1.405,-0.566,-45.532,-106.689,40.039
0.381,1.399,-0.600,-46.326,-98.450,39.490
0.404,1.430,-0.636,-48.828,-93.323,37.903
0.450,1.448,-0.654,-52.002,-91.858,35.095
0.503,1.473,-0.666,-53.650,-91.980,31.860
0.572,1.498,-0.679,-53.406,-90.820,27.222
0.642,1.502,-0.683,-52.612,-88.867,19.958
0.697,1.528,-0.658,-51.331,-87.036,11.719
0.740,1.514,-0.644,-46.997,-83.557,1.099
0.778,1.489,-0.644,-43.091,-77.576,-8.789
0.778,1.468,-0.635,-42.786,-72.998,-17.334
0.785,1.425,-0.640,-42.236,-68.542,-25.452
0.790,1.386,-0.665,-41.870,-61.462,-31.006
0.797,1.408,-0.651,-46.143,-52.307,-32.593
0.796,1.427,-0.623,-51.086,-42.725,-33.203
0.797,1.407,-0.646,-54.199,-33.020,-34.790
0.817,1.373,-0.596,-66.528,-27.283,-34.302
0.825,1.345,-0.593,-67.810,-25.269,-37.231
0.816,1.330,-0.609,-65.125,-25.696,-43.823
0.813,1.308,-0.615,-63.171,-26.062,-51.758
0.795,1.282,-0.621,-60.730,-26.123,-59.692
0.777,1.236,-0.620,-59.265,-24.719,-66.406
0.784,1.194,-0.627,-58.472,-22.827,-70.496
0.807,1.166,-0.672,-61.829,-20.935,-71.045
0.838,1.141,-0.662,-73.608,-20.813,-68.542
0.815,1.123,-0.665,-84.595,-21.240,-64.758
0.795,1.100,-0.654,-96.985,-23.682,-59.937
0.784,1.138,-0.594,-108.459,-27.222,-54.688
0.807,1.189,-0.520,-116.028,-28.687,-53.772
0.820,1.203,-0.476,-119.507,-28.748,-58.228
0.840,1.200,-0.446,-121.277,-27.405,-64.575
0.858,1.167,-0.431,-124.512,-24.475,-71.655
0.866,1.108,-0.428,-126.282,-20.508,-78.552
0.860,1.067,-0.404,-127.136,-17.700,-83.008
0.853,1.043,-0.355,-128.662,-16.418,-86.121
0.842,1.001,-0.300,-127.991,-15.259,-90.393
0.822,0.982,-0.236,-126.160,-14.282,-94.727
0.802,0.958,-0.183,-126.038,-12.207,-99.243
0.792,0.884,-0.152,-127.808,-8.179,-104.492
0.781,0.841,-0.122,-129.639,-4.211,-107.056
0.751,0.824,-0.105,-128.662,-1.831,-107.788
0.719,0.806,-0.108,-122.559,1.038,-108.887
0.700,0.805,-0.122,-117.065,3.052,-110.291
0.681,0.800,-0.122,-114.014,3.845,-113.770
0.672,0.776,-0.097,-112.427,4.822,-118.408
0.669,0.753,-0.028,-113.770,6.897,-123.291
